RACEID,DRIVERID,CONSTRUCTORID,GRID,POSITIONORDER,POINTS,LAPS,FASTESTLAPSPEED,FASTESTLAPTIME,STATUSID,STATUS
958,154,210,11,14,0.0,69,183.480,1:25.958,11,+1 Lap
958,825,4,19,15,0.0,69,182.901,1:26.230,11,+1 Lap
958,826,5,12,16,0.0,69,186.273,1:24.669,11,+1 Lap
958,831,15,16,17,0.0,69,184.084,1:25.676,11,+1 Lap
958,13,3,18,18,0.0,68,184.904,1:25.296,12,+2 Laps
958,836,209,20,19,0.0,68,182.280,1:26.524,12,+2 Laps
958,828,15,22,20,0.0,68,184.517,1:25.475,12,+2 Laps
958,837,209,21,21,0.0,68,179.649,1:27.791,12,+2 Laps
958,18,1,8,22,0.0,60,181.817,1:26.744,44,Oil leak
959,1,131,2,1,25.0,67,209.107,1:18.746,1,Finished
959,817,9,3,2,18.0,67,209.918,1:18.442,1,Finished
959,830,9,4,3,15.0,67,208.673,1:18.910,1,Finished
959,3,131,1,4,12.0,67,208.114,1:19.122,1,Finished
959,20,6,6,5,10.0,67,209.203,1:18.710,1,Finished
959,8,6,5,6,8.0,67,206.937,1:19.572,1,Finished
959,807,10,8,7,6.0,67,205.686,1:20.056,1,Finished
959,18,1,12,8,4.0,66,206.395,1:19.781,11,+1 Lap
959,822,3,7,9,2.0,66,204.699,1:20.442,11,+1 Lap
959,815,10,9,10,1.0,66,206.848,1:19.606,11,+1 Lap
959,821,210,11,11,0.0,66,206.131,1:19.883,11,+1 Lap
959,4,1,13,12,0.0,66,205.490,1:20.132,11,+1 Lap
959,154,210,20,13,0.0,66,205.188,1:20.250,11,+1 Lap
959,832,5,15,14,0.0,66,205.940,1:19.957,11,+1 Lap
959,826,5,18,15,0.0,66,206.903,1:19.585,11,+1 Lap
959,825,4,16,16,0.0,66,201.673,1:21.649,11,+1 Lap
959,836,209,17,17,0.0,65,204.019,1:20.710,12,+2 Laps
959,828,15,22,18,0.0,65,202.758,1:21.212,12,+2 Laps
959,835,4,14,19,0.0,65,202.970,1:21.127,12,+2 Laps
959,837,209,19,20,0.0,65,201.190,1:21.845,12,+2 Laps
959,831,15,21,21,0.0,57,202.240,1:21.420,131,Power Unit
959,13,3,10,22,0.0,36,202.101,1:21.476,22,Suspension
960,3,131,1,1,25.0,44,225.640,1:51.746,1,Finished
960,817,9,5,2,18.0,44,224.205,1:52.461,1,Finished
960,1,131,21,3,15.0,44,225.969,1:51.583,1,Finished
960,807,10,7,4,12.0,44,222.094,1:53.530,1,Finished
960,815,10,6,5,10.0,44,222.321,1:53.414,1,Finished
960,20,6,4,6,8.0,44,223.674,1:52.728,1,Finished
960,4,1,22,7,6.0,44,220.243,1:54.484,1,Finished
960,822,3,8,8,4.0,44,220.946,1:54.120,1,Finished
960,8,6,3,9,2.0,44,222.157,1:53.498,1,Finished
960,13,3,10,10,1.0,44,220.517,1:54.342,1,Finished
960,830,9,2,11,0.0,44,222.582,1:53.281,1,Finished
960,821,210,18,12,0.0,44,220.530,1:54.335,1,Finished
960,154,210,11,13,0.0,44,221.561,1:53.803,1,Finished
960,826,5,19,14,0.0,44,224.965,1:52.081,1,Finished
960,835,4,13,15,0.0,44,222.641,1:53.251,1,Finished
960,839,209,17,16,0.0,43,217.865,1:55.734,11,+1 Lap
960,831,15,16,17,0.0,43,217.081,1:56.152,11,+1 Lap
960,825,4,12,18,0.0,5,216.269,1:56.588,3,Accident
960,828,15,20,19,0.0,3,186.421,2:15.255,6,Gearbox
960,832,5,14,20,0.0,1,,,29,Puncture
960,18,1,9,21,0.0,1,,,130,Collision damage
960,836,209,15,22,0.0,0,,,130,Collision damage
961,3,131,2,1,25.0,53,240.820,1:26.599,1,Finished
961,1,131,1,2,18.0,53,241.646,1:26.303,1,Finished
961,20,6,3,3,15.0,53,241.626,1:26.310,1,Finished
961,8,6,4,4,12.0,53,242.452,1:26.016,1,Finished
961,817,9,6,5,10.0,53,242.726,1:25.919,1,Finished
961,822,3,5,6,8.0,53,240.517,1:26.708,1,Finished
961,830,9,7,7,6.0,53,241.361,1:26.405,1,Finished
961,815,10,8,8,4.0,53,239.930,1:26.920,1,Finished
961,13,3,11,9,2.0,53,241.375,1:26.400,1,Finished
961,807,10,9,10,1.0,53,239.837,1:26.954,1,Finished
961,154,210,17,11,0.0,52,239.086,1:27.227,11,+1 Lap
961,18,1,14,12,0.0,52,241.503,1:26.354,11,+1 Lap
961,821,210,10,13,0.0,52,239.418,1:27.106,11,+1 Lap
961,4,1,12,14,0.0,52,244.373,1:25.340,11,+1 Lap
961,832,5,15,15,0.0,52,240.398,1:26.751,11,+1 Lap
961,828,15,19,16,0.0,52,235.509,1:28.552,11,+1 Lap
961,825,4,21,17,0.0,52,238.019,1:27.618,11,+1 Lap
961,839,209,22,18,0.0,51,235.556,1:28.534,12,+2 Laps
961,826,5,16,19,0.0,36,236.886,1:28.037,84,Battery
961,836,209,13,20,0.0,26,235.055,1:28.723,44,Oil leak
961,835,4,20,21,0.0,7,228.268,1:31.361,130,Collision damage
961,831,15,18,22,0.0,6,,,130,Collision damage
962,3,131,1,1,25.0,61,165.318,1:50.296,1,Finished
962,817,9,2,2,18.0,61,170.113,1:47.187,1,Finished
962,1,131,3,3,15.0,61,169.221,1:47.752,1,Finished
962,8,6,5,4,12.0,61,168.515,1:48.204,1,Finished
962,20,6,22,5,10.0,61,169.863,1:47.345,1,Finished
962,830,9,4,6,8.0,61,167.207,1:49.050,1,Finished
962,4,1,9,7,6.0,61,163.902,1:51.249,1,Finished
962,815,10,17,8,4.0,61,163.508,1:51.517,1,Finished
962,826,5,7,9,2.0,61,164.353,1:50.944,1,Finished
962,825,4,15,10,1.0,61,164.480,1:50.858,1,Finished
962,821,210,13,11,0.0,60,164.159,1:51.075,11,+1 Lap
962,13,3,11,12,0.0,60,163.599,1:51.455,11,+1 Lap
962,831,15,16,13,0.0,60,163.265,1:51.683,11,+1 Lap
962,832,5,6,14,0.0,60,164.965,1:50.532,11,+1 Lap
962,835,4,18,15,0.0,60,163.128,1:51.777,11,+1 Lap
962,836,209,19,16,0.0,60,162.773,1:52.021,11,+1 Lap
962,828,15,14,17,0.0,60,164.325,1:50.963,11,+1 Lap
962,839,209,21,18,0.0,59,163.170,1:51.748,12,+2 Laps
962,18,1,12,19,0.0,43,163.341,1:51.631,23,Brakes
962,822,3,10,20,0.0,35,163.727,1:51.368,25,Overheating
962,807,10,8,21,0.0,0,,,4,Collision
962,154,210,20,22,0.0,0,,,54,Withdrew
963,817,9,4,1,25.0,56,204.771,1:37.449,1,Finished
963,830,9,3,2,18.0,56,204.925,1:37.376,1,Finished
963,3,131,2,3,15.0,56,206.948,1:36.424,1,Finished
963,8,6,6,4,12.0,56,204.736,1:37.466,1,Finished
963,822,3,11,5,10.0,56,201.159,1:39.199,1,Finished
963,815,10,7,6,8.0,56,200.898,1:39.328,1,Finished
963,4,1,22,7,6.0,56,203.017,1:38.291,1,Finished
963,807,10,8,8,4.0,56,204.051,1:37.793,1,Finished
963,18,1,9,9,2.0,56,202.094,1:38.740,1,Finished
963,835,4,19,10,1.0,56,200.853,1:39.350,1,Finished
963,832,5,16,11,0.0,56,201.070,1:39.243,1,Finished
963,828,15,17,12,0.0,55,199.985,1:39.781,11,+1 Lap
963,13,3,10,13,0.0,55,199.707,1:39.920,11,+1 Lap
963,826,5,15,14,0.0,55,199.951,1:39.798,11,+1 Lap
963,836,209,21,15,0.0,55,200.242,1:39.653,11,+1 Lap
963,839,209,20,16,0.0,55,196.662,1:41.467,11,+1 Lap
963,831,15,18,17,0.0,46,198.574,1:40.490,23,Brakes
963,1,131,1,18,0.0,40,202.391,1:38.595,5,Engine
963,821,210,13,19,0.0,39,196.067,1:41.775,61,Wheel nut
963,825,4,14,20,0.0,17,193.025,1:43.379,75,Power loss
963,154,210,12,21,0.0,7,195.363,1:42.142,23,Brakes
963,20,6,5,22,0.0,0,,,4,Collision
964,3,131,1,1,25.0,53,217.651,1:36.049,1,Finished
964,830,9,3,2,18.0,53,216.890,1:36.386,1,Finished
964,1,131,2,3,15.0,53,219.703,1:35.152,1,Finished
964,20,6,6,4,12.0,53,219.781,1:35.118,1,Finished
964,8,6,8,5,10.0,53,217.785,1:35.990,1,Finished
964,817,9,4,6,8.0,53,218.877,1:35.511,1,Finished
964,815,10,5,7,6.0,53,216.061,1:36.756,1,Finished
964,807,10,9,8,4.0,53,214.740,1:37.351,1,Finished
964,13,3,12,9,2.0,53,213.787,1:37.785,1,Finished
964,822,3,11,10,1.0,53,213.658,1:37.844,1,Finished
964,154,210,7,11,0.0,53,215.473,1:37.020,1,Finished
964,835,4,16,12,0.0,52,213.366,1:37.978,11,+1 Lap
964,826,5,13,13,0.0,52,214.199,1:37.597,11,+1 Lap
964,825,4,17,14,0.0,52,213.240,1:38.036,11,+1 Lap
964,828,15,18,15,0.0,52,212.244,1:38.496,11,+1 Lap
964,4,1,15,16,0.0,52,212.866,1:38.208,11,+1 Lap
964,832,5,14,17,0.0,52,213.923,1:37.723,11,+1 Lap
964,18,1,22,18,0.0,52,215.124,1:37.177,11,+1 Lap
964,831,15,19,19,0.0,52,212.140,1:38.544,11,+1 Lap
964,821,210,10,20,0.0,52,213.809,1:37.775,11,+1 Lap
964,839,209,20,21,0.0,52,212.494,1:38.380,11,+1 Lap
964,836,209,21,22,0.0,52,213.318,1:38.000,11,+1 Lap
965,1,131,1,1,25.0,56,193.842,1:42.386,1,Finished
965,3,131,2,2,18.0,56,194.773,1:41.897,1,Finished
965,817,9,3,3,15.0,56,193.523,1:42.555,1,Finished
965,20,6,6,4,12.0,56,198.712,1:39.877,1,Finished
965,4,1,12,5,10.0,56,191.752,1:43.502,1,Finished
965,832,5,10,6,8.0,56,193.002,1:42.832,1,Finished
965,13,3,9,7,6.0,55,191.915,1:43.414,11,+1 Lap
965,815,10,11,8,4.0,55,190.972,1:43.925,11,+1 Lap
965,18,1,19,9,2.0,55,189.979,1:44.468,11,+1 Lap
965,154,210,17,10,1.0,55,190.221,1:44.335,11,+1 Lap
965,826,5,13,11,0.0,55,193.674,1:42.475,11,+1 Lap
965,825,4,18,12,0.0,55,189.504,1:44.730,11,+1 Lap
965,835,4,15,13,0.0,55,189.515,1:44.724,11,+1 Lap
965,828,15,16,14,0.0,55,188.765,1:45.140,11,+1 Lap
965,831,15,21,15,0.0,55,190.620,1:44.117,11,+1 Lap
965,822,3,8,16,0.0,55,189.058,1:44.977,11,+1 Lap
965,836,209,20,17,0.0,55,188.208,1:45.451,11,+1 Lap
965,839,209,22,18,0.0,54,191.599,1:43.585,12,+2 Laps
965,8,6,5,19,0.0,38,194.880,1:41.841,36,Wheel
965,830,9,4,20,0.0,28,193.770,1:42.424,6,Gearbox
965,821,210,14,21,0.0,16,188.364,1:45.364,23,Brakes
965,807,10,7,22,0.0,1,,,4,Collision
966,1,131,1,1,25.0,71,187.592,1:22.596,1,Finished
966,3,131,2,2,18.0,71,187.148,1:22.792,1,Finished
966,817,9,4,3,15.0,71,190.972,1:21.134,1,Finished
966,830,9,3,4,12.0,71,186.934,1:22.887,1,Finished
966,20,6,7,5,10.0,71,187.817,1:22.497,1,Finished
966,8,6,6,6,8.0,71,187.783,1:22.512,1,Finished
966,807,10,5,7,6.0,71,186.034,1:23.288,1,Finished
966,822,3,8,8,4.0,71,185.472,1:23.540,1,Finished
966,13,3,9,9,2.0,71,185.392,1:23.576,1,Finished
966,815,10,12,10,1.0,71,185.324,1:23.607,1,Finished
966,828,15,15,11,0.0,70,183.713,1:24.340,11,+1 Lap
966,18,1,13,12,0.0,70,184.948,1:23.777,11,+1 Lap
966,4,1,11,13,0.0,70,185.189,1:23.668,11,+1 Lap
966,835,4,21,14,0.0,70,183.205,1:24.574,11,+1 Lap
966,831,15,19,15,0.0,70,185.213,1:23.657,11,+1 Lap
966,832,5,10,16,0.0,70,183.437,1:24.467,11,+1 Lap
966,825,4,14,17,0.0,70,186.351,1:23.146,11,+1 Lap
966,826,5,18,18,0.0,70,185.299,1:23.618,11,+1 Lap
966,821,210,17,19,0.0,70,185.659,1:23.456,11,+1 Lap
966,154,210,22,20,0.0,70,186.056,1:23.278,11,+1 Lap
966,839,209,20,21,0.0,69,182.364,1:24.964,12,+2 Laps
966,836,209,16,22,0.0,0,,,4,Collision
967,1,131,1,1,25.0,71,181.137,1:25.639,1,Finished
967,3,131,2,2,18.0,71,179.912,1:26.222,1,Finished
967,830,9,4,3,15.0,71,181.846,1:25.305,1,Finished
967,815,10,9,4,12.0,71,178.113,1:27.093,1,Finished
967,20,6,5,5,10.0,71,179.968,1:26.195,1,Finished
967,832,5,15,6,8.0,71,177.990,1:27.153,1,Finished
967,807,10,8,7,6.0,71,178.862,1:26.728,1,Finished
967,817,9,6,8,4.0,71,181.363,1:25.532,1,Finished
967,831,15,21,9,2.0,71,177.189,1:27.547,1,Finished
967,4,1,10,10,1.0,71,178.090,1:27.104,1,Finished
967,822,3,11,11,0.0,71,180.246,1:26.062,1,Finished
967,839,209,22,12,0.0,71,176.686,1:27.796,1,Finished
967,826,5,14,13,0.0,71,177.333,1:27.476,1,Finished
967,825,4,18,14,0.0,71,179.284,1:26.524,1,Finished
967,836,209,19,15,0.0,71,176.439,1:27.919,1,Finished
967,18,1,17,16,0.0,71,178.338,1:26.983,1,Finished
967,821,210,12,17,0.0,60,176.668,1:27.805,31,Retired
967,13,3,13,18,0.0,46,178.782,1:26.767,4,Collision
967,835,4,16,19,0.0,20,164.441,1:34.334,130,Collision damage
967,8,6,3,20,0.0,19,174.596,1:28.847,4,Collision
967,828,15,20,21,0.0,11,169.970,1:31.265,4,Collision
967,154,210,7,22,0.0,0,,,54,Withdrew
968,1,131,1,1,25.0,55,190.174,1:45.137,1,Finished
968,3,131,2,2,18.0,55,189.950,1:45.261,1,Finished
968,20,6,5,3,15.0,55,192.756,1:43.729,1,Finished
968,830,9,6,4,12.0,55,190.084,1:45.187,1,Finished
968,817,9,3,5,10.0,55,190.624,1:44.889,1,Finished
968,8,6,4,6,8.0,55,190.127,1:45.163,1,Finished
968,807,10,7,7,6.0,55,188.717,1:45.949,1,Finished
968,815,10,8,8,4.0,55,189.972,1:45.249,1,Finished
968,13,3,10,9,2.0,55,189.206,1:45.675,1,Finished
968,4,1,9,10,1.0,55,191.343,1:44.495,1,Finished
968,154,210,14,11,0.0,55,190.477,1:44.970,1,Finished
968,821,210,13,12,0.0,55,188.754,1:45.928,1,Finished
968,839,209,20,13,0.0,54,188.290,1:46.189,11,+1 Lap
968,836,209,16,14,0.0,54,188.368,1:46.145,11,+1 Lap
968,828,15,22,15,0.0,54,188.242,1:46.216,11,+1 Lap
968,831,15,19,16,0.0,54,188.117,1:46.287,11,+1 Lap
968,835,4,15,17,0.0,54,189.134,1:45.715,11,+1 Lap
968,832,5,21,18,0.0,41,187.580,1:46.591,130,Collision damage
968,826,5,17,19,0.0,14,183.853,1:48.752,6,Gearbox
968,18,1,12,20,0.0,12,183.851,1:48.753,22,Suspension
968,822,3,11,21,0.0,6,185.413,1:47.837,22,Suspension
968,825,4,18,22,0.0,5,184.108,1:48.601,22,Suspension
969,20,6,2,1,25.0,57,220.351,1:26.638,1,Finished
969,1,131,1,2,18.0,57,219.351,1:27.033,1,Finished
969,822,131,3,3,15.0,57,220.465,1:26.593,1,Finished
969,8,6,4,4,12.0,57,220.605,1:26.538,1,Finished
969,830,9,5,5,10.0,57,219.525,1:26.964,1,Finished
969,13,3,7,6,8.0,57,216.830,1:28.045,1,Finished
969,815,10,10,7,6.0,56,216.115,1:28.336,11,+1 Lap
969,832,5,8,8,4.0,56,217.740,1:27.677,11,+1 Lap
969,826,5,9,9,2.0,56,220.165,1:26.711,11,+1 Lap
969,839,10,13,10,1.0,56,215.776,1:28.475,11,+1 Lap
969,807,4,11,11,0.0,56,215.749,1:28.486,11,+1 Lap
969,841,15,16,12,0.0,55,214.378,1:29.052,12,+2 Laps
969,838,1,18,13,0.0,55,213.448,1:29.440,12,+2 Laps
969,4,1,12,14,0.0,50,211.938,1:30.077,76,Vibrations
969,825,210,17,15,0.0,46,218.011,1:27.568,22,Suspension
969,840,3,20,16,0.0,40,213.569,1:29.389,23,Brakes
969,817,9,0,17,0.0,25,213.431,1:29.447,131,Power Unit
969,828,15,14,18,0.0,21,207.391,1:32.052,9,Hydraulics
969,835,4,19,19,0.0,15,207.069,1:32.195,23,Brakes
969,154,210,6,20,0.0,13,211.689,1:30.183,47,Water leak
970,1,131,1,1,25.0,56,205.745,1:35.378,1,Finished
970,20,6,2,2,18.0,56,205.648,1:35.423,1,Finished
970,830,9,16,3,15.0,56,202.886,1:36.722,1,Finished
970,817,9,5,4,12.0,56,202.741,1:36.791,1,Finished
970,8,6,4,5,10.0,56,204.406,1:36.003,1,Finished
970,822,131,3,6,8.0,56,204.734,1:35.849,1,Finished
970,832,5,11,7,6.0,56,201.478,1:37.398,1,Finished
970,825,210,12,8,4.0,55,201.209,1:37.528,11,+1 Lap
970,815,10,8,9,2.0,55,203.288,1:36.531,11,+1 Lap
970,839,10,17,10,1.0,55,202.230,1:37.036,11,+1 Lap
970,154,210,19,11,0.0,55,201.162,1:37.551,11,+1 Lap
970,807,4,7,12,0.0,55,200.210,1:38.015,11,+1 Lap
970,835,4,20,13,0.0,55,199.871,1:38.181,11,+1 Lap
970,13,3,6,14,0.0,55,203.330,1:36.511,11,+1 Lap
970,828,15,14,15,0.0,55,196.763,1:39.732,11,+1 Lap
970,4,1,13,16,0.0,33,197.230,1:39.496,30,Driveshaft
970,826,5,9,17,0.0,18,196.059,1:40.090,9,Hydraulics
970,838,1,15,18,0.0,17,193.412,1:41.460,32,Fuel pressure
970,841,15,18,19,0.0,3,,,3,Accident
970,840,3,10,20,0.0,0,,,4,Collision
971,20,6,3,1,25.0,57,207.652,1:33.826,1,Finished
971,1,131,2,2,18.0,57,209.952,1:32.798,1,Finished
971,822,131,1,3,15.0,57,207.076,1:34.087,1,Finished
971,8,6,5,4,12.0,57,207.887,1:33.720,1,Finished
971,817,9,4,5,10.0,57,208.387,1:33.495,1,Finished
971,13,3,8,6,8.0,57,206.705,1:34.256,1,Finished
971,815,10,18,7,6.0,57,205.933,1:34.609,1,Finished
971,154,210,9,8,4.0,57,205.198,1:34.948,1,Finished
971,807,4,7,9,2.0,57,204.286,1:35.372,1,Finished
971,839,10,14,10,1.0,57,204.700,1:35.179,1,Finished
971,836,15,13,11,0.0,56,201.301,1:36.786,11,+1 Lap
971,826,5,11,12,0.0,56,205.118,1:34.985,11,+1 Lap
971,835,4,10,13,0.0,56,203.901,1:35.552,11,+1 Lap
971,4,1,15,14,0.0,54,203.809,1:35.595,131,Power Unit
971,828,15,19,15,0.0,50,204.900,1:35.086,6,Gearbox
971,832,5,16,16,0.0,12,198.755,1:38.026,4,Collision
971,840,3,12,17,0.0,12,202.311,1:36.303,4,Collision
971,830,9,6,18,0.0,11,201.520,1:36.681,23,Brakes
971,825,210,20,19,0.0,8,197.362,1:38.718,10,Electrical
971,838,1,17,20,0.0,0,,,131,Power Unit
972,822,131,3,1,25.0,52,216.221,1:37.367,1,Finished
972,20,6,1,2,18.0,52,216.343,1:37.312,1,Finished
972,8,6,2,3,15.0,52,217.388,1:36.844,1,Finished
972,1,131,4,4,12.0,52,213.955,1:38.398,1,Finished
972,830,9,7,5,10.0,52,213.888,1:38.429,1,Finished
972,815,10,9,6,8.0,52,213.385,1:38.661,1,Finished
972,839,10,10,7,6.0,52,213.203,1:38.745,1,Finished
972,807,4,8,8,4.0,52,213.912,1:38.418,1,Finished
972,13,3,6,9,2.0,51,214.317,1:38.232,11,+1 Lap
972,832,5,14,10,1.0,51,212.960,1:38.858,11,+1 Lap
972,840,3,11,11,0.0,51,212.934,1:38.870,11,+1 Lap
972,826,5,12,12,0.0,51,214.168,1:38.300,11,+1 Lap
972,825,210,13,13,0.0,51,211.445,1:39.566,11,+1 Lap
972,838,1,20,14,0.0,51,210.971,1:39.790,11,+1 Lap
972,828,15,18,15,0.0,51,210.875,1:39.835,11,+1 Lap
972,836,15,17,16,0.0,50,208.604,1:40.922,12,+2 Laps
972,817,9,5,17,0.0,5,205.824,1:42.285,23,Brakes
972,835,4,16,18,0.0,0,,,4,Collision
972,154,210,19,19,0.0,0,,,4,Collision
972,4,1,15,20,0.0,0,,,131,Power Unit
973,1,131,1,1,25.0,66,200.471,1:23.593,1,Finished
973,20,6,2,2,18.0,66,200.277,1:23.674,1,Finished
973,817,9,6,3,15.0,66,200.248,1:23.686,1,Finished
973,815,10,8,4,12.0,65,195.417,1:25.755,11,+1 Lap
973,839,10,10,5,10.0,65,194.237,1:26.276,11,+1 Lap
973,807,4,13,6,8.0,65,193.280,1:26.703,11,+1 Lap
973,832,5,12,7,6.0,65,194.439,1:26.186,11,+1 Lap
973,836,15,15,8,4.0,65,193.787,1:26.476,11,+1 Lap
973,826,5,19,9,2.0,65,194.914,1:25.976,11,+1 Lap
973,154,210,14,10,1.0,65,192.906,1:26.871,11,+1 Lap
973,828,15,16,11,0.0,64,194.379,1:26.213,12,+2 Laps
973,4,1,7,12,0.0,64,199.752,1:23.894,12,+2 Laps
973,13,3,9,13,0.0,64,193.796,1:26.472,12,+2 Laps
973,825,210,11,14,0.0,64,194.023,1:26.371,12,+2 Laps
973,835,4,17,15,0.0,64,197.517,1:24.843,12,+2 Laps
973,840,3,18,16,0.0,64,192.980,1:26.838,12,+2 Laps
973,822,131,3,17,0.0,38,197.860,1:24.696,131,Power Unit
973,838,1,20,18,0.0,32,191.401,1:27.554,4,Collision
973,830,9,5,19,0.0,1,,,130,Collision damage
973,8,6,4,20,0.0,0,,,130,Collision damage
974,20,6,2,1,25.0,78,159.669,1:15.238,1,Finished
974,8,6,1,2,18.0,78,159.058,1:15.527,1,Finished
974,817,9,5,3,15.0,78,158.577,1:15.756,1,Finished
974,822,131,3,4,12.0,78,157.160,1:16.439,1,Finished
974,830,9,4,5,10.0,78,157.387,1:16.329,1,Finished
974,832,5,6,6,8.0,78,156.730,1:16.649,1,Finished
974,1,131,13,7,6.0,78,158.433,1:15.825,1,Finished
974,154,210,8,8,4.0,78,155.823,1:17.095,1,Finished
974,13,3,14,9,2.0,78,156.947,1:16.543,1,Finished
974,825,210,11,10,1.0,78,157.420,1:16.313,1,Finished
974,835,4,16,11,0.0,78,156.801,1:16.614,1,Finished
974,839,10,15,12,0.0,78,157.072,1:16.482,1,Finished
974,815,10,7,13,0.0,78,160.561,1:14.820,1,Finished
974,826,5,9,14,0.0,71,156.955,1:16.539,130,Collision damage
974,840,3,17,15,0.0,71,157.912,1:16.075,23,Brakes
974,838,1,12,16,0.0,66,156.697,1:16.665,3,Accident
974,828,15,19,17,0.0,63,156.362,1:16.829,3,Accident
974,18,1,20,18,0.0,57,156.194,1:16.912,130,Collision damage
974,836,15,18,19,0.0,57,153.948,1:18.034,4,Collision
974,807,4,10,20,0.0,15,154.242,1:17.885,6,Gearbox
975,1,131,1,1,25.0,70,210.588,1:14.551,1,Finished
975,822,131,3,2,18.0,70,206.862,1:15.894,1,Finished
975,817,9,6,3,15.0,70,206.126,1:16.165,1,Finished
975,20,6,2,4,12.0,70,210.115,1:14.719,1,Finished
975,815,10,8,5,10.0,70,205.580,1:16.367,1,Finished
975,839,10,9,6,8.0,70,205.904,1:16.247,1,Finished
975,8,6,4,7,6.0,70,208.250,1:15.388,1,Finished
975,807,4,10,8,4.0,70,206.204,1:16.136,1,Finished
975,840,3,17,9,2.0,69,206.630,1:15.979,11,+1 Lap
975,154,210,14,10,1.0,69,204.026,1:16.949,11,+1 Lap
975,835,4,15,11,0.0,69,204.677,1:16.704,11,+1 Lap
975,825,210,18,12,0.0,69,205.650,1:16.341,11,+1 Lap
975,828,15,19,13,0.0,69,203.904,1:16.995,11,+1 Lap
975,838,1,16,14,0.0,69,204.491,1:16.774,11,+1 Lap
975,836,15,20,15,0.0,68,203.650,1:17.091,12,+2 Laps
975,4,1,12,16,0.0,66,206.974,1:15.853,131,Power Unit
975,826,5,11,17,0.0,54,204.653,1:16.713,131,Power Unit
975,830,9,5,18,0.0,10,203.396,1:17.187,10,Electrical
975,13,3,7,19,0.0,0,,,4,Collision
975,832,5,13,20,0.0,0,,,4,Collision
976,817,9,10,1,25.0,51,206.048,1:44.882,1,Finished
976,822,131,2,2,18.0,51,207.946,1:43.925,1,Finished
976,840,3,8,3,15.0,51,205.605,1:45.108,1,Finished
976,20,6,4,4,12.0,51,208.919,1:43.441,1,Finished
976,1,131,1,5,10.0,51,208.862,1:43.469,1,Finished
976,839,10,7,6,8.0,51,204.581,1:45.634,1,Finished
976,825,210,12,7,6.0,51,203.277,1:46.312,1,Finished
976,832,5,15,8,4.0,51,204.133,1:45.866,1,Finished
976,4,1,19,9,2.0,51,205.488,1:45.168,1,Finished
976,836,15,14,10,1.0,51,201.743,1:47.120,1,Finished
976,828,15,17,11,0.0,51,201.619,1:47.186,1,Finished
976,838,1,18,12,0.0,51,202.636,1:46.648,1,Finished
976,154,210,16,13,0.0,50,202.289,1:46.831,11,+1 Lap
976,8,6,3,14,0.0,46,204.760,1:45.542,34,Water pressure
976,815,10,6,15,0.0,39,204.670,1:45.588,136,Seat
976,13,3,9,16,0.0,25,201.330,1:47.340,22,Suspension
976,807,4,13,17,0.0,24,199.111,1:48.536,3,Accident
976,830,9,5,18,0.0,12,203.112,1:46.398,51,Oil pressure
976,826,5,11,19,0.0,9,199.372,1:48.394,84,Battery
976,835,4,20,20,0.0,7,193.518,1:51.673,131,Power Unit
977,822,131,1,1,25.0,71,229.115,1:07.847,1,Finished
977,20,6,2,2,18.0,71,230.306,1:07.496,1,Finished
977,817,9,4,3,15.0,71,230.491,1:07.442,1,Finished
977,1,131,8,4,12.0,71,230.597,1:07.411,1,Finished
977,8,6,3,5,10.0,71,230.341,1:07.486,1,Finished
977,154,210,6,6,8.0,71,226.633,1:08.590,1,Finished
977,815,10,7,7,6.0,70,227.030,1:08.470,11,+1 Lap
977,839,10,9,8,4.0,70,226.405,1:08.659,11,+1 Lap
977,13,3,17,9,2.0,70,227.200,1:08.419,11,+1 Lap
977,840,3,18,10,1.0,70,226.017,1:08.777,11,+1 Lap
977,835,4,16,11,0.0,70,226.428,1:08.652,11,+1 Lap
977,838,1,13,12,0.0,70,227.190,1:08.422,11,+1 Lap
977,807,4,11,13,0.0,70,225.146,1:09.043,11,+1 Lap
977,836,15,20,14,0.0,70,224.502,1:09.241,11,+1 Lap
977,828,15,19,15,0.0,69,224.363,1:09.284,12,+2 Laps
977,826,5,14,16,0.0,68,228.395,1:08.061,13,+3 Laps
977,832,5,10,17,0.0,44,224.798,1:09.150,5,Engine
977,825,210,15,18,0.0,29,220.800,1:10.402,9,Hydraulics
977,4,1,12,19,0.0,1,,,130,Collision damage
977,830,9,5,20,0.0,0,,,130,Collision damage
978,1,131,1,1,25.0,51,234.025,1:30.621,1,Finished
978,822,131,9,2,18.0,51,233.294,1:30.905,1,Finished
978,8,6,2,3,15.0,51,231.733,1:31.517,1,Finished
978,830,9,4,4,12.0,51,233.878,1:30.678,1,Finished
978,817,9,19,5,10.0,51,230.833,1:31.874,1,Finished
978,807,4,5,6,8.0,51,229.080,1:32.577,1,Finished
978,20,6,3,7,6.0,51,230.838,1:31.872,1,Finished
978,839,10,7,8,4.0,50,226.768,1:33.521,11,+1 Lap
978,815,10,6,9,2.0,50,226.809,1:33.504,11,+1 Lap
978,13,3,14,10,1.0,50,226.668,1:33.562,11,+1 Lap
978,838,1,8,11,0.0,50,226.906,1:33.464,11,+1 Lap
978,825,210,16,12,0.0,50,228.818,1:32.683,11,+1 Lap
978,154,210,10,13,0.0,50,229.793,1:32.290,11,+1 Lap
978,828,15,18,14,0.0,50,227.747,1:33.119,11,+1 Lap
