RACEID,DRIVERID,CONSTRUCTORID,GRID,POSITIONORDER,POSITION,POINTS,STATUSID,STATUS,LAPS,FASTESTLAPSPEED,FASTESTLAPTIME,ESTIMATED_FINISH_TIME,ESTIMATED_FINISH_TIME_STR,ML_SUCCESS_SCORE
1144,807,210,7,8,8.0,4,1,Finished,58,213.249,1:29.152,5268.845,01:27:48.845000,49.73
1144,4,117,8,9,9.0,2,1,Finished,58,216.168,1:27.948,5275.664,01:27:55.664000,45.82
1144,857,1,2,10,10.0,1,1,Finished,58,216.804,1:27.690,5277.112,01:27:57.112000,41.01
1144,848,3,18,11,11.0,0,11,+1 Lap,57,212.567,1:29.438,5719.518,01:35:19.518000,41.0
1144,840,117,13,14,14.0,0,11,+1 Lap,57,214.568,1:28.604,5721.96,01:35:21.960000,37.3
1144,852,215,11,12,12.0,0,11,+1 Lap,57,213.134,1:29.200,5723.35,01:35:23.350000,30.86
1144,855,15,15,13,13.0,0,11,+1 Lap,57,216.085,1:27.982,5726.17,01:35:26.170000,28.08
1144,862,214,17,15,15.0,0,11,+1 Lap,57,213.323,1:29.121,5736.336,01:35:36.336000,22.28
1144,825,210,14,16,16.0,0,11,+1 Lap,57,222.002,1:25.637,5792.428,01:36:32.428000,17.46
1144,859,215,12,17,17.0,0,5,Engine,55,214.212,1:28.751,6103.416,01:41:43.416000,11.94
1144,822,15,9,18,,0,130,Collision damage,30,212.462,1:29.482,10403.961,02:53:23.961000,6.34
1144,861,3,20,19,,0,5,Engine,26,212.631,1:29.411,11077.028,03:04:37.028000,0.0
