RACEID,DRIVERID,POSITION,LAPS,LAP,TIME,FASTESTLAP,FASTESTLAPTIME
1121,830,1,57,1,1:37.284,39,1:32.608
1121,830,1,57,2,1:36.296,39,1:32.608
1121,830,1,57,3,1:36.753,39,1:32.608
1121,830,1,57,4,1:36.647,39,1:32.608
1121,830,1,57,5,1:37.173,39,1:32.608
1121,830,1,57,6,1:37.092,39,1:32.608
1121,830,1,57,7,1:37.038,39,1:32.608
1121,830,1,57,8,1:37.024,39,1:32.608
1121,830,1,57,9,1:37.229,39,1:32.608
1121,830,1,57,10,1:36.960,39,1:32.608
1121,830,1,57,11,1:37.085,39,1:32.608
1121,830,1,57,12,1:37.045,39,1:32.608
1121,830,1,57,13,1:37.030,39,1:32.608
1121,830,1,57,14,1:37.028,39,1:32.608
1121,830,1,57,15,1:37.011,39,1:32.608
1121,830,1,57,16,1:37.168,39,1:32.608
1121,830,1,57,17,1:39.896,39,1:32.608
1121,830,1,57,18,1:57.854,39,1:32.608
1121,830,1,57,19,1:35.283,39,1:32.608
1121,830,1,57,20,1:35.160,39,1:32.608
1121,830,1,57,21,1:35.316,39,1:32.608
1121,830,1,57,22,1:35.204,39,1:32.608
1121,830,1,57,23,1:35.216,39,1:32.608
1121,830,1,57,24,1:35.289,39,1:32.608
1121,830,1,57,25,1:35.342,39,1:32.608
1121,830,1,57,26,1:35.223,39,1:32.608
1121,830,1,57,27,1:35.581,39,1:32.608
1121,830,1,57,28,1:35.477,39,1:32.608
1121,830,1,57,29,1:35.793,39,1:32.608
1121,830,1,57,30,1:35.771,39,1:32.608
1121,830,1,57,31,1:35.679,39,1:32.608
1121,830,1,57,32,1:35.886,39,1:32.608
1121,830,1,57,33,1:35.863,39,1:32.608
1121,830,1,57,34,1:36.133,39,1:32.608
1121,830,1,57,35,1:36.018,39,1:32.608
1121,830,1,57,36,1:36.205,39,1:32.608
1121,830,1,57,37,1:39.234,39,1:32.608
1121,830,1,57,38,1:56.445,39,1:32.608
1121,830,1,57,39,1:32.608,39,1:32.608
1121,830,1,57,40,1:36.589,39,1:32.608
1121,830,1,57,41,1:35.290,39,1:32.608
1121,830,1,57,42,1:34.667,39,1:32.608
1121,830,1,57,43,1:34.151,39,1:32.608
1121,830,1,57,44,1:34.531,39,1:32.608
1121,830,1,57,45,1:34.249,39,1:32.608
1121,830,1,57,46,1:34.193,39,1:32.608
1121,830,1,57,47,1:34.239,39,1:32.608
1121,830,1,57,48,1:34.350,39,1:32.608
1121,830,1,57,49,1:34.403,39,1:32.608
1121,830,1,57,50,1:34.783,39,1:32.608
1121,830,1,57,51,1:34.340,39,1:32.608
1121,830,1,57,52,1:34.906,39,1:32.608
1121,830,1,57,53,1:35.600,39,1:32.608
1121,830,1,57,54,1:35.334,39,1:32.608
1121,830,1,57,55,1:35.184,39,1:32.608
1121,830,1,57,56,1:34.671,39,1:32.608
1121,830,1,57,57,1:34.923,39,1:32.608
1121,815,2,57,1,1:40.053,40,1:34.364
1121,815,2,57,2,1:36.541,40,1:34.364
1121,815,2,57,3,1:37.297,40,1:34.364
1121,815,2,57,4,1:37.722,40,1:34.364
1121,815,2,57,5,1:38.044,40,1:34.364
1121,815,2,57,6,1:37.823,40,1:34.364
1121,815,2,57,7,1:37.821,40,1:34.364
1121,815,2,57,8,1:37.838,40,1:34.364
1121,815,2,57,9,1:37.596,40,1:34.364
1121,815,2,57,10,1:37.630,40,1:34.364
1121,815,2,57,11,1:37.836,40,1:34.364
1121,815,2,57,12,1:40.277,40,1:34.364
1121,815,2,57,13,1:57.624,40,1:34.364
1121,815,2,57,14,1:35.606,40,1:34.364
1121,815,2,57,15,1:36.815,40,1:34.364
1121,815,2,57,16,1:35.783,40,1:34.364
1121,815,2,57,17,1:36.454,40,1:34.364
1121,815,2,57,18,1:36.311,40,1:34.364
1121,815,2,57,19,1:36.038,40,1:34.364
1121,815,2,57,20,1:36.278,40,1:34.364
1121,815,2,57,21,1:36.165,40,1:34.364
1121,815,2,57,22,1:36.037,40,1:34.364
1121,815,2,57,23,1:36.249,40,1:34.364
1121,815,2,57,24,1:36.211,40,1:34.364
1121,815,2,57,25,1:36.344,40,1:34.364
1121,815,2,57,26,1:36.347,40,1:34.364
1121,815,2,57,27,1:36.233,40,1:34.364
1121,815,2,57,28,1:36.226,40,1:34.364
1121,815,2,57,29,1:36.437,40,1:34.364
1121,815,2,57,30,1:36.313,40,1:34.364
1121,815,2,57,31,1:36.339,40,1:34.364
1121,815,2,57,32,1:36.276,40,1:34.364
1121,815,2,57,33,1:36.564,40,1:34.364
1121,815,2,57,34,1:36.378,40,1:34.364
1121,815,2,57,35,1:36.776,40,1:34.364
1121,815,2,57,36,1:39.365,40,1:34.364
1121,815,2,57,37,1:55.808,40,1:34.364
1121,815,2,57,38,1:34.804,40,1:34.364
1121,815,2,57,39,1:34.607,40,1:34.364
1121,815,2,57,40,1:34.364,40,1:34.364
1121,815,2,57,41,1:34.400,40,1:34.364
1121,815,2,57,42,1:34.525,40,1:34.364
1121,815,2,57,43,1:34.797,40,1:34.364
1121,815,2,57,44,1:34.799,40,1:34.364
1121,815,2,57,45,1:34.592,40,1:34.364
1121,815,2,57,46,1:34.844,40,1:34.364
1121,815,2,57,47,1:34.730,40,1:34.364
1121,815,2,57,48,1:34.885,40,1:34.364
1121,815,2,57,49,1:34.966,40,1:34.364
1121,815,2,57,50,1:35.082,40,1:34.364
1121,815,2,57,51,1:34.940,40,1:34.364
1121,815,2,57,52,1:35.183,40,1:34.364
1121,815,2,57,53,1:35.842,40,1:34.364
1121,815,2,57,54,1:35.459,40,1:34.364
1121,815,2,57,55,1:35.611,40,1:34.364
1121,815,2,57,56,1:35.568,40,1:34.364
1121,815,2,57,57,1:35.746,40,1:34.364
1121,832,3,57,1,1:40.620,44,1:34.507
1121,832,3,57,2,1:37.236,44,1:34.507
1121,832,3,57,3,1:37.080,44,1:34.507
1121,832,3,57,4,1:37.264,44,1:34.507
1121,832,3,57,5,1:38.032,44,1:34.507
1121,832,3,57,6,1:37.741,44,1:34.507
1121,832,3,57,7,1:38.260,44,1:34.507
1121,832,3,57,8,1:38.183,44,1:34.507
1121,832,3,57,9,1:38.030,44,1:34.507
1121,832,3,57,10,1:37.608,44,1:34.507
1121,832,3,57,11,1:37.656,44,1:34.507
1121,832,3,57,12,1:37.650,44,1:34.507
1121,832,3,57,13,1:37.243,44,1:34.507
1121,832,3,57,14,1:39.753,44,1:34.507
1121,832,3,57,15,1:57.225,44,1:34.507
1121,832,3,57,16,1:36.376,44,1:34.507
1121,832,3,57,17,1:35.507,44,1:34.507
1121,832,3,57,18,1:36.088,44,1:34.507
1121,832,3,57,19,1:36.236,44,1:34.507
1121,832,3,57,20,1:36.034,44,1:34.507
1121,832,3,57,21,1:36.104,44,1:34.507
1121,832,3,57,22,1:36.008,44,1:34.507
1121,832,3,57,23,1:36.149,44,1:34.507
1121,832,3,57,24,1:36.200,44,1:34.507
1121,832,3,57,25,1:36.220,44,1:34.507
1121,832,3,57,26,1:36.221,44,1:34.507
1121,832,3,57,27,1:36.272,44,1:34.507
1121,832,3,57,28,1:36.534,44,1:34.507
1121,832,3,57,29,1:36.600,44,1:34.507
1121,832,3,57,30,1:36.337,44,1:34.507
1121,832,3,57,31,1:36.537,44,1:34.507
1121,832,3,57,32,1:36.762,44,1:34.507
1121,832,3,57,33,1:36.556,44,1:34.507
1121,832,3,57,34,1:36.551,44,1:34.507
1121,832,3,57,35,1:39.274,44,1:34.507
1121,832,3,57,36,1:55.620,44,1:34.507
1121,832,3,57,37,1:35.302,44,1:34.507
1121,832,3,57,38,1:35.100,44,1:34.507
1121,832,3,57,39,1:34.709,44,1:34.507
1121,832,3,57,40,1:34.739,44,1:34.507
1121,832,3,57,41,1:35.041,44,1:34.507
1121,832,3,57,42,1:34.861,44,1:34.507
1121,832,3,57,43,1:34.795,44,1:34.507
1121,832,3,57,44,1:34.507,44,1:34.507
1121,832,3,57,45,1:34.790,44,1:34.507
1121,832,3,57,46,1:34.853,44,1:34.507
1121,832,3,57,47,1:34.901,44,1:34.507
1121,832,3,57,48,1:34.981,44,1:34.507
1121,832,3,57,49,1:35.440,44,1:34.507
1121,832,3,57,50,1:35.142,44,1:34.507
1121,832,3,57,51,1:35.282,44,1:34.507
1121,832,3,57,52,1:35.083,44,1:34.507
1121,832,3,57,53,1:35.211,44,1:34.507
1121,832,3,57,54,1:35.309,44,1:34.507
1121,832,3,57,55,1:35.407,44,1:34.507
1121,832,3,57,56,1:35.305,44,1:34.507
1121,832,3,57,57,1:35.327,44,1:34.507
1121,844,4,57,1,1:38.271,36,1:34.090
1121,844,4,57,2,1:36.862,36,1:34.090
1121,844,4,57,3,1:38.062,36,1:34.090
1121,844,4,57,4,1:37.752,36,1:34.090
1121,844,4,57,5,1:38.131,36,1:34.090
1121,844,4,57,6,1:37.782,36,1:34.090
1121,844,4,57,7,1:38.957,36,1:34.090
1121,844,4,57,8,1:38.136,36,1:34.090
1121,844,4,57,9,1:37.844,36,1:34.090
1121,844,4,57,10,1:37.884,36,1:34.090
1121,844,4,57,11,1:41.737,36,1:34.090
1121,844,4,57,12,1:57.471,36,1:34.090
1121,844,4,57,13,1:36.432,36,1:34.090
1121,844,4,57,14,1:36.756,36,1:34.090
1121,844,4,57,15,1:36.813,36,1:34.090
1121,844,4,57,16,1:36.673,36,1:34.090
1121,844,4,57,17,1:37.302,36,1:34.090
1121,844,4,57,18,1:37.438,36,1:34.090
1121,844,4,57,19,1:36.821,36,1:34.090
1121,844,4,57,20,1:36.794,36,1:34.090
1121,844,4,57,21,1:36.977,36,1:34.090
1121,844,4,57,22,1:36.796,36,1:34.090
1121,844,4,57,23,1:36.987,36,1:34.090
1121,844,4,57,24,1:36.924,36,1:34.090
1121,844,4,57,25,1:36.760,36,1:34.090
1121,844,4,57,26,1:36.810,36,1:34.090
1121,844,4,57,27,1:36.831,36,1:34.090
1121,844,4,57,28,1:36.907,36,1:34.090
1121,844,4,57,29,1:36.963,36,1:34.090
1121,844,4,57,30,1:37.158,36,1:34.090
1121,844,4,57,31,1:37.031,36,1:34.090
1121,844,4,57,32,1:36.941,36,1:34.090
1121,844,4,57,33,1:36.741,36,1:34.090
1121,844,4,57,34,1:39.614,36,1:34.090
1121,844,4,57,35,1:56.166,36,1:34.090
1121,844,4,57,36,1:34.090,36,1:34.090
1121,844,4,57,37,1:34.897,36,1:34.090
1121,844,4,57,38,1:34.783,36,1:34.090
1121,844,4,57,39,1:35.087,36,1:34.090
1121,844,4,57,40,1:34.859,36,1:34.090
1121,844,4,57,41,1:35.028,36,1:34.090
1121,844,4,57,42,1:34.982,36,1:34.090
1121,844,4,57,43,1:35.192,36,1:34.090
1121,844,4,57,44,1:35.051,36,1:34.090
1121,844,4,57,45,1:35.220,36,1:34.090
1121,844,4,57,46,1:35.058,36,1:34.090
1121,844,4,57,47,1:35.057,36,1:34.090
1121,844,4,57,48,1:35.308,36,1:34.090
1121,844,4,57,49,1:35.302,36,1:34.090
1121,844,4,57,50,1:35.383,36,1:34.090
1121,844,4,57,51,1:35.418,36,1:34.090
1121,844,4,57,52,1:35.394,36,1:34.090
1121,844,4,57,53,1:35.480,36,1:34.090
1121,844,4,57,54,1:35.265,36,1:34.090
1121,844,4,57,55,1:35.785,36,1:34.090
1121,844,4,57,56,1:35.924,36,1:34.090
1121,844,4,57,57,1:36.324,36,1:34.090
1121,847,5,57,1,1:39.228,40,1:35.065
1121,847,5,57,2,1:36.635,40,1:35.065
1121,847,5,57,3,1:36.406,40,1:35.065
1121,847,5,57,4,1:37.738,40,1:35.065
1121,847,5,57,5,1:38.116,40,1:35.065
1121,847,5,57,6,1:37.784,40,1:35.065
1121,847,5,57,7,1:38.082,40,1:35.065
1121,847,5,57,8,1:37.862,40,1:35.065
1121,847,5,57,9,1:37.730,40,1:35.065
1121,847,5,57,10,1:37.782,40,1:35.065
1121,847,5,57,11,1:40.515,40,1:35.065
1121,847,5,57,12,1:58.460,40,1:35.065
1121,847,5,57,13,1:37.167,40,1:35.065
1121,847,5,57,14,1:37.571,40,1:35.065
1121,847,5,57,15,1:36.922,40,1:35.065
1121,847,5,57,16,1:36.683,40,1:35.065
1121,847,5,57,17,1:36.234,40,1:35.065
1121,847,5,57,18,1:37.819,40,1:35.065
1121,847,5,57,19,1:37.233,40,1:35.065
1121,847,5,57,20,1:36.732,40,1:35.065
1121,847,5,57,21,1:36.769,40,1:35.065
1121,847,5,57,22,1:36.992,40,1:35.065
1121,847,5,57,23,1:36.954,40,1:35.065
1121,847,5,57,24,1:36.736,40,1:35.065
1121,847,5,57,25,1:36.928,40,1:35.065
1121,847,5,57,26,1:36.801,40,1:35.065
1121,847,5,57,27,1:36.815,40,1:35.065
1121,847,5,57,28,1:36.911,40,1:35.065
1121,847,5,57,29,1:37.066,40,1:35.065
1121,847,5,57,30,1:37.186,40,1:35.065
1121,847,5,57,31,1:39.405,40,1:35.065
1121,847,5,57,32,1:57.267,40,1:35.065
1121,847,5,57,33,1:35.838,40,1:35.065
1121,847,5,57,34,1:35.241,40,1:35.065
1121,847,5,57,35,1:35.772,40,1:35.065
1121,847,5,57,36,1:35.434,40,1:35.065
1121,847,5,57,37,1:35.481,40,1:35.065
1121,847,5,57,38,1:35.479,40,1:35.065
1121,847,5,57,39,1:35.204,40,1:35.065
1121,847,5,57,40,1:35.065,40,1:35.065
1121,847,5,57,41,1:35.093,40,1:35.065
1121,847,5,57,42,1:35.136,40,1:35.065
1121,847,5,57,43,1:35.193,40,1:35.065
1121,847,5,57,44,1:35.162,40,1:35.065
1121,847,5,57,45,1:35.276,40,1:35.065
1121,847,5,57,46,1:36.657,40,1:35.065
1121,847,5,57,47,1:35.805,40,1:35.065
1121,847,5,57,48,1:36.059,40,1:35.065
1121,847,5,57,49,1:35.954,40,1:35.065
1121,847,5,57,50,1:36.181,40,1:35.065
1121,847,5,57,51,1:35.852,40,1:35.065
1121,847,5,57,52,1:36.186,40,1:35.065
1121,847,5,57,53,1:35.979,40,1:35.065
1121,847,5,57,54,1:36.013,40,1:35.065
1121,847,5,57,55,1:36.151,40,1:35.065
1121,847,5,57,56,1:36.350,40,1:35.065
1121,847,5,57,57,1:36.440,40,1:35.065
1121,846,6,57,1,1:42.168,1,1:34.476
1121,846,6,57,2,1:38.010,1,1:34.476
1121,846,6,57,3,1:37.787,1,1:34.476
1121,846,6,57,4,1:37.450,1,1:34.476
1121,846,6,57,5,1:37.794,1,1:34.476
1121,846,6,57,6,1:37.896,1,1:34.476
1121,846,6,57,7,1:37.860,1,1:34.476
1121,846,6,57,8,1:38.134,1,1:34.476
1121,846,6,57,9,1:38.064,1,1:34.476
1121,846,6,57,10,1:37.936,1,1:34.476
1121,846,6,57,11,1:38.172,1,1:34.476
1121,846,6,57,12,1:38.082,1,1:34.476
1121,846,6,57,13,1:40.635,1,1:34.476
1121,846,6,57,14,1:57.770,1,1:34.476
1121,846,6,57,15,1:36.912,1,1:34.476
1121,846,6,57,16,1:36.565,1,1:34.476
1121,846,6,57,17,1:36.776,1,1:34.476
1121,846,6,57,18,1:36.508,1,1:34.476
1121,846,6,57,19,1:36.416,1,1:34.476
1121,846,6,57,20,1:36.501,1,1:34.476
1121,846,6,57,21,1:36.620,1,1:34.476
1121,846,6,57,22,1:36.668,1,1:34.476
1121,846,6,57,23,1:36.696,1,1:34.476
1121,846,6,57,24,1:36.823,1,1:34.476
1121,846,6,57,25,1:36.730,1,1:34.476
1121,846,6,57,26,1:36.566,1,1:34.476
1121,846,6,57,27,1:36.726,1,1:34.476
1121,846,6,57,28,1:37.018,1,1:34.476
1121,846,6,57,29,1:37.041,1,1:34.476
1121,846,6,57,30,1:36.986,1,1:34.476
1121,846,6,57,31,1:37.083,1,1:34.476
1121,846,6,57,32,1:37.171,1,1:34.476
1121,846,6,57,33,1:39.626,1,1:34.476
1121,846,6,57,34,1:56.898,1,1:34.476
1121,846,6,57,35,1:34.476,1,1:34.476
1121,846,6,57,36,1:35.690,1,1:34.476
1121,846,6,57,37,1:35.067,1,1:34.476
1121,846,6,57,38,1:35.149,1,1:34.476
1121,846,6,57,39,1:34.880,1,1:34.476
1121,846,6,57,40,1:35.276,1,1:34.476
1121,846,6,57,41,1:35.069,1,1:34.476
1121,846,6,57,42,1:35.165,1,1:34.476
1121,846,6,57,43,1:35.295,1,1:34.476
1121,846,6,57,44,1:35.346,1,1:34.476
1121,846,6,57,45,1:35.338,1,1:34.476
1121,846,6,57,46,1:35.371,1,1:34.476
1121,846,6,57,47,1:35.485,1,1:34.476
1121,846,6,57,48,1:35.717,1,1:34.476
1121,846,6,57,49,1:35.674,1,1:34.476
1121,846,6,57,50,1:35.657,1,1:34.476
1121,846,6,57,51,1:36.038,1,1:34.476
1121,846,6,57,52,1:35.922,1,1:34.476
1121,846,6,57,53,1:35.782,1,1:34.476
1121,846,6,57,54,1:35.934,1,1:34.476
1121,846,6,57,55,1:36.223,1,1:34.476
1121,846,6,57,56,1:35.976,1,1:34.476
1121,846,6,57,57,1:36.582,1,1:34.476
1121,1,7,57,1,1:43.122,39,1:34.722
1121,1,7,57,2,1:38.273,39,1:34.722
1121,1,7,57,3,1:38.303,39,1:34.722
1121,1,7,57,4,1:38.287,39,1:34.722
1121,1,7,57,5,1:38.350,39,1:34.722
1121,1,7,57,6,1:38.183,39,1:34.722
1121,1,7,57,7,1:37.839,39,1:34.722
1121,1,7,57,8,1:38.221,39,1:34.722
1121,1,7,57,9,1:38.645,39,1:34.722
1121,1,7,57,10,1:38.037,39,1:34.722
1121,1,7,57,11,1:38.236,39,1:34.722
1121,1,7,57,12,1:40.889,39,1:34.722
1121,1,7,57,13,1:58.645,39,1:34.722
1121,1,7,57,14,1:37.178,39,1:34.722
1121,1,7,57,15,1:37.264,39,1:34.722
1121,1,7,57,16,1:37.091,39,1:34.722
1121,1,7,57,17,1:37.111,39,1:34.722
1121,1,7,57,18,1:36.850,39,1:34.722
1121,1,7,57,19,1:36.694,39,1:34.722
1121,1,7,57,20,1:36.264,39,1:34.722
1121,1,7,57,21,1:36.510,39,1:34.722
1121,1,7,57,22,1:36.633,39,1:34.722
1121,1,7,57,23,1:36.717,39,1:34.722
1121,1,7,57,24,1:36.666,39,1:34.722
1121,1,7,57,25,1:36.919,39,1:34.722
1121,1,7,57,26,1:36.714,39,1:34.722
1121,1,7,57,27,1:37.201,39,1:34.722
1121,1,7,57,28,1:36.692,39,1:34.722
1121,1,7,57,29,1:36.786,39,1:34.722
1121,1,7,57,30,1:37.244,39,1:34.722
1121,1,7,57,31,1:36.975,39,1:34.722
1121,1,7,57,32,1:37.325,39,1:34.722
1121,1,7,57,33,1:39.696,39,1:34.722
1121,1,7,57,34,1:54.974,39,1:34.722
1121,1,7,57,35,1:35.489,39,1:34.722
1121,1,7,57,36,1:35.279,39,1:34.722
1121,1,7,57,37,1:35.597,39,1:34.722
1121,1,7,57,38,1:34.966,39,1:34.722
1121,1,7,57,39,1:34.722,39,1:34.722
1121,1,7,57,40,1:35.041,39,1:34.722
1121,1,7,57,41,1:34.940,39,1:34.722
1121,1,7,57,42,1:34.996,39,1:34.722
1121,1,7,57,43,1:34.935,39,1:34.722
1121,1,7,57,44,1:35.169,39,1:34.722
1121,1,7,57,45,1:35.184,39,1:34.722
1121,1,7,57,46,1:35.285,39,1:34.722
1121,1,7,57,47,1:35.226,39,1:34.722
1121,1,7,57,48,1:36.165,39,1:34.722
1121,1,7,57,49,1:35.914,39,1:34.722
1121,1,7,57,50,1:35.612,39,1:34.722
1121,1,7,57,51,1:35.532,39,1:34.722
1121,1,7,57,52,1:35.479,39,1:34.722
1121,1,7,57,53,1:35.550,39,1:34.722
1121,1,7,57,54,1:35.974,39,1:34.722
1121,1,7,57,55,1:35.633,39,1:34.722
1121,1,7,57,56,1:35.706,39,1:34.722
1121,1,7,57,57,1:36.138,39,1:34.722
1121,857,8,57,1,1:42.523,1,1:34.983
1121,857,8,57,2,1:38.382,1,1:34.983
1121,857,8,57,3,1:38.258,1,1:34.983
1121,857,8,57,4,1:37.897,1,1:34.983
1121,857,8,57,5,1:37.859,1,1:34.983
1121,857,8,57,6,1:37.955,1,1:34.983
1121,857,8,57,7,1:37.984,1,1:34.983
1121,857,8,57,8,1:37.956,1,1:34.983
1121,857,8,57,9,1:38.096,1,1:34.983
1121,857,8,57,10,1:38.073,1,1:34.983
1121,857,8,57,11,1:38.397,1,1:34.983
1121,857,8,57,12,1:40.739,1,1:34.983
1121,857,8,57,13,1:58.689,1,1:34.983
1121,857,8,57,14,1:36.796,1,1:34.983
1121,857,8,57,15,1:36.823,1,1:34.983
1121,857,8,57,16,1:36.427,1,1:34.983
1121,857,8,57,17,1:36.872,1,1:34.983
1121,857,8,57,18,1:37.095,1,1:34.983
1121,857,8,57,19,1:36.577,1,1:34.983
1121,857,8,57,20,1:36.644,1,1:34.983
1121,857,8,57,21,1:36.733,1,1:34.983
1121,857,8,57,22,1:36.555,1,1:34.983
1121,857,8,57,23,1:36.680,1,1:34.983
1121,857,8,57,24,1:36.884,1,1:34.983
1121,857,8,57,25,1:37.008,1,1:34.983
1121,857,8,57,26,1:36.882,1,1:34.983
1121,857,8,57,27,1:36.905,1,1:34.983
1121,857,8,57,28,1:36.905,1,1:34.983
1121,857,8,57,29,1:37.179,1,1:34.983
1121,857,8,57,30,1:37.177,1,1:34.983
1121,857,8,57,31,1:37.570,1,1:34.983
1121,857,8,57,32,1:37.163,1,1:34.983
1121,857,8,57,33,1:37.088,1,1:34.983
1121,857,8,57,34,1:39.211,1,1:34.983
1121,857,8,57,35,1:59.703,1,1:34.983
1121,857,8,57,36,1:35.153,1,1:34.983
1121,857,8,57,37,1:34.774,1,1:34.983
1121,857,8,57,38,1:35.298,1,1:34.983
1121,857,8,57,39,1:34.983,1,1:34.983
1121,857,8,57,40,1:35.005,1,1:34.983
1121,857,8,57,41,1:35.109,1,1:34.983
1121,857,8,57,42,1:35.341,1,1:34.983
1121,857,8,57,43,1:35.258,1,1:34.983
1121,857,8,57,44,1:35.238,1,1:34.983
1121,857,8,57,45,1:35.306,1,1:34.983
1121,857,8,57,46,1:35.296,1,1:34.983
1121,857,8,57,47,1:35.376,1,1:34.983
1121,857,8,57,48,1:35.702,1,1:34.983
1121,857,8,57,49,1:35.653,1,1:34.983
1121,857,8,57,50,1:35.984,1,1:34.983
1121,857,8,57,51,1:35.800,1,1:34.983
1121,857,8,57,52,1:36.024,1,1:34.983
1121,857,8,57,53,1:35.739,1,1:34.983
1121,857,8,57,54,1:36.107,1,1:34.983
1121,857,8,57,55,1:35.973,1,1:34.983
1121,857,8,57,56,1:36.100,1,1:34.983
1121,857,8,57,57,1:35.920,1,1:34.983
1121,4,9,57,1,1:41.679,48,1:34.199
1121,4,9,57,2,1:38.020,48,1:34.199
1121,4,9,57,3,1:39.046,48,1:34.199
1121,4,9,57,4,1:37.776,48,1:34.199
1121,4,9,57,5,1:39.292,48,1:34.199
1121,4,9,57,6,1:38.053,48,1:34.199
1121,4,9,57,7,1:38.008,48,1:34.199
1121,4,9,57,8,1:38.103,48,1:34.199
1121,4,9,57,9,1:38.896,48,1:34.199
1121,4,9,57,10,1:39.325,48,1:34.199
1121,4,9,57,11,1:38.554,48,1:34.199
1121,4,9,57,12,1:38.543,48,1:34.199
1121,4,9,57,13,1:38.587,48,1:34.199
1121,4,9,57,14,1:38.612,48,1:34.199
1121,4,9,57,15,1:41.101,48,1:34.199
1121,4,9,57,16,1:58.814,48,1:34.199
1121,4,9,57,17,1:36.970,48,1:34.199
1121,4,9,57,18,1:37.361,48,1:34.199
1121,4,9,57,19,1:37.072,48,1:34.199
1121,4,9,57,20,1:37.357,48,1:34.199
1121,4,9,57,21,1:37.342,48,1:34.199
1121,4,9,57,22,1:37.122,48,1:34.199
1121,4,9,57,23,1:37.265,48,1:34.199
1121,4,9,57,24,1:37.046,48,1:34.199
1121,4,9,57,25,1:37.179,48,1:34.199
1121,4,9,57,26,1:37.638,48,1:34.199
1121,4,9,57,27,1:36.945,48,1:34.199
1121,4,9,57,28,1:37.256,48,1:34.199
1121,4,9,57,29,1:37.104,48,1:34.199
1121,4,9,57,30,1:36.982,48,1:34.199
1121,4,9,57,31,1:36.957,48,1:34.199
1121,4,9,57,32,1:37.056,48,1:34.199
1121,4,9,57,33,1:37.202,48,1:34.199
1121,4,9,57,34,1:37.601,48,1:34.199
1121,4,9,57,35,1:37.273,48,1:34.199
1121,4,9,57,36,1:38.343,48,1:34.199
1121,4,9,57,37,1:36.799,48,1:34.199
1121,4,9,57,38,1:37.297,48,1:34.199
1121,4,9,57,39,1:37.946,48,1:34.199
1121,4,9,57,40,1:38.061,48,1:34.199
1121,4,9,57,41,1:40.261,48,1:34.199
1121,4,9,57,42,1:56.899,48,1:34.199
1121,4,9,57,43,1:35.107,48,1:34.199
1121,4,9,57,44,1:34.981,48,1:34.199
1121,4,9,57,45,1:34.872,48,1:34.199
1121,4,9,57,46,1:35.126,48,1:34.199
1121,4,9,57,47,1:35.225,48,1:34.199
1121,4,9,57,48,1:34.199,48,1:34.199
1121,4,9,57,49,1:34.571,48,1:34.199
1121,4,9,57,50,1:34.677,48,1:34.199
1121,4,9,57,51,1:34.916,48,1:34.199
1121,4,9,57,52,1:34.862,48,1:34.199
1121,4,9,57,53,1:35.249,48,1:34.199
1121,4,9,57,54,1:35.745,48,1:34.199
1121,4,9,57,55,1:35.066,48,1:34.199
1121,4,9,57,56,1:35.014,48,1:34.199
1121,4,9,57,57,1:35.276,48,1:34.199
1121,840,10,57,1,1:50.214,30,1:35.632
1121,840,10,57,2,1:37.987,30,1:35.632
1121,840,10,57,3,1:38.279,30,1:35.632
1121,840,10,57,4,1:38.364,30,1:35.632
1121,840,10,57,5,1:38.725,30,1:35.632
1121,840,10,57,6,1:38.925,30,1:35.632
1121,840,10,57,7,1:38.769,30,1:35.632
1121,840,10,57,8,1:38.857,30,1:35.632
1121,840,10,57,9,1:42.112,30,1:35.632
1121,840,10,57,10,1:57.815,30,1:35.632
1121,840,10,57,11,1:36.494,30,1:35.632
1121,840,10,57,12,1:37.175,30,1:35.632
1121,840,10,57,13,1:37.289,30,1:35.632
1121,840,10,57,14,1:37.624,30,1:35.632
1121,840,10,57,15,1:37.533,30,1:35.632
1121,840,10,57,16,1:38.027,30,1:35.632
1121,840,10,57,17,1:38.777,30,1:35.632
1121,840,10,57,18,1:37.417,30,1:35.632
1121,840,10,57,19,1:37.554,30,1:35.632
1121,840,10,57,20,1:37.859,30,1:35.632
1121,840,10,57,21,1:38.022,30,1:35.632
1121,840,10,57,22,1:38.175,30,1:35.632
1121,840,10,57,23,1:37.826,30,1:35.632
1121,840,10,57,24,1:38.138,30,1:35.632
1121,840,10,57,25,1:37.994,30,1:35.632
1121,840,10,57,26,1:38.133,30,1:35.632
1121,840,10,57,27,1:40.710,30,1:35.632
1121,840,10,57,28,1:56.640,30,1:35.632
1121,840,10,57,29,1:35.854,30,1:35.632
1121,840,10,57,30,1:35.632,30,1:35.632
1121,840,10,57,31,1:36.202,30,1:35.632
1121,840,10,57,32,1:35.821,30,1:35.632
1121,840,10,57,33,1:36.349,30,1:35.632
1121,840,10,57,34,1:36.332,30,1:35.632
1121,840,10,57,35,1:36.242,30,1:35.632
1121,840,10,57,36,1:36.086,30,1:35.632
1121,840,10,57,37,1:35.987,30,1:35.632
1121,840,10,57,38,1:36.364,30,1:35.632
1121,840,10,57,39,1:36.353,30,1:35.632
1121,840,10,57,40,1:36.485,30,1:35.632
1121,840,10,57,41,1:36.322,30,1:35.632
1121,840,10,57,42,1:36.343,30,1:35.632
1121,840,10,57,43,1:36.304,30,1:35.632
1121,840,10,57,44,1:36.564,30,1:35.632
