RACEID,DRIVERID,POSITION,LAPS,LAP,TIME,FASTESTLAP,FASTESTLAPTIME
1125,825,16,56,26,2:26.068,45,1:41.077
1125,825,16,56,27,2:40.588,45,1:41.077
1125,825,16,56,28,2:17.066,45,1:41.077
1125,825,16,56,29,1:57.805,45,1:41.077
1125,825,16,56,30,2:21.596,45,1:41.077
1125,825,16,56,31,2:17.804,45,1:41.077
1125,825,16,56,32,1:41.740,45,1:41.077
1125,825,16,56,33,1:42.473,45,1:41.077
1125,825,16,56,34,1:43.518,45,1:41.077
1125,825,16,56,35,1:42.616,45,1:41.077
1125,825,16,56,36,1:41.298,45,1:41.077
1125,825,16,56,37,1:41.420,45,1:41.077
1125,825,16,56,38,1:41.360,45,1:41.077
1125,825,16,56,39,1:41.280,45,1:41.077
1125,825,16,56,40,1:41.754,45,1:41.077
1125,825,16,56,41,1:41.840,45,1:41.077
1125,825,16,56,42,1:41.513,45,1:41.077
1125,825,16,56,43,1:41.245,45,1:41.077
1125,825,16,56,44,1:41.324,45,1:41.077
1125,825,16,56,45,1:41.077,45,1:41.077
1125,825,16,56,46,1:41.498,45,1:41.077
1125,825,16,56,47,1:41.366,45,1:41.077
1125,825,16,56,48,1:41.603,45,1:41.077
1125,825,16,56,49,1:41.355,45,1:41.077
1125,825,16,56,50,1:41.376,45,1:41.077
1125,825,16,56,51,1:41.879,45,1:41.077
1125,825,16,56,52,1:42.059,45,1:41.077
1125,825,16,56,53,1:44.013,45,1:41.077
1125,825,16,56,54,1:42.863,45,1:41.077
1125,825,16,56,55,1:42.864,45,1:41.077
1125,825,16,56,56,1:42.870,45,1:41.077
1125,858,17,56,1,1:52.130,14,1:41.000
1125,858,17,56,2,1:44.088,14,1:41.000
1125,858,17,56,3,1:43.644,14,1:41.000
1125,858,17,56,4,1:44.226,14,1:41.000
1125,858,17,56,5,1:43.516,14,1:41.000
1125,858,17,56,6,1:43.726,14,1:41.000
1125,858,17,56,7,1:44.084,14,1:41.000
1125,858,17,56,8,1:44.213,14,1:41.000
1125,858,17,56,9,1:43.236,14,1:41.000
1125,858,17,56,10,1:43.684,14,1:41.000
1125,858,17,56,11,1:43.575,14,1:41.000
1125,858,17,56,12,1:49.069,14,1:41.000
1125,858,17,56,13,2:00.228,14,1:41.000
1125,858,17,56,14,1:41.000,14,1:41.000
1125,858,17,56,15,1:41.741,14,1:41.000
1125,858,17,56,16,1:42.441,14,1:41.000
1125,858,17,56,17,1:42.275,14,1:41.000
1125,858,17,56,18,1:42.301,14,1:41.000
1125,858,17,56,19,1:42.590,14,1:41.000
1125,858,17,56,20,1:43.203,14,1:41.000
1125,858,17,56,21,2:02.122,14,1:41.000
1125,858,17,56,22,2:13.694,14,1:41.000
1125,858,17,56,23,2:13.935,14,1:41.000
1125,858,17,56,24,2:15.351,14,1:41.000
1125,858,17,56,25,2:06.753,14,1:41.000
1125,858,17,56,26,2:21.458,14,1:41.000
1125,858,17,56,27,1:57.209,14,1:41.000
1125,858,17,56,28,2:26.890,14,1:41.000
1125,858,17,56,29,2:24.794,14,1:41.000
1125,858,17,56,30,2:21.607,14,1:41.000
1125,858,17,56,31,2:21.503,14,1:41.000
1125,858,17,56,32,1:42.185,14,1:41.000
1125,858,17,56,33,1:42.482,14,1:41.000
1125,858,17,56,34,1:41.233,14,1:41.000
1125,858,17,56,35,1:41.096,14,1:41.000
1125,858,17,56,36,1:41.518,14,1:41.000
1125,858,17,56,37,1:42.430,14,1:41.000
1125,858,17,56,38,1:42.347,14,1:41.000
1125,858,17,56,39,1:42.346,14,1:41.000
1125,858,17,56,40,1:42.428,14,1:41.000
1125,858,17,56,41,1:41.943,14,1:41.000
1125,858,17,56,42,1:41.894,14,1:41.000
1125,858,17,56,43,1:43.096,14,1:41.000
1125,858,17,56,44,1:42.394,14,1:41.000
1125,858,17,56,45,1:41.914,14,1:41.000
1125,858,17,56,46,1:42.396,14,1:41.000
1125,858,17,56,47,1:41.914,14,1:41.000
1125,858,17,56,48,1:42.767,14,1:41.000
1125,858,17,56,49,1:42.743,14,1:41.000
1125,858,17,56,50,1:42.645,14,1:41.000
1125,858,17,56,51,1:42.320,14,1:41.000
1125,858,17,56,52,1:42.550,14,1:41.000
1125,858,17,56,53,1:42.274,14,1:41.000
1125,858,17,56,54,1:42.402,14,1:41.000
1125,858,17,56,55,1:42.913,14,1:41.000
1125,858,17,56,56,1:43.148,14,1:41.000
1125,817,,33,1,1:50.255,16,1:40.994
1125,817,,33,2,1:43.470,16,1:40.994
1125,817,,33,3,1:43.073,16,1:40.994
1125,817,,33,4,1:42.976,16,1:40.994
1125,817,,33,5,1:43.449,16,1:40.994
1125,817,,33,6,1:43.613,16,1:40.994
1125,817,,33,7,1:43.798,16,1:40.994
1125,817,,33,8,1:43.843,16,1:40.994
1125,817,,33,9,1:43.605,16,1:40.994
1125,817,,33,10,1:43.309,16,1:40.994
1125,817,,33,11,1:43.487,16,1:40.994
1125,817,,33,12,1:43.115,16,1:40.994
1125,817,,33,13,1:43.016,16,1:40.994
1125,817,,33,14,1:47.802,16,1:40.994
1125,817,,33,15,2:00.257,16,1:40.994
1125,817,,33,16,1:40.994,16,1:40.994
1125,817,,33,17,1:41.077,16,1:40.994
1125,817,,33,18,1:41.542,16,1:40.994
1125,817,,33,19,1:41.955,16,1:40.994
1125,817,,33,20,1:41.817,16,1:40.994
1125,817,,33,21,1:59.371,16,1:40.994
1125,817,,33,22,2:14.125,16,1:40.994
1125,817,,33,23,2:12.827,16,1:40.994
1125,817,,33,24,2:12.652,16,1:40.994
1125,817,,33,25,2:08.183,16,1:40.994
1125,817,,33,26,2:32.359,16,1:40.994
1125,817,,33,27,1:54.803,16,1:40.994
1125,817,,33,28,2:26.589,16,1:40.994
1125,817,,33,29,2:25.366,16,1:40.994
1125,817,,33,30,2:21.054,16,1:40.994
1125,817,,33,31,2:23.797,16,1:40.994
1125,817,,33,32,1:44.075,16,1:40.994
1125,817,,33,33,1:55.415,16,1:40.994
1125,852,,26,1,1:50.625,11,1:41.593
1125,852,,26,2,1:43.674,11,1:41.593
1125,852,,26,3,1:43.136,11,1:41.593
1125,852,,26,4,1:43.095,11,1:41.593
1125,852,,26,5,1:43.657,11,1:41.593
1125,852,,26,6,1:43.669,11,1:41.593
1125,852,,26,7,1:43.951,11,1:41.593
1125,852,,26,8,1:48.430,11,1:41.593
1125,852,,26,9,1:59.845,11,1:41.593
1125,852,,26,10,1:42.171,11,1:41.593
1125,852,,26,11,1:41.593,11,1:41.593
1125,852,,26,12,1:42.304,11,1:41.593
1125,852,,26,13,1:43.531,11,1:41.593
1125,852,,26,14,1:42.510,11,1:41.593
1125,852,,26,15,1:42.294,11,1:41.593
1125,852,,26,16,1:42.528,11,1:41.593
1125,852,,26,17,1:42.441,11,1:41.593
1125,852,,26,18,1:42.628,11,1:41.593
1125,852,,26,19,1:43.224,11,1:41.593
1125,852,,26,20,1:43.174,11,1:41.593
1125,852,,26,21,1:59.830,11,1:41.593
1125,852,,26,22,2:13.790,11,1:41.593
1125,852,,26,23,2:17.702,11,1:41.593
1125,852,,26,24,2:29.433,11,1:41.593
1125,852,,26,25,1:54.270,11,1:41.593
1125,852,,26,26,2:23.710,11,1:41.593
1125,822,,19,1,1:48.149,11,1:41.276
1125,822,,19,2,1:43.041,11,1:41.276
1125,822,,19,3,1:42.548,11,1:41.276
1125,822,,19,4,1:43.032,11,1:41.276
1125,822,,19,5,1:43.192,11,1:41.276
1125,822,,19,6,1:43.151,11,1:41.276
1125,822,,19,7,1:42.959,11,1:41.276
1125,822,,19,8,1:43.450,11,1:41.276
1125,822,,19,9,1:47.977,11,1:41.276
1125,822,,19,10,2:01.016,11,1:41.276
1125,822,,19,11,1:41.276,11,1:41.276
1125,822,,19,12,1:41.994,11,1:41.276
1125,822,,19,13,1:42.144,11,1:41.276
1125,822,,19,14,1:42.359,11,1:41.276
1125,822,,19,15,1:42.391,11,1:41.276
1125,822,,19,16,1:42.215,11,1:41.276
1125,822,,19,17,1:42.606,11,1:41.276
1125,822,,19,18,1:42.768,11,1:41.276
1125,822,,19,19,1:42.252,11,1:41.276
1126,846,1,57,1,1:38.919,55,1:30.980
1126,846,1,57,2,1:34.199,55,1:30.980
1126,846,1,57,3,1:33.687,55,1:30.980
1126,846,1,57,4,1:33.674,55,1:30.980
1126,846,1,57,5,1:33.260,55,1:30.980
1126,846,1,57,6,1:33.172,55,1:30.980
1126,846,1,57,7,1:33.165,55,1:30.980
1126,846,1,57,8,1:32.999,55,1:30.980
1126,846,1,57,9,1:33.429,55,1:30.980
1126,846,1,57,10,1:33.230,55,1:30.980
1126,846,1,57,11,1:33.432,55,1:30.980
1126,846,1,57,12,1:33.427,55,1:30.980
1126,846,1,57,13,1:33.502,55,1:30.980
1126,846,1,57,14,1:33.764,55,1:30.980
1126,846,1,57,15,1:33.472,55,1:30.980
1126,846,1,57,16,1:33.191,55,1:30.980
1126,846,1,57,17,1:33.463,55,1:30.980
1126,846,1,57,18,1:33.150,55,1:30.980
1126,846,1,57,19,1:32.476,55,1:30.980
1126,846,1,57,20,1:32.421,55,1:30.980
1126,846,1,57,21,1:32.329,55,1:30.980
1126,846,1,57,22,1:32.517,55,1:30.980
1126,846,1,57,23,1:46.891,55,1:30.980
1126,846,1,57,24,1:31.982,55,1:30.980
1126,846,1,57,25,1:32.171,55,1:30.980
1126,846,1,57,26,1:32.153,55,1:30.980
1126,846,1,57,27,1:32.162,55,1:30.980
1126,846,1,57,28,1:32.042,55,1:30.980
1126,846,1,57,29,2:13.364,55,1:30.980
1126,846,1,57,30,2:18.015,55,1:30.980
1126,846,1,57,31,1:57.513,55,1:30.980
1126,846,1,57,32,2:36.640,55,1:30.980
1126,846,1,57,33,1:31.157,55,1:30.980
1126,846,1,57,34,1:31.289,55,1:30.980
1126,846,1,57,35,1:31.391,55,1:30.980
1126,846,1,57,36,1:31.133,55,1:30.980
1126,846,1,57,37,1:31.074,55,1:30.980
1126,846,1,57,38,1:31.134,55,1:30.980
1126,846,1,57,39,1:31.192,55,1:30.980
1126,846,1,57,40,1:31.222,55,1:30.980
1126,846,1,57,41,1:31.059,55,1:30.980
1126,846,1,57,42,1:31.340,55,1:30.980
1126,846,1,57,43,1:31.066,55,1:30.980
1126,846,1,57,44,1:31.180,55,1:30.980
1126,846,1,57,45,1:31.068,55,1:30.980
1126,846,1,57,46,1:31.352,55,1:30.980
1126,846,1,57,47,1:31.423,55,1:30.980
1126,846,1,57,48,1:31.135,55,1:30.980
1126,846,1,57,49,1:31.177,55,1:30.980
1126,846,1,57,50,1:31.227,55,1:30.980
1126,846,1,57,51,1:31.080,55,1:30.980
1126,846,1,57,52,1:31.244,55,1:30.980
1126,846,1,57,53,1:31.251,55,1:30.980
1126,846,1,57,54,1:31.276,55,1:30.980
1126,846,1,57,55,1:30.980,55,1:30.980
1126,846,1,57,56,1:31.040,55,1:30.980
1126,846,1,57,57,1:31.575,55,1:30.980
1126,830,2,57,1,1:34.338,48,1:31.261
1126,830,2,57,2,1:33.093,48,1:31.261
1126,830,2,57,3,1:33.137,48,1:31.261
1126,830,2,57,4,1:33.504,48,1:31.261
1126,830,2,57,5,1:32.834,48,1:31.261
1126,830,2,57,6,1:32.939,48,1:31.261
1126,830,2,57,7,1:32.895,48,1:31.261
1126,830,2,57,8,1:32.838,48,1:31.261
1126,830,2,57,9,1:33.289,48,1:31.261
1126,830,2,57,10,1:33.267,48,1:31.261
1126,830,2,57,11,1:33.501,48,1:31.261
1126,830,2,57,12,1:33.097,48,1:31.261
1126,830,2,57,13,1:33.129,48,1:31.261
1126,830,2,57,14,1:32.918,48,1:31.261
1126,830,2,57,15,1:32.807,48,1:31.261
1126,830,2,57,16,1:32.749,48,1:31.261
1126,830,2,57,17,1:32.920,48,1:31.261
1126,830,2,57,18,1:33.022,48,1:31.261
1126,830,2,57,19,1:32.668,48,1:31.261
1126,830,2,57,20,1:32.530,48,1:31.261
1126,830,2,57,21,1:32.926,48,1:31.261
1126,830,2,57,22,1:32.906,48,1:31.261
1126,830,2,57,23,1:51.938,48,1:31.261
1126,830,2,57,24,1:47.087,48,1:31.261
1126,830,2,57,25,1:32.298,48,1:31.261
1126,830,2,57,26,1:32.410,48,1:31.261
1126,830,2,57,27,1:32.515,48,1:31.261
1126,830,2,57,28,1:39.376,48,1:31.261
1126,830,2,57,29,2:26.519,48,1:31.261
1126,830,2,57,30,2:04.420,48,1:31.261
1126,830,2,57,31,1:41.077,48,1:31.261
1126,830,2,57,32,2:35.033,48,1:31.261
1126,830,2,57,33,1:32.227,48,1:31.261
1126,830,2,57,34,1:31.611,48,1:31.261
1126,830,2,57,35,1:31.409,48,1:31.261
1126,830,2,57,36,1:31.456,48,1:31.261
1126,830,2,57,37,1:31.377,48,1:31.261
1126,830,2,57,38,1:31.526,48,1:31.261
1126,830,2,57,39,1:31.336,48,1:31.261
1126,830,2,57,40,1:31.487,48,1:31.261
1126,830,2,57,41,1:31.375,48,1:31.261
1126,830,2,57,42,1:31.455,48,1:31.261
1126,830,2,57,43,1:31.435,48,1:31.261
1126,830,2,57,44,1:31.452,48,1:31.261
1126,830,2,57,45,1:31.537,48,1:31.261
1126,830,2,57,46,1:31.788,48,1:31.261
1126,830,2,57,47,1:31.513,48,1:31.261
1126,830,2,57,48,1:31.261,48,1:31.261
1126,830,2,57,49,1:31.597,48,1:31.261
1126,830,2,57,50,1:31.338,48,1:31.261
1126,830,2,57,51,1:31.284,48,1:31.261
1126,830,2,57,52,1:31.428,48,1:31.261
1126,830,2,57,53,1:31.473,48,1:31.261
1126,830,2,57,54,1:31.546,48,1:31.261
1126,830,2,57,55,1:31.408,48,1:31.261
1126,830,2,57,56,1:31.490,48,1:31.261
1126,830,2,57,57,1:31.699,48,1:31.261
1126,844,3,57,1,1:35.697,56,1:31.084
1126,844,3,57,2,1:33.317,56,1:31.084
1126,844,3,57,3,1:33.310,56,1:31.084
1126,844,3,57,4,1:33.774,56,1:31.084
1126,844,3,57,5,1:33.809,56,1:31.084
1126,844,3,57,6,1:32.940,56,1:31.084
1126,844,3,57,7,1:33.278,56,1:31.084
1126,844,3,57,8,1:33.113,56,1:31.084
1126,844,3,57,9,1:33.152,56,1:31.084
1126,844,3,57,10,1:33.478,56,1:31.084
1126,844,3,57,11,1:33.171,56,1:31.084
1126,844,3,57,12,1:33.123,56,1:31.084
1126,844,3,57,13,1:33.327,56,1:31.084
1126,844,3,57,14,1:32.965,56,1:31.084
1126,844,3,57,15,1:32.689,56,1:31.084
1126,844,3,57,16,1:33.026,56,1:31.084
1126,844,3,57,17,1:33.068,56,1:31.084
1126,844,3,57,18,1:32.829,56,1:31.084
1126,844,3,57,19,1:38.239,56,1:31.084
1126,844,3,57,20,1:46.412,56,1:31.084
1126,844,3,57,21,1:32.113,56,1:31.084
1126,844,3,57,22,1:32.641,56,1:31.084
1126,844,3,57,23,1:47.724,56,1:31.084
1126,844,3,57,24,1:32.395,56,1:31.084
1126,844,3,57,25,1:32.279,56,1:31.084
1126,844,3,57,26,1:32.392,56,1:31.084
1126,844,3,57,27,1:32.057,56,1:31.084
1126,844,3,57,28,1:38.903,56,1:31.084
1126,844,3,57,29,2:25.594,56,1:31.084
1126,844,3,57,30,2:05.271,56,1:31.084
1126,844,3,57,31,1:42.140,56,1:31.084
1126,844,3,57,32,2:32.066,56,1:31.084
1126,844,3,57,33,1:32.787,56,1:31.084
1126,844,3,57,34,1:31.499,56,1:31.084
1126,844,3,57,35,1:31.449,56,1:31.084
1126,844,3,57,36,1:31.864,56,1:31.084
1126,844,3,57,37,1:31.841,56,1:31.084
1126,844,3,57,38,1:31.753,56,1:31.084
1126,844,3,57,39,1:31.561,56,1:31.084
1126,844,3,57,40,1:31.652,56,1:31.084
1126,844,3,57,41,1:31.346,56,1:31.084
1126,844,3,57,42,1:31.500,56,1:31.084
1126,844,3,57,43,1:31.632,56,1:31.084
1126,844,3,57,44,1:31.554,56,1:31.084
1126,844,3,57,45,1:31.378,56,1:31.084
1126,844,3,57,46,1:31.537,56,1:31.084
1126,844,3,57,47,1:31.627,56,1:31.084
1126,844,3,57,48,1:31.227,56,1:31.084
1126,844,3,57,49,1:31.318,56,1:31.084
1126,844,3,57,50,1:31.936,56,1:31.084
1126,844,3,57,51,1:31.223,56,1:31.084
1126,844,3,57,52,1:31.779,56,1:31.084
1126,844,3,57,53,1:31.455,56,1:31.084
1126,844,3,57,54,1:31.592,56,1:31.084
1126,844,3,57,55,1:31.281,56,1:31.084
1126,844,3,57,56,1:31.084,56,1:31.084
1126,844,3,57,57,1:31.629,56,1:31.084
1126,815,4,57,1,1:38.282,55,1:30.855
1126,815,4,57,2,1:33.181,55,1:30.855
1126,815,4,57,3,1:33.521,55,1:30.855
1126,815,4,57,4,1:33.425,55,1:30.855
1126,815,4,57,5,1:33.318,55,1:30.855
1126,815,4,57,6,1:33.198,55,1:30.855
1126,815,4,57,7,1:33.175,55,1:30.855
1126,815,4,57,8,1:33.147,55,1:30.855
1126,815,4,57,9,1:33.490,55,1:30.855
1126,815,4,57,10,1:33.579,55,1:30.855
1126,815,4,57,11,1:33.532,55,1:30.855
1126,815,4,57,12,1:33.755,55,1:30.855
1126,815,4,57,13,1:33.971,55,1:30.855
1126,815,4,57,14,1:33.832,55,1:30.855
1126,815,4,57,15,1:33.337,55,1:30.855
1126,815,4,57,16,1:33.174,55,1:30.855
1126,815,4,57,17,1:38.985,55,1:30.855
1126,815,4,57,18,1:46.549,55,1:30.855
1126,815,4,57,19,1:33.159,55,1:30.855
1126,815,4,57,20,1:33.069,55,1:30.855
1126,815,4,57,21,1:32.753,55,1:30.855
1126,815,4,57,22,1:32.852,55,1:30.855
1126,815,4,57,23,1:47.989,55,1:30.855
1126,815,4,57,24,1:32.386,55,1:30.855
1126,815,4,57,25,1:32.763,55,1:30.855
1126,815,4,57,26,1:32.512,55,1:30.855
1126,815,4,57,27,1:32.161,55,1:30.855
1126,815,4,57,28,1:47.036,55,1:30.855
1126,815,4,57,29,2:18.070,55,1:30.855
1126,815,4,57,30,2:00.593,55,1:30.855
1126,815,4,57,31,1:42.695,55,1:30.855
1126,815,4,57,32,2:27.689,55,1:30.855
1126,815,4,57,33,1:33.589,55,1:30.855
1126,815,4,57,34,1:32.188,55,1:30.855
1126,815,4,57,35,1:31.589,55,1:30.855
1126,815,4,57,36,1:32.184,55,1:30.855
1126,815,4,57,37,1:32.553,55,1:30.855
1126,815,4,57,38,1:31.664,55,1:30.855
1126,815,4,57,39,1:32.195,55,1:30.855
1126,815,4,57,40,1:32.645,55,1:30.855
1126,815,4,57,41,1:32.137,55,1:30.855
1126,815,4,57,42,1:31.513,55,1:30.855
1126,815,4,57,43,1:31.405,55,1:30.855
1126,815,4,57,44,1:31.509,55,1:30.855
1126,815,4,57,45,1:31.532,55,1:30.855
1126,815,4,57,46,1:31.681,55,1:30.855
1126,815,4,57,47,1:31.369,55,1:30.855
1126,815,4,57,48,1:31.549,55,1:30.855
1126,815,4,57,49,1:31.396,55,1:30.855
1126,815,4,57,50,1:31.735,55,1:30.855
1126,815,4,57,51,1:31.519,55,1:30.855
1126,815,4,57,52,1:31.530,55,1:30.855
1126,815,4,57,53,1:31.316,55,1:30.855
1126,815,4,57,54,1:31.178,55,1:30.855
1126,815,4,57,55,1:30.855,55,1:30.855
1126,815,4,57,56,1:31.294,55,1:30.855
1126,815,4,57,57,1:31.223,55,1:30.855
1126,832,5,57,1,1:37.234,55,1:30.928
1126,832,5,57,2,1:32.990,55,1:30.928
1126,832,5,57,3,1:33.239,55,1:30.928
1126,832,5,57,4,1:33.249,55,1:30.928
1126,832,5,57,5,1:33.569,55,1:30.928
1126,832,5,57,6,1:32.911,55,1:30.928
1126,832,5,57,7,1:33.421,55,1:30.928
1126,832,5,57,8,1:33.339,55,1:30.928
1126,832,5,57,9,1:33.078,55,1:30.928
1126,832,5,57,10,1:33.334,55,1:30.928
1126,832,5,57,11,1:33.355,55,1:30.928
1126,832,5,57,12,1:33.153,55,1:30.928
1126,832,5,57,13,1:33.605,55,1:30.928
1126,832,5,57,14,1:32.992,55,1:30.928
1126,832,5,57,15,1:33.119,55,1:30.928
1126,832,5,57,16,1:33.245,55,1:30.928
1126,832,5,57,17,1:33.230,55,1:30.928
1126,832,5,57,18,1:33.065,55,1:30.928
1126,832,5,57,19,1:32.838,55,1:30.928
1126,832,5,57,20,1:32.628,55,1:30.928
1126,832,5,57,21,1:32.778,55,1:30.928
1126,832,5,57,22,1:32.775,55,1:30.928
1126,832,5,57,23,1:47.406,55,1:30.928
1126,832,5,57,24,1:32.640,55,1:30.928
1126,832,5,57,25,1:32.455,55,1:30.928
1126,832,5,57,26,1:32.573,55,1:30.928
1126,832,5,57,27,1:37.282,55,1:30.928
1126,832,5,57,28,1:56.881,55,1:30.928
1126,832,5,57,29,2:19.655,55,1:30.928
1126,832,5,57,30,2:07.676,55,1:30.928
1126,832,5,57,31,1:42.547,55,1:30.928
1126,832,5,57,32,2:28.743,55,1:30.928
1126,832,5,57,33,1:33.197,55,1:30.928
1126,832,5,57,34,1:32.109,55,1:30.928
1126,832,5,57,35,1:31.423,55,1:30.928
1126,832,5,57,36,1:32.105,55,1:30.928
1126,832,5,57,37,1:32.315,55,1:30.928
1126,832,5,57,38,1:31.366,55,1:30.928
1126,832,5,57,39,1:32.198,55,1:30.928
1126,832,5,57,40,1:32.455,55,1:30.928
1126,832,5,57,41,1:32.006,55,1:30.928
1126,832,5,57,42,1:31.581,55,1:30.928
1126,832,5,57,43,1:31.052,55,1:30.928
1126,832,5,57,44,1:31.362,55,1:30.928
1126,832,5,57,45,1:31.501,55,1:30.928
1126,832,5,57,46,1:31.348,55,1:30.928
1126,832,5,57,47,1:31.523,55,1:30.928
1126,832,5,57,48,1:31.392,55,1:30.928
1126,832,5,57,49,1:31.415,55,1:30.928
1126,832,5,57,50,1:31.546,55,1:30.928
1126,832,5,57,51,1:31.039,55,1:30.928
1126,832,5,57,52,1:31.363,55,1:30.928
1126,832,5,57,53,1:31.567,55,1:30.928
1126,832,5,57,54,1:31.325,55,1:30.928
1126,832,5,57,55,1:30.928,55,1:30.928
1126,832,5,57,56,1:31.062,55,1:30.928
1126,832,5,57,57,1:31.100,55,1:30.928
1126,1,6,57,1,1:39.924,54,1:31.233
1126,1,6,57,2,1:34.966,54,1:31.233
1126,1,6,57,3,1:34.031,54,1:31.233
1126,1,6,57,4,1:33.861,54,1:31.233
1126,1,6,57,5,1:33.666,54,1:31.233
1126,1,6,57,6,1:33.679,54,1:31.233
1126,1,6,57,7,1:34.466,54,1:31.233
1126,1,6,57,8,1:34.621,54,1:31.233
1126,1,6,57,9,1:34.024,54,1:31.233
1126,1,6,57,10,1:34.602,54,1:31.233
1126,1,6,57,11,1:34.372,54,1:31.233
1126,1,6,57,12,1:33.990,54,1:31.233
1126,1,6,57,13,1:33.871,54,1:31.233
1126,1,6,57,14,1:33.693,54,1:31.233
1126,1,6,57,15,1:33.344,54,1:31.233
1126,1,6,57,16,1:33.521,54,1:31.233
1126,1,6,57,17,1:33.602,54,1:31.233
1126,1,6,57,18,1:33.306,54,1:31.233
1126,1,6,57,19,1:33.333,54,1:31.233
1126,1,6,57,20,1:33.048,54,1:31.233
1126,1,6,57,21,1:34.185,54,1:31.233
1126,1,6,57,22,1:33.359,54,1:31.233
1126,1,6,57,23,1:48.783,54,1:31.233
1126,1,6,57,24,1:32.852,54,1:31.233
1126,1,6,57,25,1:32.932,54,1:31.233
1126,1,6,57,26,1:39.049,54,1:31.233
1126,1,6,57,27,1:45.964,54,1:31.233
1126,1,6,57,28,1:47.365,54,1:31.233
1126,1,6,57,29,2:08.738,54,1:31.233
1126,1,6,57,30,2:00.115,54,1:31.233
1126,1,6,57,31,1:43.529,54,1:31.233
1126,1,6,57,32,2:21.263,54,1:31.233
1126,1,6,57,33,1:34.087,54,1:31.233
1126,1,6,57,34,1:32.268,54,1:31.233
1126,1,6,57,35,1:31.385,54,1:31.233
1126,1,6,57,36,1:32.240,54,1:31.233
1126,1,6,57,37,1:31.937,54,1:31.233
1126,1,6,57,38,1:31.772,54,1:31.233
1126,1,6,57,39,1:32.167,54,1:31.233
1126,1,6,57,40,1:32.530,54,1:31.233
1126,1,6,57,41,1:32.143,54,1:31.233
1126,1,6,57,42,1:31.672,54,1:31.233
1126,1,6,57,43,1:31.417,54,1:31.233
1126,1,6,57,44,1:31.511,54,1:31.233
1126,1,6,57,45,1:31.479,54,1:31.233
1126,1,6,57,46,1:31.679,54,1:31.233
1126,1,6,57,47,1:31.330,54,1:31.233
1126,1,6,57,48,1:31.626,54,1:31.233
1126,1,6,57,49,1:31.432,54,1:31.233
1126,1,6,57,50,1:31.625,54,1:31.233
1126,1,6,57,51,1:31.500,54,1:31.233
1126,1,6,57,52,1:31.696,54,1:31.233
1126,1,6,57,53,1:31.372,54,1:31.233
1126,1,6,57,54,1:31.233,54,1:31.233
1126,1,6,57,55,1:31.254,54,1:31.233
1126,1,6,57,56,1:31.429,54,1:31.233
1126,1,6,57,57,1:31.623,54,1:31.233
1126,852,7,57,1,1:41.055,55,1:31.682
1126,852,7,57,2,1:34.337,55,1:31.682
1126,852,7,57,3,1:34.277,55,1:31.682
1126,852,7,57,4,1:33.892,55,1:31.682
1126,852,7,57,5,1:35.267,55,1:31.682
1126,852,7,57,6,1:33.902,55,1:31.682
1126,852,7,57,7,1:33.682,55,1:31.682
1126,852,7,57,8,1:34.022,55,1:31.682
1126,852,7,57,9,1:34.117,55,1:31.682
1126,852,7,57,10,1:34.916,55,1:31.682
1126,852,7,57,11,1:34.816,55,1:31.682
1126,852,7,57,12,1:34.631,55,1:31.682
1126,852,7,57,13,1:34.689,55,1:31.682
1126,852,7,57,14,1:33.975,55,1:31.682
1126,852,7,57,15,1:33.337,55,1:31.682
1126,852,7,57,16,1:33.683,55,1:31.682
1126,852,7,57,17,1:33.936,55,1:31.682
1126,852,7,57,18,1:33.745,55,1:31.682
1126,852,7,57,19,1:33.382,55,1:31.682
1126,852,7,57,20,1:33.447,55,1:31.682
1126,852,7,57,21,1:33.711,55,1:31.682
1126,852,7,57,22,1:33.715,55,1:31.682
1126,852,7,57,23,1:47.822,55,1:31.682
1126,852,7,57,24,1:34.405,55,1:31.682
1126,852,7,57,25,1:33.277,55,1:31.682
1126,852,7,57,26,1:33.080,55,1:31.682
1126,852,7,57,27,1:33.109,55,1:31.682
1126,852,7,57,28,1:47.670,55,1:31.682
1126,852,7,57,29,2:18.203,55,1:31.682
1126,852,7,57,30,2:01.366,55,1:31.682
1126,852,7,57,31,1:42.763,55,1:31.682
1126,852,7,57,32,2:23.555,55,1:31.682
1126,852,7,57,33,1:34.127,55,1:31.682
1126,852,7,57,34,1:33.232,55,1:31.682
1126,852,7,57,35,1:32.318,55,1:31.682
1126,852,7,57,36,1:32.388,55,1:31.682
1126,852,7,57,37,1:31.906,55,1:31.682
1126,852,7,57,38,1:31.724,55,1:31.682
1126,852,7,57,39,1:32.204,55,1:31.682
1126,852,7,57,40,1:32.798,55,1:31.682
1126,852,7,57,41,1:32.177,55,1:31.682
1126,852,7,57,42,1:31.943,55,1:31.682
1126,852,7,57,43,1:31.909,55,1:31.682
1126,852,7,57,44,1:31.915,55,1:31.682
1126,852,7,57,45,1:32.077,55,1:31.682
1126,852,7,57,46,1:32.025,55,1:31.682
1126,852,7,57,47,1:32.006,55,1:31.682
1126,852,7,57,48,1:32.010,55,1:31.682
1126,852,7,57,49,1:32.164,55,1:31.682
1126,852,7,57,50,1:31.952,55,1:31.682
1126,852,7,57,51,1:32.070,55,1:31.682
1126,852,7,57,52,1:32.023,55,1:31.682
1126,852,7,57,53,1:31.955,55,1:31.682
1126,852,7,57,54,1:31.893,55,1:31.682
