RACEID,DRIVERID,CONSTRUCTORID,GRID,POSITIONORDER,POINTS,LAPS,FASTESTLAPSPEED,FASTESTLAPTIME,STATUSID,STATUS
1012,154,210,10,11,0.0,55,202.570,1:36.873,11,+1 Lap
1012,840,211,16,12,0.0,55,202.978,1:36.678,11,+1 Lap
1012,825,210,9,13,0.0,55,201.327,1:37.471,11,+1 Lap
1012,832,1,14,14,0.0,55,201.263,1:37.502,11,+1 Lap
1012,841,51,19,15,0.0,55,200.142,1:38.048,11,+1 Lap
1012,847,3,17,16,0.0,54,201.716,1:37.283,12,+2 Laps
1012,9,3,18,17,0.0,54,196.684,1:39.772,12,+2 Laps
1012,846,1,15,18,0.0,50,199.536,1:38.346,4,Collision
1012,826,5,11,19,0.0,41,200.291,1:37.975,4,Collision
1012,807,4,8,20,0.0,16,196.871,1:39.677,131,Power Unit
1013,822,131,1,1,25.0,51,207.748,1:44.024,1,Finished
1013,1,131,2,2,18.0,51,207.465,1:44.166,1,Finished
1013,20,6,3,3,15.0,51,206.546,1:44.629,1,Finished
1013,830,9,4,4,12.0,51,206.221,1:44.794,1,Finished
1013,844,6,8,5,11.0,51,209.795,1:43.009,1,Finished
1013,815,211,5,6,8.0,51,204.795,1:45.524,1,Finished
1013,832,1,9,7,6.0,51,204.247,1:45.807,1,Finished
1013,846,1,7,8,4.0,51,205.047,1:45.394,1,Finished
1013,840,211,13,9,2.0,51,203.858,1:46.009,1,Finished
1013,8,51,0,10,1.0,50,202.958,1:46.479,11,+1 Lap
1013,848,5,11,11,0.0,50,204.349,1:45.754,11,+1 Lap
1013,841,51,17,12,0.0,50,203.935,1:45.969,11,+1 Lap
1013,825,210,12,13,0.0,50,202.572,1:46.682,11,+1 Lap
1013,807,4,15,14,0.0,50,201.204,1:47.407,11,+1 Lap
1013,847,3,16,15,0.0,49,201.497,1:47.251,12,+2 Laps
1013,9,3,0,16,0.0,49,200.640,1:47.709,12,+2 Laps
1013,842,9,0,17,0.0,38,204.430,1:45.712,7,Transmission
1013,154,210,14,18,0.0,38,199.146,1:48.517,23,Brakes
1013,826,5,6,19,0.0,33,200.692,1:47.681,4,Collision
1013,817,4,10,20,0.0,31,202.410,1:46.767,4,Collision
1014,1,131,2,1,26.0,66,213.499,1:18.492,1,Finished
1014,822,131,1,2,18.0,66,212.835,1:18.737,1,Finished
1014,830,9,4,3,15.0,66,210.081,1:19.769,1,Finished
1014,20,6,3,4,12.0,66,209.947,1:19.820,1,Finished
1014,844,6,5,5,10.0,66,209.469,1:20.002,1,Finished
1014,842,9,6,6,8.0,66,208.080,1:20.536,1,Finished
1014,825,210,8,7,6.0,66,207.478,1:20.770,1,Finished
1014,832,1,12,8,4.0,66,207.249,1:20.859,1,Finished
1014,826,5,9,9,2.0,66,207.591,1:20.726,1,Finished
1014,154,210,7,10,1.0,66,206.743,1:21.057,1,Finished
1014,848,5,11,11,0.0,66,206.817,1:21.028,1,Finished
1014,817,4,13,12,0.0,66,207.876,1:20.615,1,Finished
1014,807,4,0,13,0.0,66,206.171,1:21.282,1,Finished
1014,8,51,14,14,0.0,66,205.917,1:21.382,1,Finished
1014,815,211,15,15,0.0,66,204.717,1:21.859,1,Finished
1014,841,51,18,16,0.0,66,204.782,1:21.833,1,Finished
1014,847,3,19,17,0.0,65,203.418,1:22.382,11,+1 Lap
1014,9,3,17,18,0.0,65,201.413,1:23.202,11,+1 Lap
1014,840,211,16,19,0.0,44,201.355,1:23.226,4,Collision
1014,846,1,10,20,0.0,44,202.977,1:22.561,4,Collision
1015,1,131,1,1,25.0,78,157.721,1:16.167,1,Finished
1015,20,6,4,2,18.0,78,157.494,1:16.277,1,Finished
1015,822,131,2,3,15.0,78,159.828,1:15.163,1,Finished
1015,830,9,3,4,12.0,78,157.593,1:16.229,1,Finished
1015,842,9,8,5,11.0,78,161.730,1:14.279,1,Finished
1015,832,1,9,6,8.0,78,158.295,1:15.891,1,Finished
1015,826,5,7,7,6.0,78,157.471,1:16.288,1,Finished
1015,848,5,10,8,4.0,78,158.890,1:15.607,1,Finished
1015,817,4,6,9,2.0,78,158.701,1:15.697,1,Finished
1015,154,210,13,10,1.0,78,156.531,1:16.746,1,Finished
1015,846,1,12,11,0.0,78,157.214,1:16.413,1,Finished
1015,815,211,16,12,0.0,77,156.803,1:16.613,11,+1 Lap
1015,807,4,11,13,0.0,77,157.496,1:16.276,11,+1 Lap
1015,825,210,5,14,0.0,77,156.031,1:16.992,11,+1 Lap
1015,847,3,19,15,0.0,77,155.938,1:17.038,11,+1 Lap
1015,840,211,17,16,0.0,77,157.284,1:16.379,11,+1 Lap
1015,8,51,14,17,0.0,77,157.166,1:16.436,11,+1 Lap
1015,9,3,20,18,0.0,77,155.233,1:17.388,11,+1 Lap
1015,841,51,18,19,0.0,76,157.448,1:16.299,12,+2 Laps
1015,844,6,15,20,0.0,16,151.775,1:19.151,4,Collision
1016,1,131,2,1,25.0,70,209.851,1:14.813,1,Finished
1016,20,6,1,2,18.0,70,209.677,1:14.875,1,Finished
1016,844,6,3,3,15.0,70,211.140,1:14.356,1,Finished
1016,822,131,6,4,13.0,70,214.833,1:13.078,1,Finished
1016,830,9,9,5,10.0,70,209.980,1:14.767,1,Finished
1016,817,4,4,6,8.0,69,206.370,1:16.075,11,+1 Lap
1016,807,4,7,7,6.0,69,206.587,1:15.995,11,+1 Lap
1016,842,9,5,8,4.0,69,206.147,1:16.157,11,+1 Lap
1016,840,211,17,9,2.0,69,206.456,1:16.043,11,+1 Lap
1016,826,5,10,10,1.0,69,206.036,1:16.198,11,+1 Lap
1016,832,1,11,11,0.0,69,205.301,1:16.471,11,+1 Lap
1016,815,211,15,12,0.0,69,205.723,1:16.314,11,+1 Lap
1016,841,51,12,13,0.0,69,205.586,1:16.365,11,+1 Lap
1016,154,210,14,14,0.0,69,205.909,1:16.245,11,+1 Lap
1016,8,51,16,15,0.0,69,208.101,1:15.442,11,+1 Lap
1016,847,3,18,16,0.0,68,203.254,1:17.241,12,+2 Laps
1016,825,210,0,17,0.0,68,203.075,1:17.309,12,+2 Laps
1016,9,3,19,18,0.0,67,203.139,1:17.285,13,+3 Laps
1016,848,5,13,19,0.0,59,203.491,1:17.151,130,Collision damage
1016,846,1,8,20,0.0,8,201.217,1:18.023,22,Suspension
1017,1,131,1,1,25.0,53,226.717,1:32.764,1,Finished
1017,822,131,2,2,18.0,53,224.725,1:33.586,1,Finished
1017,844,6,3,3,15.0,53,224.146,1:33.828,1,Finished
1017,830,9,4,4,12.0,53,223.351,1:34.162,1,Finished
1017,20,6,7,5,11.0,53,226.775,1:32.740,1,Finished
1017,832,1,6,6,8.0,53,222.408,1:34.561,1,Finished
1017,8,51,12,7,6.0,52,221.677,1:34.873,11,+1 Lap
1017,807,4,13,8,4.0,52,221.497,1:34.950,11,+1 Lap
1017,846,1,5,9,2.0,52,221.955,1:34.754,11,+1 Lap
1017,842,9,9,10,1.0,52,220.922,1:35.197,11,+1 Lap
1017,817,4,8,11,0.0,52,221.032,1:35.150,11,+1 Lap
1017,815,211,14,12,0.0,52,221.348,1:35.014,11,+1 Lap
1017,840,211,17,13,0.0,52,221.558,1:34.924,11,+1 Lap
1017,826,5,19,14,0.0,52,220.857,1:35.225,11,+1 Lap
1017,848,5,11,15,0.0,52,221.313,1:35.029,11,+1 Lap
1017,841,51,10,16,0.0,52,221.113,1:35.115,11,+1 Lap
1017,825,210,15,17,0.0,52,219.780,1:35.692,11,+1 Lap
1017,9,3,18,18,0.0,51,217.696,1:36.608,12,+2 Laps
1017,847,3,20,19,0.0,51,219.463,1:35.830,12,+2 Laps
1017,154,210,16,20,0.0,44,219.782,1:35.691,31,Retired
1018,830,9,2,1,26.0,71,230.378,1:07.475,1,Finished
1018,844,6,1,2,18.0,71,228.620,1:07.994,1,Finished
1018,822,131,3,3,15.0,71,226.716,1:08.565,1,Finished
1018,20,6,9,4,12.0,71,229.694,1:07.676,1,Finished
1018,1,131,4,5,10.0,71,228.432,1:08.050,1,Finished
1018,846,1,5,6,8.0,70,226.274,1:08.699,11,+1 Lap
1018,842,9,8,7,6.0,70,225.974,1:08.790,11,+1 Lap
1018,832,1,19,8,4.0,70,228.207,1:08.117,11,+1 Lap
1018,8,51,6,9,2.0,70,224.876,1:09.126,11,+1 Lap
1018,841,51,7,10,1.0,70,225.120,1:09.051,11,+1 Lap
1018,815,211,13,11,0.0,70,225.087,1:09.061,11,+1 Lap
1018,817,4,12,12,0.0,70,228.536,1:08.019,11,+1 Lap
1018,807,4,15,13,0.0,70,224.480,1:09.248,11,+1 Lap
1018,840,211,14,14,0.0,70,224.350,1:09.288,11,+1 Lap
1018,848,5,18,15,0.0,70,225.463,1:08.946,11,+1 Lap
1018,154,210,11,16,0.0,70,225.329,1:08.987,11,+1 Lap
1018,826,5,16,17,0.0,70,223.672,1:09.498,11,+1 Lap
1018,847,3,0,18,0.0,69,222.303,1:09.926,12,+2 Laps
1018,825,210,10,19,0.0,69,225.604,1:08.903,12,+2 Laps
1018,9,3,17,20,0.0,68,219.051,1:10.964,13,+3 Laps
1019,1,131,2,1,26.0,52,242.735,1:27.369,1,Finished
1019,822,131,1,2,18.0,52,242.633,1:27.406,1,Finished
1019,844,6,3,3,15.0,52,237.452,1:29.313,1,Finished
1019,842,9,5,4,12.0,52,236.839,1:29.544,1,Finished
1019,830,9,4,5,10.0,52,237.561,1:29.272,1,Finished
1019,832,1,13,6,8.0,52,236.277,1:29.757,1,Finished
1019,817,4,7,7,6.0,52,236.628,1:29.624,1,Finished
1019,8,51,12,8,4.0,52,235.551,1:30.034,1,Finished
1019,826,5,17,9,2.0,52,235.875,1:29.910,1,Finished
1019,807,4,10,10,1.0,52,235.773,1:29.949,1,Finished
1019,846,1,8,11,0.0,52,236.596,1:29.636,1,Finished
1019,848,5,9,12,0.0,52,233.378,1:30.872,1,Finished
1019,840,211,18,13,0.0,52,237.248,1:29.390,1,Finished
1019,847,3,19,14,0.0,51,233.017,1:31.013,11,+1 Lap
1019,9,3,20,15,0.0,51,231.754,1:31.509,11,+1 Lap
1019,20,6,6,16,0.0,51,239.004,1:28.733,11,+1 Lap
1019,815,211,15,17,0.0,51,237.072,1:29.456,11,+1 Lap
1019,841,51,11,18,0.0,18,229.360,1:32.464,20,Spun off
1019,154,210,14,19,0.0,9,224.775,1:34.350,4,Collision
1019,825,210,16,20,0.0,6,227.001,1:33.425,4,Collision
1020,830,9,2,1,26.0,64,214.839,1:16.645,1,Finished
1020,20,6,20,2,18.0,64,214.423,1:16.794,1,Finished
1020,826,5,14,3,15.0,64,211.900,1:17.708,1,Finished
1020,840,211,15,4,12.0,64,211.566,1:17.831,1,Finished
1020,832,1,7,5,10.0,64,211.538,1:17.841,1,Finished
1020,848,5,16,6,8.0,64,211.514,1:17.850,1,Finished
1020,154,210,6,7,6.0,64,211.797,1:17.746,1,Finished
1020,825,210,12,8,4.0,64,212.450,1:17.507,1,Finished
1020,1,131,1,9,2.0,64,208.935,1:18.811,1,Finished
1020,9,3,18,10,1.0,64,208.271,1:19.062,1,Finished
1020,847,3,17,11,0.0,64,212.510,1:17.485,1,Finished
1020,8,51,5,12,0.0,64,206.960,1:19.563,1,Finished
1020,841,51,11,13,0.0,64,207.646,1:19.300,1,Finished
1020,842,9,4,14,0.0,61,212.483,1:17.495,4,Collision
1020,822,131,3,15,0.0,56,210.374,1:18.272,3,Accident
1020,807,4,9,16,0.0,39,183.826,1:29.576,3,Accident
1020,844,6,10,17,0.0,27,187.764,1:27.697,3,Accident
1020,846,1,19,18,0.0,25,180.788,1:31.081,75,Power loss
1020,817,4,13,19,0.0,13,177.719,1:32.654,43,Exhaust
1020,815,211,8,20,0.0,1,,,20,Spun off
1021,1,131,3,1,25.0,70,200.840,1:18.528,1,Finished
1021,830,9,1,2,19.0,70,204.552,1:17.103,1,Finished
1021,20,6,5,3,15.0,70,197.673,1:19.786,1,Finished
1021,844,6,4,4,12.0,70,195.937,1:20.493,1,Finished
1021,832,1,8,5,10.0,69,194.706,1:21.002,11,+1 Lap
1021,842,9,6,6,8.0,69,194.602,1:21.045,11,+1 Lap
1021,8,51,10,7,6.0,69,195.000,1:20.880,11,+1 Lap
1021,822,131,2,8,4.0,69,198.807,1:19.331,11,+1 Lap
1021,846,1,7,9,2.0,69,194.260,1:21.188,11,+1 Lap
1021,848,5,12,10,1.0,69,195.626,1:20.621,11,+1 Lap
1021,815,211,16,11,0.0,69,192.962,1:21.734,11,+1 Lap
1021,807,4,11,12,0.0,69,193.161,1:21.650,11,+1 Lap
1021,825,210,14,13,0.0,69,194.691,1:21.008,11,+1 Lap
1021,817,4,20,14,0.0,69,195.098,1:20.839,11,+1 Lap
1021,826,5,13,15,0.0,68,192.496,1:21.932,12,+2 Laps
1021,847,3,15,16,0.0,68,191.435,1:22.386,12,+2 Laps
1021,840,211,18,17,0.0,68,195.670,1:20.603,12,+2 Laps
1021,841,51,17,18,0.0,68,189.712,1:23.134,12,+2 Laps
1021,9,3,19,19,0.0,67,189.026,1:23.436,13,+3 Laps
1021,154,210,9,20,0.0,49,190.457,1:22.809,34,Water pressure
1022,844,6,1,1,25.0,44,236.390,1:46.664,1,Finished
1022,1,131,3,2,18.0,44,236.577,1:46.580,1,Finished
1022,822,131,4,3,15.0,44,236.832,1:46.465,1,Finished
1022,20,6,2,4,13.0,44,236.957,1:46.409,1,Finished
1022,848,9,17,5,10.0,44,234.537,1:47.507,1,Finished
1022,815,211,7,6,8.0,44,231.790,1:48.781,1,Finished
1022,826,5,19,7,6.0,44,233.157,1:48.143,1,Finished
1022,807,4,12,8,4.0,44,232.714,1:48.349,1,Finished
1022,842,5,13,9,2.0,44,229.848,1:49.700,1,Finished
1022,840,211,16,10,1.0,44,232.697,1:48.357,1,Finished
1022,846,1,11,11,0.0,43,232.774,1:48.321,5,Engine
1022,825,210,8,12,0.0,43,232.012,1:48.677,11,+1 Lap
1022,154,210,9,13,0.0,43,230.744,1:49.274,11,+1 Lap
1022,817,4,10,14,0.0,43,228.285,1:50.451,11,+1 Lap
1022,847,3,14,15,0.0,43,231.622,1:48.860,11,+1 Lap
1022,8,51,6,16,0.0,43,231.850,1:48.753,11,+1 Lap
1022,9,3,0,17,0.0,43,230.858,1:49.220,11,+1 Lap
1022,841,51,18,18,0.0,42,234.421,1:47.560,3,Accident
1022,832,1,15,19,0.0,1,,,75,Power loss
1022,830,9,5,20,0.0,0,,,3,Accident
1023,844,6,1,1,25.0,53,251.235,1:23.009,1,Finished
1023,822,131,3,2,18.0,53,251.690,1:22.859,1,Finished
1023,1,131,2,3,16.0,53,255.014,1:21.779,1,Finished
1023,817,4,5,4,12.0,53,249.859,1:23.466,1,Finished
1023,807,4,6,5,10.0,53,249.337,1:23.641,1,Finished
1023,848,9,8,6,8.0,53,250.165,1:23.364,1,Finished
1023,815,211,18,7,6.0,53,248.953,1:23.770,1,Finished
1023,830,9,19,8,4.0,53,250.830,1:23.143,1,Finished
1023,841,51,10,9,2.0,52,246.793,1:24.503,11,+1 Lap
1023,846,1,16,10,1.0,52,248.141,1:24.044,11,+1 Lap
1023,842,5,17,11,0.0,52,248.611,1:23.885,11,+1 Lap
1023,840,211,9,12,0.0,52,247.784,1:24.165,11,+1 Lap
1023,20,6,4,13,0.0,52,251.872,1:22.799,11,+1 Lap
1023,847,3,14,14,0.0,52,245.807,1:24.842,11,+1 Lap
1023,8,51,0,15,0.0,52,247.039,1:24.419,11,+1 Lap
1023,154,210,13,16,0.0,52,245.393,1:24.985,11,+1 Lap
1023,9,3,15,17,0.0,51,245.382,1:24.989,12,+2 Laps
1023,825,210,11,18,0.0,43,246.968,1:24.443,9,Hydraulics
1023,826,5,12,19,0.0,29,243.142,1:25.772,5,Engine
1023,832,1,7,20,0.0,27,243.525,1:25.637,36,Wheel
1024,20,6,3,1,25.0,61,173.916,1:44.802,1,Finished
1024,844,6,1,2,18.0,61,174.047,1:44.723,1,Finished
1024,830,9,4,3,15.0,61,173.298,1:45.176,1,Finished
1024,1,131,2,4,12.0,61,173.730,1:44.914,1,Finished
1024,822,131,5,5,10.0,61,176.046,1:43.534,1,Finished
1024,848,9,6,6,8.0,61,173.159,1:45.260,1,Finished
1024,846,1,9,7,6.0,61,172.412,1:45.716,1,Finished
1024,842,5,11,8,4.0,61,172.326,1:45.769,1,Finished
1024,807,4,8,9,2.0,61,172.333,1:45.765,1,Finished
1024,841,51,10,10,1.0,61,172.553,1:45.630,1,Finished
1024,154,210,17,11,0.0,61,171.507,1:46.274,1,Finished
1024,832,1,7,12,0.0,61,172.001,1:45.969,1,Finished
1024,840,211,16,13,0.0,61,173.760,1:44.896,1,Finished
1024,817,4,20,14,0.0,61,172.088,1:45.915,1,Finished
1024,826,5,14,15,0.0,61,174.634,1:44.371,1,Finished
1024,9,3,19,16,0.0,61,170.674,1:46.793,1,Finished
1024,825,210,13,17,0.0,61,178.168,1:42.301,1,Finished
1024,8,51,12,18,0.0,49,170.245,1:47.062,4,Collision
1024,815,211,15,19,0.0,42,170.850,1:46.683,5,Engine
1024,847,3,18,20,0.0,34,168.322,1:48.285,4,Collision
1025,1,131,2,1,26.0,53,219.847,1:35.761,1,Finished
1025,822,131,4,2,18.0,53,218.580,1:36.316,1,Finished
1025,844,6,1,3,15.0,53,218.860,1:36.193,1,Finished
1025,830,9,9,4,12.0,53,217.180,1:36.937,1,Finished
1025,848,9,0,5,10.0,53,217.573,1:36.762,1,Finished
1025,832,1,5,6,8.0,53,214.780,1:38.020,1,Finished
1025,815,211,11,7,6.0,53,214.730,1:38.043,1,Finished
1025,846,1,7,8,4.0,53,214.166,1:38.301,1,Finished
1025,825,210,13,9,2.0,53,214.539,1:38.130,1,Finished
1025,807,4,6,10,1.0,53,213.692,1:38.519,1,Finished
1025,840,211,14,11,0.0,53,213.493,1:38.611,1,Finished
1025,826,5,19,12,0.0,53,214.325,1:38.228,1,Finished
1025,8,51,15,13,0.0,53,213.541,1:38.589,1,Finished
1025,842,5,16,14,0.0,53,213.504,1:38.606,1,Finished
1025,841,51,12,15,0.0,53,213.309,1:38.696,1,Finished
1025,9,3,18,16,0.0,28,205.740,1:42.327,23,Brakes
1025,847,3,17,17,0.0,27,206.998,1:41.705,23,Brakes
1025,20,6,3,18,0.0,26,214.288,1:38.245,75,Power loss
1025,817,4,10,19,0.0,24,207.859,1:41.284,4,Collision
1025,154,210,8,20,0.0,0,,,4,Collision
1026,822,131,3,1,25.0,52,227.571,1:31.862,1,Finished
1026,20,6,1,2,18.0,52,226.929,1:32.122,1,Finished
1026,1,131,4,3,16.0,52,229.770,1:30.983,1,Finished
1026,848,9,6,4,12.0,52,225.332,1:32.775,1,Finished
1026,832,1,7,5,10.0,52,223.434,1:33.563,1,Finished
1026,844,6,2,6,8.0,51,228.195,1:31.611,11,+1 Lap
1026,842,5,9,7,6.0,51,219.313,1:35.321,11,+1 Lap
1026,815,211,17,8,4.0,51,225.706,1:32.621,11,+1 Lap
1026,840,211,12,9,2.0,51,220.721,1:34.713,11,+1 Lap
1026,826,5,14,10,1.0,51,224.210,1:33.239,11,+1 Lap
1026,846,1,8,11,0.0,51,222.121,1:34.116,11,+1 Lap
1026,8,51,13,12,0.0,51,224.328,1:33.190,11,+1 Lap
1026,154,210,10,13,0.0,51,220.082,1:34.988,11,+1 Lap
1026,841,51,11,14,0.0,51,226.322,1:32.369,11,+1 Lap
1026,825,210,19,15,0.0,51,227.894,1:31.732,11,+1 Lap
1026,847,3,18,16,0.0,50,218.998,1:35.458,12,+2 Laps
1026,9,3,0,17,0.0,50,217.012,1:36.332,12,+2 Laps
1026,830,9,5,18,0.0,14,214.965,1:37.249,23,Brakes
1026,817,4,16,19,0.0,51,223.630,1:33.481,2,Disqualified
1026,807,4,15,20,0.0,51,220.237,1:34.921,2,Disqualified
1027,1,131,3,1,25.0,71,194.993,1:19.461,1,Finished
1027,20,6,2,2,18.0,71,195.190,1:19.381,1,Finished
1027,822,131,6,3,15.0,71,194.912,1:19.494,1,Finished
1027,844,6,1,4,13.0,71,195.557,1:19.232,1,Finished
1027,848,9,5,5,10.0,71,195.328,1:19.325,1,Finished
1027,830,9,4,6,8.0,71,192.702,1:20.406,1,Finished
1027,815,211,11,7,6.0,71,192.512,1:20.485,1,Finished
1027,817,4,13,8,4.0,71,193.327,1:20.146,1,Finished
1027,842,5,10,9,2.0,70,194.824,1:19.530,11,+1 Lap
1027,807,4,12,10,1.0,70,191.783,1:20.791,11,+1 Lap
1027,826,5,9,11,0.0,70,193.910,1:19.905,11,+1 Lap
1027,840,211,16,12,0.0,70,191.473,1:20.922,11,+1 Lap
1027,832,1,7,13,0.0,70,192.929,1:20.311,11,+1 Lap
1027,841,51,15,14,0.0,70,191.255,1:21.014,11,+1 Lap
1027,825,210,17,15,0.0,69,189.691,1:21.682,12,+2 Laps
1027,847,3,19,16,0.0,69,190.615,1:21.286,12,+2 Laps
1027,154,210,18,17,0.0,69,189.926,1:21.581,12,+2 Laps
1027,9,3,20,18,0.0,69,192.009,1:20.696,12,+2 Laps
1027,8,51,14,19,0.0,58,193.481,1:20.082,25,Overheating
1027,846,1,8,20,0.0,48,189.782,1:21.643,54,Withdrew
1028,822,131,1,1,25.0,56,204.696,1:36.957,1,Finished
1028,1,131,5,2,18.0,56,201.600,1:38.446,1,Finished
1028,830,9,3,3,15.0,56,202.077,1:38.214,1,Finished
1028,844,6,4,4,13.0,56,206.374,1:36.169,1,Finished
1028,848,9,6,5,10.0,56,202.458,1:38.029,1,Finished
1028,817,4,9,6,8.0,56,197.354,1:40.564,1,Finished
1028,846,1,8,7,6.0,56,202.365,1:38.074,1,Finished
1028,832,1,7,8,4.0,55,196.806,1:40.844,11,+1 Lap
1028,807,4,11,9,2.0,55,201.619,1:38.437,11,+1 Lap
1028,815,211,0,10,1.0,55,198.141,1:40.165,11,+1 Lap
1028,8,51,17,11,0.0,55,199.249,1:39.608,11,+1 Lap
1028,826,5,13,12,0.0,55,200.535,1:38.969,11,+1 Lap
1028,840,211,14,13,0.0,55,197.716,1:40.380,11,+1 Lap
1028,841,51,16,14,0.0,55,198.539,1:39.964,11,+1 Lap
1028,154,210,15,15,0.0,55,195.979,1:41.270,11,+1 Lap
1028,842,5,10,16,0.0,54,196.795,1:40.850,22,Suspension
1028,847,3,18,17,0.0,54,196.039,1:41.239,12,+2 Laps
1028,825,210,12,18,0.0,52,197.781,1:40.347,23,Brakes
1028,9,3,19,19,0.0,31,191.147,1:43.830,44,Oil leak
1028,20,6,2,20,0.0,7,194.262,1:42.165,22,Suspension
1029,830,9,1,1,25.0,71,218.909,1:10.862,1,Finished
1029,842,5,6,2,18.0,71,214.185,1:12.425,1,Finished
1029,832,1,20,3,15.0,71,212.039,1:13.158,1,Finished
1029,8,51,8,4,12.0,71,212.106,1:13.135,1,Finished
1029,841,51,12,5,10.0,71,212.440,1:13.020,1,Finished
1029,817,4,11,6,8.0,71,213.278,1:12.733,1,Finished
1029,1,131,3,7,6.0,71,218.232,1:11.082,1,Finished
1029,846,1,10,8,4.0,71,214.472,1:12.328,1,Finished
1029,815,211,15,9,2.0,71,212.965,1:12.840,1,Finished
1029,826,5,16,10,1.0,71,214.304,1:12.385,1,Finished
1029,825,210,9,11,0.0,71,211.738,1:13.262,1,Finished
1029,847,3,18,12,0.0,71,210.331,1:13.752,1,Finished
1029,154,210,7,13,0.0,71,210.711,1:13.619,1,Finished
1029,848,9,5,14,0.0,71,218.217,1:11.087,1,Finished
1029,807,4,13,15,0.0,71,212.690,1:12.934,1,Finished
1029,9,3,19,16,0.0,70,208.072,1:14.553,11,+1 Lap
1029,20,6,2,17,0.0,65,217.309,1:11.384,4,Collision
1029,844,6,14,18,0.0,65,217.190,1:11.423,4,Collision
1029,840,211,17,19,0.0,65,213.660,1:12.603,22,Suspension
1029,822,131,4,20,0.0,51,219.417,1:10.698,131,Power Unit
1030,1,131,1,1,26.0,55,201.387,1:39.283,1,Finished
1030,830,9,2,2,18.0,55,197.731,1:41.119,1,Finished
1030,844,6,3,3,15.0,55,199.064,1:40.442,1,Finished
1030,822,131,20,4,12.0,55,200.515,1:39.715,1,Finished
1030,20,6,4,5,10.0,55,199.688,1:40.128,1,Finished
1030,848,9,5,6,8.0,55,195.603,1:42.219,1,Finished
1030,815,211,10,7,6.0,54,194.803,1:42.639,11,+1 Lap
1030,846,1,6,8,4.0,54,194.071,1:43.026,11,+1 Lap
1030,826,5,13,9,2.0,54,195.597,1:42.222,11,+1 Lap
1030,832,1,8,10,1.0,54,197.389,1:41.294,11,+1 Lap
1030,817,4,7,11,0.0,54,197.592,1:41.190,11,+1 Lap
1030,807,4,9,12,0.0,54,193.605,1:43.274,11,+1 Lap
1030,8,51,17,13,0.0,54,193.853,1:43.142,11,+1 Lap
1030,825,210,14,14,0.0,54,192.642,1:43.790,11,+1 Lap
1030,154,210,15,15,0.0,54,192.873,1:43.666,11,+1 Lap
1030,841,51,16,16,0.0,54,193.639,1:43.256,11,+1 Lap
1030,847,3,18,17,0.0,54,193.981,1:43.074,11,+1 Lap
1030,842,5,11,18,0.0,53,195.231,1:42.414,12,+2 Laps
1030,9,3,19,19,0.0,53,191.333,1:44.500,12,+2 Laps
1030,840,211,12,20,0.0,45,193.507,1:43.326,23,Brakes
1031,822,131,1,1,25.0,71,229.758,1:07.657,1,Finished
1031,844,6,7,2,18.0,71,228.933,1:07.901,1,Finished
1031,846,1,3,3,16.0,71,230.378,1:07.475,1,Finished
1031,1,131,5,4,12.0,71,229.572,1:07.712,1,Finished
1031,832,1,8,5,10.0,71,228.687,1:07.974,1,Finished
1031,815,211,6,6,8.0,71,227.579,1:08.305,1,Finished
1031,842,213,12,7,6.0,71,225.205,1:09.025,1,Finished
1031,839,4,14,8,4.0,71,225.509,1:08.932,1,Finished
1031,841,51,18,9,2.0,71,225.954,1:08.796,1,Finished
1031,20,6,11,10,1.0,71,226.524,1:08.623,1,Finished
1031,849,3,20,11,0.0,71,223.146,1:09.662,1,Finished
1031,826,213,13,12,0.0,69,224.847,1:09.135,22,Suspension
1031,848,9,4,13,0.0,67,227.156,1:08.432,40,Electronics
1031,8,51,19,14,0.0,53,225.185,1:09.031,36,Wheel
1031,847,3,17,15,0.0,49,224.256,1:09.317,32,Fuel pressure
1031,154,210,15,16,0.0,49,221.347,1:10.228,23,Brakes
1031,825,210,16,17,0.0,24,219.807,1:10.720,23,Brakes
1031,840,211,9,18,0.0,20,221.039,1:10.326,5,Engine
1031,817,4,10,19,0.0,17,220.150,1:10.610,25,Overheating
1031,830,9,2,20,0.0,11,224.146,1:09.351,40,Electronics
1032,1,131,1,1,25.0,71,232.989,1:06.719,1,Finished
1032,822,131,4,2,18.0,71,230.177,1:07.534,1,Finished
1032,830,9,2,3,15.0,71,235.010,1:06.145,1,Finished
1032,848,9,6,4,12.0,71,230.981,1:07.299,1,Finished
1032,846,1,9,5,10.0,71,231.345,1:07.193,1,Finished
1032,815,211,17,6,8.0,71,231.362,1:07.188,1,Finished
1032,840,211,12,7,6.0,71,229.162,1:07.833,1,Finished
1032,817,4,8,8,4.0,71,229.166,1:07.832,1,Finished
1032,832,1,3,9,3.0,70,236.894,1:05.619,11,+1 Lap
1032,826,213,13,10,1.0,70,227.336,1:08.378,11,+1 Lap
1032,8,51,16,11,0.0,70,227.322,1:08.382,11,+1 Lap
1032,825,210,15,12,0.0,70,228.569,1:08.009,11,+1 Lap
1032,154,210,0,13,0.0,70,228.442,1:08.047,11,+1 Lap
1032,841,51,19,14,0.0,70,226.891,1:08.512,11,+1 Lap
1032,842,213,7,15,0.0,70,229.183,1:07.827,11,+1 Lap
1032,847,3,11,16,0.0,69,226.597,1:08.601,12,+2 Laps
1032,849,3,18,17,0.0,69,225.922,1:08.806,12,+2 Laps
