RACEID,DRIVERID,CONSTRUCTORID,GRID,POSITIONORDER,POSITION,POINTS,STATUSID,STATUS,LAPS,FASTESTLAPSPEED,FASTESTLAPTIME,ESTIMATED_FINISH_TIME,ESTIMATED_FINISH_TIME_STR,AVG_LAP_TIME
967,1,131,1,1,1.0,25.0,1,Finished,71,181.137,1:25.639,10861.335,0 days 03:01:01.335000,152.97654929577465
967,3,131,2,2,2.0,18.0,1,Finished,71,179.912,1:26.222,10872.79,0 days 03:01:12.790000,153.1378873239437
967,830,9,4,3,3.0,15.0,1,Finished,71,181.846,1:25.305,10882.816,0 days 03:01:22.816000,153.2790985915493
967,815,10,9,4,4.0,12.0,1,Finished,71,178.113,1:27.093,10886.681,0 days 03:01:26.681000,153.33353521126762
967,20,6,5,5,5.0,10.0,1,Finished,71,179.968,1:26.195,10887.669,0 days 03:01:27.669000,153.34745070422534
967,832,5,15,6,6.0,8.0,1,Finished,71,177.99,1:27.153,10890.495,0 days 03:01:30.495000,153.38725352112678
967,807,10,8,7,7.0,6.0,1,Finished,71,178.862,1:26.728,10891.162,0 days 03:01:31.162000,153.39664788732395
967,817,9,6,8,8.0,4.0,1,Finished,71,181.363,1:25.532,10891.821,0 days 03:01:31.821000,153.40592957746478
967,831,15,21,9,9.0,2.0,1,Finished,71,177.189,1:27.547,10903.955,0 days 03:01:43.955000,153.57683098591548
967,4,1,10,10,10.0,1.0,1,Finished,71,178.09,1:27.104,10905.767,0 days 03:01:45.767000,153.60235211267604
967,822,3,11,11,11.0,0.0,1,Finished,71,180.246,1:26.062,10906.627,0 days 03:01:46.627000,153.6144647887324
967,839,209,22,12,12.0,0.0,1,Finished,71,176.686,1:27.796,10907.144,0 days 03:01:47.144000,153.62174647887323
967,826,5,14,13,13.0,0.0,1,Finished,71,177.333,1:27.476,10912.527,0 days 03:01:52.527000,153.69756338028168
967,825,4,18,14,14.0,0.0,1,Finished,71,179.284,1:26.524,10912.89,0 days 03:01:52.890000,153.70267605633802
967,836,209,19,15,15.0,0.0,1,Finished,71,176.439,1:27.919,10921.833,0 days 03:02:01.833000,153.8286338028169
967,18,1,17,16,16.0,0.0,1,Finished,71,178.338,1:26.983,10943.329,0 days 03:02:23.329000,154.13139436619718
967,821,210,12,17,,0.0,31,Retired,60,176.668,1:27.805,16276.224,0 days 04:31:16.224000,166.11781666666667
967,13,3,13,18,,0.0,4,Collision,46,178.782,1:26.767,23488.612,0 days 06:31:28.612000,183.7919565217391
967,835,4,16,19,,0.0,130,Collision damage,20,164.441,1:34.334,21116.166,0 days 05:51:56.166000,115.2755
967,8,6,3,20,,0.0,4,Collision,19,174.596,1:28.847,20936.246,0 days 05:48:56.246000,112.97957894736842
967,828,15,20,21,,0.0,4,Collision,11,169.97,1:31.265,23371.683,0 days 06:29:31.683000,115.50127272727272
967,154,210,7,22,,0.0,54,Withdrew,0,,,,NaT,
968,1,131,1,1,1.0,25.0,1,Finished,55,190.174,1:45.137,5884.013,0 days 01:38:04.013000,106.98205454545456
968,3,131,2,2,2.0,18.0,1,Finished,55,189.95,1:45.261,5884.452,0 days 01:38:04.452000,106.99003636363636
968,20,6,5,3,3.0,15.0,1,Finished,55,192.756,1:43.729,5884.856,0 days 01:38:04.856000,106.9973818181818
968,830,9,6,4,4.0,12.0,1,Finished,55,190.084,1:45.187,5885.698,0 days 01:38:05.698000,107.01269090909092
968,817,9,3,5,5.0,10.0,1,Finished,55,190.624,1:44.889,5889.328,0 days 01:38:09.328000,107.07869090909092
968,8,6,4,6,6.0,8.0,1,Finished,55,190.127,1:45.163,5902.829,0 days 01:38:22.829000,107.32416363636364
968,807,10,7,7,7.0,6.0,1,Finished,55,188.717,1:45.949,5934.127,0 days 01:38:54.127000,107.89321818181818
968,815,10,8,8,8.0,4.0,1,Finished,55,189.972,1:45.249,5942.789,0 days 01:39:02.789000,108.05070909090908
968,13,3,10,9,9.0,2.0,1,Finished,55,189.206,1:45.675,5943.449,0 days 01:39:03.449000,108.06270909090908
968,4,1,9,10,10.0,1.0,1,Finished,55,191.343,1:44.495,5943.909,0 days 01:39:03.909000,108.07107272727272
968,154,210,14,11,11.0,0.0,1,Finished,55,190.477,1:44.970,5960.79,0 days 01:39:20.790000,108.378
968,821,210,13,12,12.0,0.0,1,Finished,55,188.754,1:45.928,5979.126,0 days 01:39:39.126000,108.71138181818182
968,839,209,20,13,13.0,0.0,11,+1 Lap,54,188.29,1:46.189,6505.921,0 days 01:48:25.921000,109.5272962962963
968,836,209,16,14,14.0,0.0,11,+1 Lap,54,188.368,1:46.145,6512.857,0 days 01:48:32.857000,109.64405555555555
968,828,15,22,15,15.0,0.0,11,+1 Lap,54,188.242,1:46.216,6513.839,0 days 01:48:33.839000,109.66059259259258
968,831,15,19,16,16.0,0.0,11,+1 Lap,54,188.117,1:46.287,6519.746,0 days 01:48:39.746000,109.76003703703704
968,835,4,15,17,17.0,0.0,11,+1 Lap,54,189.134,1:45.715,6523.226,0 days 01:48:43.226000,109.81861111111112
968,832,5,21,18,,0.0,130,Collision damage,41,187.58,1:46.591,8917.418,0 days 02:28:37.418000,110.29582926829268
968,826,5,17,19,,0.0,6,Gearbox,14,183.853,1:48.752,13999.271,0 days 03:53:19.271000,111.63692857142856
968,18,1,12,20,,0.0,22,Suspension,12,183.851,1:48.753,14616.448,0 days 04:03:36.448000,113.56991666666666
968,822,3,11,21,,0.0,22,Suspension,6,185.413,1:47.837,15316.94,0 days 04:15:16.940000,110.51183333333334
968,825,4,18,22,,0.0,22,Suspension,5,184.108,1:48.601,16473.989,0 days 04:34:33.989000,117.4616
969,20,6,2,1,1.0,25.0,1,Finished,57,220.351,1:26.638,5051.672,0 days 01:24:11.672000,88.6258245614035
969,1,131,1,2,2.0,18.0,1,Finished,57,219.351,1:27.033,5061.647,0 days 01:24:21.647000,88.8008245614035
969,822,131,3,3,3.0,15.0,1,Finished,57,220.465,1:26.593,5062.922,0 days 01:24:22.922000,88.82319298245613
969,8,6,4,4,4.0,12.0,1,Finished,57,220.605,1:26.538,5074.065,0 days 01:24:34.065000,89.0186842105263
969,830,9,5,5,5.0,10.0,1,Finished,57,219.525,1:26.964,5080.499,0 days 01:24:40.499000,89.13156140350877
969,13,3,7,6,6.0,8.0,1,Finished,57,216.83,1:28.045,5135.058,0 days 01:25:35.058000,90.08873684210526
969,815,10,10,7,7.0,6.0,11,+1 Lap,56,216.115,1:28.336,5570.717,0 days 01:32:50.717000,90.49248214285714
969,832,5,8,8,8.0,4.0,11,+1 Lap,56,217.74,1:27.677,5572.14,0 days 01:32:52.140000,90.51558928571428
969,826,5,9,9,9.0,2.0,11,+1 Lap,56,220.165,1:26.711,5587.104,0 days 01:33:07.104000,90.75867857142858
969,839,10,13,10,10.0,1.0,11,+1 Lap,56,215.776,1:28.475,5628.469,0 days 01:33:48.469000,91.430625
969,807,4,11,11,11.0,0.0,11,+1 Lap,56,215.749,1:28.486,5629.58,0 days 01:33:49.580000,91.44866071428572
969,841,15,16,12,12.0,0.0,12,+2 Laps,55,214.378,1:29.052,5848.754,0 days 01:37:28.754000,92.44118181818182
969,838,1,18,13,13.0,0.0,12,+2 Laps,55,213.448,1:29.440,5865.482,0 days 01:37:45.482000,92.7055818181818
969,4,1,12,14,,0.0,76,Vibrations,50,211.938,1:30.077,6587.932,0 days 01:49:47.932000,91.72838
969,825,210,17,15,,0.0,22,Suspension,46,218.011,1:27.568,7392.838,0 days 02:03:12.838000,93.98471739130434
969,840,3,20,16,,0.0,23,Brakes,40,213.569,1:29.389,8257.158,0 days 02:17:37.158000,92.860525
969,817,9,0,17,,0.0,131,Power Unit,25,213.431,1:29.447,11328.686,0 days 03:08:48.686000,98.88004
969,828,15,14,18,,0.0,9,Hydraulics,21,207.391,1:32.052,11455.727,0 days 03:10:55.727000,94.35571428571428
969,835,4,19,19,,0.0,23,Brakes,15,207.069,1:32.195,12707.761,0 days 03:31:47.761000,96.5122
969,154,210,6,20,,0.0,47,Water leak,13,211.689,1:30.183,12338.32,0 days 03:25:38.320000,91.33407692307694
970,1,131,1,1,1.0,25.0,1,Finished,56,205.745,1:35.378,5856.158,0 days 01:37:36.158000,104.57425
970,20,6,2,2,2.0,18.0,1,Finished,56,205.648,1:35.423,5862.408,0 days 01:37:42.408000,104.68585714285716
970,830,9,16,3,3.0,15.0,1,Finished,56,202.886,1:36.722,5901.35,0 days 01:38:21.350000,105.38125
970,817,9,5,4,4.0,12.0,1,Finished,56,202.741,1:36.791,5902.193,0 days 01:38:22.193000,105.39630357142858
970,8,6,4,5,5.0,10.0,1,Finished,56,204.406,1:36.003,5904.234,0 days 01:38:24.234000,105.43275
970,822,131,3,6,6.0,8.0,1,Finished,56,204.734,1:35.849,5904.966,0 days 01:38:24.966000,105.44582142857143
970,832,5,11,7,7.0,6.0,1,Finished,56,201.478,1:37.398,5929.051,0 days 01:38:49.051000,105.87591071428572
970,825,210,12,8,8.0,4.0,11,+1 Lap,55,201.209,1:37.528,6450.295,0 days 01:47:30.295000,106.6517090909091
970,815,10,8,9,9.0,2.0,11,+1 Lap,55,203.288,1:36.531,6465.961,0 days 01:47:45.961000,106.91072727272729
970,839,10,17,10,10.0,1.0,11,+1 Lap,55,202.23,1:37.036,6473.194,0 days 01:47:53.194000,107.03032727272726
970,154,210,19,11,11.0,0.0,11,+1 Lap,55,201.162,1:37.551,6487.082,0 days 01:48:07.082000,107.25994545454544
970,807,4,7,12,12.0,0.0,11,+1 Lap,55,200.21,1:38.015,6505.614,0 days 01:48:25.614000,107.56636363636365
970,835,4,20,13,13.0,0.0,11,+1 Lap,55,199.871,1:38.181,6507.867,0 days 01:48:27.867000,107.60361818181818
970,13,3,6,14,14.0,0.0,11,+1 Lap,55,203.33,1:36.511,6514.67,0 days 01:48:34.670000,107.7161090909091
970,828,15,14,15,15.0,0.0,11,+1 Lap,55,196.763,1:39.732,6545.977,0 days 01:49:05.977000,108.23374545454546
970,4,1,13,16,,0.0,30,Driveshaft,33,197.23,1:39.496,10842.955,0 days 03:00:42.955000,111.27827272727272
970,826,5,9,17,,0.0,9,Hydraulics,18,196.059,1:40.090,14963.851,0 days 04:09:23.851000,122.01444444444444
970,838,1,15,18,,0.0,32,Fuel pressure,17,193.412,1:41.460,15716.096,0 days 04:21:56.096000,126.41647058823528
970,841,15,18,19,,0.0,3,Accident,3,,,21271.121,0 days 05:54:31.121000,143.87933333333334
970,840,3,10,20,,0.0,4,Collision,0,,,,NaT,
971,20,6,3,1,1.0,25.0,1,Finished,57,207.652,1:33.826,5633.374,0 days 01:33:53.374000,98.83112280701754
971,1,131,2,2,2.0,18.0,1,Finished,57,209.952,1:32.798,5640.034,0 days 01:34:00.034000,98.9479649122807
971,822,131,1,3,3.0,15.0,1,Finished,57,207.076,1:34.087,5653.771,0 days 01:34:13.771000,99.1889649122807
971,8,6,5,4,4.0,12.0,1,Finished,57,207.887,1:33.720,5655.849,0 days 01:34:15.849000,99.2254210526316
971,817,9,4,5,5.0,10.0,1,Finished,57,208.387,1:33.495,5672.72,0 days 01:34:32.720000,99.52140350877194
971,13,3,8,6,6.0,8.0,1,Finished,57,206.705,1:34.256,5687.7,0 days 01:34:47.700000,99.7842105263158
971,815,10,18,7,7.0,6.0,1,Finished,57,205.933,1:34.609,5695.98,0 days 01:34:55.980000,99.92947368421052
971,154,210,9,8,8.0,4.0,1,Finished,57,205.198,1:34.948,5708.239,0 days 01:35:08.239000,100.14454385964912
971,807,4,7,9,9.0,2.0,1,Finished,57,204.286,1:35.372,5713.562,0 days 01:35:13.562000,100.2379298245614
971,839,10,14,10,10.0,1.0,1,Finished,57,204.7,1:35.179,5729.085,0 days 01:35:29.085000,100.51026315789474
971,836,15,13,11,11.0,0.0,11,+1 Lap,56,201.301,1:36.786,6205.25,0 days 01:43:25.250000,100.80003571428573
971,826,5,11,12,12.0,0.0,11,+1 Lap,56,205.118,1:34.985,6205.889,0 days 01:43:25.889000,100.81041071428572
971,835,4,10,13,13.0,0.0,11,+1 Lap,56,203.901,1:35.552,6213.862,0 days 01:43:33.862000,100.93992857142858
971,4,1,15,14,14.0,0.0,131,Power Unit,54,203.809,1:35.595,6589.261,0 days 01:49:49.261000,101.40444444444444
971,828,15,19,15,,0.0,6,Gearbox,50,204.9,1:35.086,7283.587,0 days 02:01:23.587000,101.41446
971,832,5,16,16,,0.0,4,Collision,12,198.755,1:38.026,13549.356,0 days 03:45:49.356000,99.045
971,840,3,12,17,,0.0,4,Collision,12,202.311,1:36.303,13781.084,0 days 03:49:41.084000,100.73891666666668
971,830,9,6,18,,0.0,23,Brakes,11,201.52,1:36.681,13504.599,0 days 03:45:04.599000,97.49909090909092
971,825,210,20,19,,0.0,10,Electrical,8,197.362,1:38.718,14368.255,0 days 03:59:28.255000,100.029625
971,838,1,17,20,,0.0,131,Power Unit,0,,,,NaT,
972,822,131,3,1,1.0,25.0,1,Finished,52,216.221,1:37.367,5288.743,0 days 01:28:08.743000,101.70659615384616
972,20,6,1,2,2.0,18.0,1,Finished,52,216.343,1:37.312,5289.36,0 days 01:28:09.360000,101.71846153846153
972,8,6,2,3,3.0,15.0,1,Finished,52,217.388,1:36.844,5299.743,0 days 01:28:19.743000,101.91813461538462
972,1,131,4,4,4.0,12.0,1,Finished,52,213.955,1:38.398,5325.063,0 days 01:28:45.063000,102.4050576923077
972,830,9,7,5,5.0,10.0,1,Finished,52,213.888,1:38.429,5349.159,0 days 01:29:09.159000,102.8684423076923
972,815,10,9,6,6.0,8.0,1,Finished,52,213.385,1:38.661,5375.531,0 days 01:29:35.531000,103.37559615384616
972,839,10,10,7,7.0,6.0,1,Finished,52,213.203,1:38.745,5383.747,0 days 01:29:43.747000,103.53359615384616
972,807,4,8,8,8.0,4.0,1,Finished,52,213.912,1:38.418,5384.931,0 days 01:29:44.931000,103.55636538461538
972,13,3,6,9,9.0,2.0,11,+1 Lap,51,214.317,1:38.232,5826.52,0 days 01:37:06.520000,103.74856862745098
972,832,5,14,10,10.0,1.0,11,+1 Lap,51,212.96,1:38.858,5841.04,0 days 01:37:21.040000,104.00711764705883
972,840,3,11,11,11.0,0.0,11,+1 Lap,51,212.934,1:38.870,5847.245,0 days 01:37:27.245000,104.11760784313724
972,826,5,12,12,12.0,0.0,11,+1 Lap,51,214.168,1:38.300,5851.672,0 days 01:37:31.672000,104.196431372549
972,825,210,13,13,13.0,0.0,11,+1 Lap,51,211.445,1:39.566,5872.79,0 days 01:37:52.790000,104.57247058823528
972,838,1,20,14,14.0,0.0,11,+1 Lap,51,210.971,1:39.790,5903.48,0 days 01:38:23.480000,105.1189411764706
972,828,15,18,15,15.0,0.0,11,+1 Lap,51,210.875,1:39.835,5906.423,0 days 01:38:26.423000,105.17135294117648
972,836,15,17,16,16.0,0.0,12,+2 Laps,50,208.604,1:40.922,6111.108,0 days 01:41:51.108000,105.87506
972,817,9,5,17,,0.0,23,Brakes,5,205.824,1:42.285,17484.617,0 days 04:51:24.617000,136.684
972,835,4,16,18,,0.0,4,Collision,0,,,,NaT,
972,154,210,19,19,,0.0,4,Collision,0,,,,NaT,
972,4,1,15,20,,0.0,131,Power Unit,0,,,,NaT,
973,1,131,1,1,1.0,25.0,1,Finished,66,200.471,1:23.593,5756.497,0 days 01:35:56.497000,87.21965151515153
973,20,6,2,2,2.0,18.0,1,Finished,66,200.277,1:23.674,5759.987,0 days 01:35:59.987000,87.27253030303031
973,817,9,6,3,3.0,15.0,1,Finished,66,200.248,1:23.686,5832.317,0 days 01:37:12.317000,88.3684393939394
973,815,10,8,4,4.0,12.0,11,+1 Lap,65,195.417,1:25.755,6344.753,0 days 01:45:44.753000,89.01169230769231
973,839,10,10,5,5.0,10.0,11,+1 Lap,65,194.237,1:26.276,6357.191,0 days 01:45:57.191000,89.18618461538462
973,807,4,13,6,6.0,8.0,11,+1 Lap,65,193.28,1:26.703,6383.053,0 days 01:46:23.053000,89.549
973,832,5,12,7,7.0,6.0,11,+1 Lap,65,194.439,1:26.186,6389.436,0 days 01:46:29.436000,89.63855384615385
973,836,15,15,8,8.0,4.0,11,+1 Lap,65,193.787,1:26.476,6388.186,0 days 01:46:28.186000,89.62101538461539
973,826,5,19,9,9.0,2.0,11,+1 Lap,65,194.914,1:25.976,6404.064,0 days 01:46:44.064000,89.84376923076924
973,154,210,14,10,10.0,1.0,11,+1 Lap,65,192.906,1:26.871,6406.99,0 days 01:46:46.990000,89.88481538461538
973,828,15,16,11,11.0,0.0,12,+2 Laps,64,194.379,1:26.213,6599.582,0 days 01:49:59.582000,90.084390625
973,4,1,7,12,12.0,0.0,12,+2 Laps,64,199.752,1:23.894,6612.685,0 days 01:50:12.685000,90.263234375
973,13,3,9,13,13.0,0.0,12,+2 Laps,64,193.796,1:26.472,6618.957,0 days 01:50:18.957000,90.348859375
973,825,210,11,14,14.0,0.0,12,+2 Laps,64,194.023,1:26.371,6625.446,0 days 01:50:25.446000,90.437421875
973,835,4,17,15,15.0,0.0,12,+2 Laps,64,197.517,1:24.843,6626.883,0 days 01:50:26.883000,90.457046875
973,840,3,18,16,16.0,0.0,12,+2 Laps,64,192.98,1:26.838,6632.226,0 days 01:50:32.226000,90.52996875
973,822,131,3,17,,0.0,131,Power Unit,38,197.86,1:24.696,11166.991,0 days 03:06:06.991000,89.52213157894737
973,838,1,20,18,,0.0,4,Collision,32,191.401,1:27.554,12355.477,0 days 03:25:55.477000,90.4368125
973,830,9,5,19,,0.0,130,Collision damage,1,,,31877.802,0 days 08:51:17.802000,160.999
973,8,6,4,20,,0.0,130,Collision damage,0,,,,NaT,
974,20,6,2,1,1.0,25.0,1,Finished,78,159.669,1:15.238,6284.34,0 days 01:44:44.340000,80.56846153846153
974,8,6,1,2,2.0,18.0,1,Finished,78,159.058,1:15.527,6287.485,0 days 01:44:47.485000,80.60878205128205
974,817,9,5,3,3.0,15.0,1,Finished,78,158.577,1:15.756,6288.085,0 days 01:44:48.085000,80.61647435897436
974,822,131,3,4,4.0,12.0,1,Finished,78,157.16,1:16.439,6289.857,0 days 01:44:49.857000,80.63919230769231
974,830,9,4,5,5.0,10.0,1,Finished,78,157.387,1:16.329,6290.539,0 days 01:44:50.539000,80.6479358974359
974,832,5,6,6,6.0,8.0,1,Finished,78,156.73,1:16.649,6296.378,0 days 01:44:56.378000,80.72279487179487
974,1,131,13,7,7.0,6.0,1,Finished,78,158.433,1:15.825,6300.141,0 days 01:45:00.141000,80.77103846153845
974,154,210,8,8,8.0,4.0,1,Finished,78,155.823,1:17.095,6302.49,0 days 01:45:02.490000,80.80115384615384
974,13,3,14,9,9.0,2.0,1,Finished,78,156.947,1:16.543,6303.785,0 days 01:45:03.785000,80.81775641025641
974,825,210,11,10,10.0,1.0,1,Finished,78,157.42,1:16.313,6305.783,0 days 01:45:05.783000,80.8433717948718
974,835,4,16,11,11.0,0.0,1,Finished,78,156.801,1:16.614,6307.077,0 days 01:45:07.077000,80.85996153846155
974,839,10,15,12,12.0,0.0,1,Finished,78,157.072,1:16.482,6308.065,0 days 01:45:08.065000,80.8726282051282
974,815,10,7,13,13.0,0.0,1,Finished,78,160.561,1:14.820,6323.429,0 days 01:45:23.429000,81.06960256410257
974,826,5,9,14,14.0,0.0,130,Collision damage,71,156.955,1:16.539,7968.268,0 days 02:12:48.268000,81.07721126760563
974,840,3,17,15,15.0,0.0,23,Brakes,71,157.912,1:16.075,8003.61,0 days 02:13:23.610000,81.43681690140845
974,838,1,12,16,,0.0,3,Accident,66,156.697,1:16.665,8917.24,0 days 02:28:37.240000,81.0805606060606
974,828,15,19,17,,0.0,3,Accident,63,156.362,1:16.829,9489.937,0 days 02:38:09.937000,81.11057142857143
974,18,1,20,18,,0.0,130,Collision damage,57,156.194,1:16.912,10468.979,0 days 02:54:28.979000,79.89147368421054
974,836,15,18,19,,0.0,4,Collision,57,153.948,1:18.034,10464.22,0 days 02:54:24.220000,79.85515789473683
974,807,4,10,20,,0.0,6,Gearbox,15,154.242,1:17.885,18193.76,0 days 05:03:13.760000,79.33786666666667
975,1,131,1,1,1.0,25.0,1,Finished,70,210.588,1:14.551,5585.154,0 days 01:33:05.154000,79.7879142857143
975,822,131,3,2,2.0,18.0,1,Finished,70,206.862,1:15.894,5604.937,0 days 01:33:24.937000,80.07052857142857
975,817,9,6,3,3.0,15.0,1,Finished,70,206.126,1:16.165,5620.451,0 days 01:33:40.451000,80.29215714285715
975,20,6,2,4,4.0,12.0,1,Finished,70,210.115,1:14.719,5621.061,0 days 01:33:41.061000,80.30087142857143
975,815,10,8,5,5.0,10.0,1,Finished,70,205.58,1:16.367,5625.63,0 days 01:33:45.630000,80.36614285714286
975,839,10,9,6,6.0,8.0,1,Finished,70,205.904,1:16.247,5625.87,0 days 01:33:45.870000,80.36957142857143
975,8,6,4,7,7.0,6.0,1,Finished,70,208.25,1:15.388,5643.786,0 days 01:34:03.786000,80.62551428571429
975,807,4,10,8,8.0,4.0,1,Finished,70,206.204,1:16.136,5645.528,0 days 01:34:05.528000,80.6504
975,840,3,17,9,9.0,2.0,11,+1 Lap,69,206.63,1:15.979,6129.627,0 days 01:42:09.627000,81.07972463768117
975,154,210,14,10,10.0,1.0,11,+1 Lap,69,204.026,1:16.949,6149.599,0 days 01:42:29.599000,81.34389855072465
975,835,4,15,11,11.0,0.0,11,+1 Lap,69,204.677,1:16.704,6150.775,0 days 01:42:30.775000,81.35946376811594
975,825,210,18,12,12.0,0.0,11,+1 Lap,69,205.65,1:16.341,6151.231,0 days 01:42:31.231000,81.36549275362319
975,828,15,19,13,13.0,0.0,11,+1 Lap,69,203.904,1:16.995,6170.625,0 days 01:42:50.625000,81.62202898550724
975,838,1,16,14,14.0,0.0,11,+1 Lap,69,204.491,1:16.774,6173.445,0 days 01:42:53.445000,81.65931884057972
975,836,15,20,15,15.0,0.0,12,+2 Laps,68,203.65,1:17.091,6396.964,0 days 01:46:36.964000,82.32901470588234
975,4,1,12,16,16.0,0.0,131,Power Unit,66,206.974,1:15.853,6658.904,0 days 01:50:58.904000,81.30530303030302
975,826,5,11,17,,0.0,131,Power Unit,54,204.653,1:16.713,8993.578,0 days 02:29:53.578000,83.97364814814816
975,830,9,5,18,,0.0,10,Electrical,10,203.396,1:17.187,18096.665,0 days 05:01:36.665000,90.7101
975,13,3,7,19,,0.0,4,Collision,0,,,,NaT,
975,832,5,13,20,,0.0,4,Collision,0,,,,NaT,
976,817,9,10,1,1.0,25.0,1,Finished,51,206.048,1:44.882,7435.573,0 days 02:03:55.573000,145.79554901960785
976,822,131,2,2,2.0,18.0,1,Finished,51,207.946,1:43.925,7439.477,0 days 02:03:59.477000,145.87209803921567
976,840,3,8,3,3.0,15.0,1,Finished,51,205.605,1:45.108,7439.582,0 days 02:03:59.582000,145.8741568627451
976,20,6,4,4,4.0,12.0,1,Finished,51,208.919,1:43.441,7441.549,0 days 02:04:01.549000,145.91272549019607
976,1,131,1,5,5.0,10.0,1,Finished,51,208.862,1:43.469,7441.761,0 days 02:04:01.761000,145.91688235294117
976,839,10,7,6,6.0,8.0,1,Finished,51,204.581,1:45.634,7465.871,0 days 02:04:25.871000,146.38962745098038
976,825,210,12,7,7.0,6.0,1,Finished,51,203.277,1:46.312,7477.326,0 days 02:04:37.326000,146.61423529411763
976,832,5,15,8,8.0,4.0,1,Finished,51,204.133,1:45.866,7484.973,0 days 02:04:44.973000,146.76417647058824
976,4,1,19,9,9.0,2.0,1,Finished,51,205.488,1:45.168,7495.124,0 days 02:04:55.124000,146.9632156862745
976,836,15,14,10,10.0,1.0,1,Finished,51,201.743,1:47.120,7524.666,0 days 02:05:24.666000,147.5424705882353
976,828,15,17,11,11.0,0.0,1,Finished,51,201.619,1:47.186,7527.367,0 days 02:05:27.367000,147.59543137254903
976,838,1,18,12,12.0,0.0,1,Finished,51,202.636,1:46.648,7527.733,0 days 02:05:27.733000,147.60260784313726
976,154,210,16,13,13.0,0.0,11,+1 Lap,50,202.289,1:46.831,8209.508,0 days 02:16:49.508000,149.04698
976,8,6,3,14,14.0,0.0,34,Water pressure,46,204.76,1:45.542,9410.132,0 days 02:36:50.132000,153.76032608695652
976,815,10,6,15,,0.0,136,Seat,39,204.67,1:45.588,11664.495,0 days 03:14:24.495000,162.20964102564105
976,13,3,9,16,,0.0,22,Suspension,25,201.33,1:47.340,17583.047,0 days 04:53:03.047000,188.39652
976,807,4,13,17,,0.0,3,Accident,24,199.111,1:48.536,18105.691,0 days 05:01:45.691000,190.8675
976,830,9,5,18,,0.0,51,Oil pressure,12,203.112,1:46.398,12613.67,0 days 03:30:13.670000,111.4085
976,826,5,11,19,,0.0,84,Battery,9,199.372,1:48.394,13070.234,0 days 03:37:50.234000,110.94333333333331
976,835,4,20,20,,0.0,131,Power Unit,7,193.518,1:51.673,14935.509,0 days 04:08:55.509000,123.56671428571428
977,822,131,1,1,1.0,25.0,1,Finished,71,229.115,1:07.847,4908.523,0 days 01:21:48.523000,69.13412676056338
977,20,6,2,2,2.0,18.0,1,Finished,71,230.306,1:07.496,4909.181,0 days 01:21:49.181000,69.14339436619717
977,817,9,4,3,3.0,15.0,1,Finished,71,230.491,1:07.442,4914.535,0 days 01:21:54.535000,69.2188028169014
977,1,131,8,4,4.0,12.0,1,Finished,71,230.597,1:07.411,4915.953,0 days 01:21:55.953000,69.23877464788733
977,8,6,3,5,5.0,10.0,1,Finished,71,230.341,1:07.486,4928.893,0 days 01:22:08.893000,69.42102816901408
977,154,210,6,6,6.0,8.0,1,Finished,71,226.633,1:08.590,4981.683,0 days 01:23:01.683000,70.16454929577465
977,815,10,7,7,7.0,6.0,11,+1 Lap,70,227.03,1:08.470,5386.414,0 days 01:29:46.414000,70.24535714285715
977,839,10,9,8,8.0,4.0,11,+1 Lap,70,226.405,1:08.659,5394.535,0 days 01:29:54.535000,70.35127142857142
977,13,3,17,9,9.0,2.0,11,+1 Lap,70,227.2,1:08.419,5395.56,0 days 01:29:55.560000,70.36462857142858
977,840,3,18,10,10.0,1.0,11,+1 Lap,70,226.017,1:08.777,5415.303,0 days 01:30:15.303000,70.62209999999999
977,835,4,16,11,11.0,0.0,11,+1 Lap,70,226.428,1:08.652,5415.9,0 days 01:30:15.900000,70.6298857142857
977,838,1,13,12,12.0,0.0,11,+1 Lap,70,227.19,1:08.422,5432.712,0 days 01:30:32.712000,70.84914285714285
977,807,4,11,13,13.0,0.0,11,+1 Lap,70,225.146,1:09.043,5444.135,0 days 01:30:44.135000,70.9981142857143
977,836,15,20,14,14.0,0.0,11,+1 Lap,70,224.502,1:09.241,5449.66,0 days 01:30:49.660000,71.07015714285714
977,828,15,19,15,15.0,0.0,12,+2 Laps,69,224.363,1:09.284,5629.205,0 days 01:33:49.205000,71.42755072463768
977,826,5,14,16,16.0,0.0,13,+3 Laps,68,228.395,1:08.061,5859.163,0 days 01:37:39.163000,72.3889705882353
977,832,5,10,17,,0.0,5,Engine,44,224.798,1:09.150,9498.809,0 days 02:38:18.809000,71.92797727272728
977,825,210,15,18,,0.0,9,Hydraulics,29,220.8,1:10.402,11832.88,0 days 03:17:12.880000,72.14731034482759
977,4,1,12,19,,0.0,130,Collision damage,1,,,21629.415,0 days 06:00:29.415000,96.711
977,830,9,5,20,,0.0,130,Collision damage,0,,,,NaT,
978,1,131,1,1,1.0,25.0,1,Finished,51,234.025,1:30.621,4887.43,0 days 01:21:27.430000,95.83196078431374
978,822,131,9,2,2.0,18.0,1,Finished,51,233.294,1:30.905,4901.493,0 days 01:21:41.493000,96.10770588235296
978,8,6,2,3,3.0,15.0,1,Finished,51,231.733,1:31.517,4924.0,0 days 01:22:04,96.54901960784314
978,830,9,4,4,4.0,12.0,1,Finished,51,233.878,1:30.678,4939.555,0 days 01:22:19.555000,96.85401960784314
