RACEID,DRIVERID,POSITION,FINISH_TIME_INT_SEC,FINISH_TIME_STR
180,71,,0 days 00:23:03.120000,00:23:03.120000
181,49,1.0,0 days 01:58:24.343000,01:58:24.343000
181,57,2.0,0 days 01:58:35.435000,01:58:35.435000
181,22,3.0,0 days 01:59:07.775000,01:59:07.775000
181,23,4.0,0 days 01:59:09.818000,01:59:09.818000
181,30,5.0,0 days 01:59:12.224000,01:59:12.224000
181,56,6.0,0 days 01:59:13.244000,01:59:13.244000
181,15,7.0,0 days 01:59:22.114000,01:59:22.114000
181,44,8.0,0 days 01:59:22.874000,01:59:22.874000
181,41,9.0,0 days 01:59:53.107000,01:59:53.107000
181,69,10.0,0 days 01:59:05.221000,01:59:05.221000
181,37,11.0,0 days 01:59:48.956000,01:59:48.956000
181,14,,0 days 00:12:05.368000,00:12:05.368000
181,21,,0 days 01:11:51.840000,01:11:51.840000
181,25,,0 days 00:36:58.316000,00:36:58.316000
181,35,,0 days 00:36:32.565000,00:36:32.565000
181,48,,0 days 00:37:27.718000,00:37:27.718000
181,55,,0 days 00:34:03.021000,00:34:03.021000
181,64,,0 days 00:08:24.291000,00:08:24.291000
181,65,,0 days 00:06:07.674000,00:06:07.674000
181,68,,0 days 01:59:41.080000,01:59:41.080000
181,70,,0 days 00:39:22.354000,00:39:22.354000
181,71,,0 days 00:55:49.428000,00:55:49.428000
182,14,1.0,0 days 01:32:30.144000,01:32:30.144000
182,56,2.0,0 days 01:32:31.973000,01:32:31.973000
182,23,3.0,0 days 01:32:57.555000,01:32:57.555000
182,49,4.0,0 days 01:32:57.933000,01:32:57.933000
182,71,5.0,0 days 01:33:08.750000,01:33:08.750000
182,64,6.0,0 days 01:33:23.787000,01:33:23.787000
182,21,7.0,0 days 01:33:24.758000,01:33:24.758000
182,22,8.0,0 days 01:33:38.734000,01:33:38.734000
182,15,9.0,0 days 01:33:42.189000,01:33:42.189000
182,25,10.0,0 days 01:33:42.267000,01:33:42.267000
182,70,11.0,0 days 01:33:47.268000,01:33:47.268000
182,65,12.0,0 days 01:33:47.853000,01:33:47.853000
182,44,13.0,0 days 01:33:50.636000,01:33:50.636000
182,55,14.0,0 days 01:33:12.794000,01:33:12.794000
182,48,15.0,0 days 01:32:41.812000,01:32:41.812000
182,68,16.0,0 days 01:33:15.047000,01:33:15.047000
182,35,,0 days 00:45:33.631000,00:45:33.631000
182,41,,0 days 01:05:19.054000,01:05:19.054000
182,57,,0 days 00:56:39.055000,00:56:39.055000
182,69,,0 days 00:10:31.457000,00:10:31.457000
183,56,1.0,0 days 01:28:12.438000,01:28:12.438000
183,14,2.0,0 days 01:28:12.751000,01:28:12.751000
183,57,3.0,0 days 01:28:34.720000,01:28:34.720000
183,49,4.0,0 days 01:29:05.241000,01:29:05.241000
183,25,5.0,0 days 01:29:18.796000,01:29:18.796000
183,64,6.0,0 days 01:29:23.371000,01:29:23.371000
183,15,7.0,0 days 01:28:28.541000,01:28:28.541000
183,71,8.0,0 days 01:28:29.690000,01:28:29.690000
183,63,9.0,0 days 01:28:35.747000,01:28:35.747000
183,44,10.0,0 days 01:28:40.035000,01:28:40.035000
183,48,11.0,0 days 01:29:25.126000,01:29:25.126000
183,21,12.0,0 days 01:25:51.478000,01:25:51.478000
183,69,13.0,0 days 01:28:58.188000,01:28:58.188000
183,65,14.0,0 days 01:29:20.589000,01:29:20.589000
183,41,15.0,0 days 01:19:59.481000,01:19:59.481000
183,22,,0 days 01:09:00.915000,01:09:00.915000
183,23,,0 days 00:10:27.914000,00:10:27.914000
183,35,,0 days 00:43:20.616000,00:43:20.616000
183,37,,0 days 00:49:06.267000,00:49:06.267000
183,55,,0 days 01:01:43.944000,01:01:43.944000
183,68,,0 days 00:32:08.513000,00:32:08.513000
183,70,,0 days 00:44:38.464000,00:44:38.464000
184,56,1.0,0 days 01:21:58.594000,01:21:58.594000
184,63,2.0,0 days 01:21:59.601000,01:21:59.601000
184,49,3.0,0 days 01:22:03.789000,01:22:03.789000
184,23,4.0,0 days 01:22:11.403000,01:22:11.403000
184,14,5.0,0 days 01:22:15.417000,01:22:15.417000
184,44,6.0,0 days 01:22:28.473000,01:22:28.473000
184,25,7.0,0 days 01:22:31.927000,01:22:31.927000
184,55,8.0,0 days 01:23:09.885000,01:23:09.885000
184,48,9.0,0 days 01:23:46.912000,01:23:46.912000
184,69,10.0,0 days 01:22:14.172000,01:22:14.172000
184,65,11.0,0 days 01:13:24.080000,01:13:24.080000
184,15,,0 days 00:18:31.216000,00:18:31.216000
184,21,,0 days 00:13:28.949000,00:13:28.949000
184,22,,0 days 00:11:40.013000,00:11:40.013000
184,37,,0 days 01:09:06.285000,01:09:06.285000
184,41,,0 days 00:37:31.649000,00:37:31.649000
184,57,,0 days 00:45:42.026000,00:45:42.026000
184,68,,0 days 00:28:05.722000,00:28:05.722000
184,70,,0 days 00:39:13.929000,00:39:13.929000
184,71,,0 days 00:24:08.309000,00:24:08.309000
185,57,1.0,0 days 01:46:23.536000,01:46:23.536000
185,14,2.0,0 days 01:46:33.242000,01:46:33.242000
185,56,3.0,0 days 01:46:50.764000,01:46:50.764000
185,49,4.0,0 days 01:46:55.351000,01:46:55.351000
185,22,5.0,0 days 01:47:07.344000,01:47:07.344000
185,71,6.0,0 days 01:47:19.262000,01:47:19.262000
185,25,7.0,0 days 01:47:24.548000,01:47:24.548000
185,15,8.0,0 days 01:46:44.214000,01:46:44.214000
185,23,9.0,0 days 01:46:53.291000,01:46:53.291000
185,44,10.0,0 days 01:47:06.627000,01:47:06.627000
185,65,11.0,0 days 01:47:29.749000,01:47:29.749000
185,63,12.0,0 days 01:46:28.728000,01:46:28.728000
185,41,13.0,0 days 01:46:29.795000,01:46:29.795000
185,69,14.0,0 days 01:46:50.082000,01:46:50.082000
185,37,15.0,0 days 01:46:58.088000,01:46:58.088000
185,55,16.0,0 days 01:43:41.491000,01:43:41.491000
185,48,17.0,0 days 01:46:56.006000,01:46:56.006000
185,21,,0 days 01:12:25.466000,01:12:25.466000
185,35,,0 days 01:25:06.732000,01:25:06.732000
185,64,,0 days 00:26:38.035000,00:26:38.035000
185,68,,0 days 00:38:08.726000,00:38:08.726000
185,70,,0 days 00:14:46.099000,00:14:46.099000
186,14,1.0,0 days 01:25:43.057000,01:25:43.057000
186,57,2.0,0 days 01:25:53.526000,01:25:53.526000
186,49,3.0,0 days 01:26:16.490000,01:26:16.490000
186,56,4.0,0 days 01:26:28.005000,01:26:28.005000
186,23,5.0,0 days 01:26:31.124000,01:26:31.124000
186,71,6.0,0 days 01:26:37.973000,01:26:37.973000
186,63,7.0,0 days 01:26:39.306000,01:26:39.306000
186,70,8.0,0 days 01:26:50.079000,01:26:50.079000
186,55,9.0,0 days 01:26:56.905000,01:26:56.905000
186,22,10.0,0 days 01:27:03.799000,01:27:03.799000
186,21,11.0,0 days 01:27:15.252000,01:27:15.252000
186,15,12.0,0 days 01:27:19.211000,01:27:19.211000
186,44,13.0,0 days 01:27:24.600000,01:27:24.600000
186,25,14.0,0 days 01:27:40.802000,01:27:40.802000
186,35,15.0,0 days 01:25:49.704000,01:25:49.704000
186,48,16.0,0 days 01:26:19.557000,01:26:19.557000
186,37,,0 days 01:11:10.106000,01:11:10.106000
186,41,,0 days 01:09:36.945000,01:09:36.945000
186,64,,0 days 00:38:23.423000,00:38:23.423000
186,65,,0 days 00:53:52.572000,00:53:52.572000
186,69,,0 days 01:06:31.749000,01:06:31.749000
187,49,1.0,0 days 01:17:02.923000,01:17:02.923000
187,23,2.0,0 days 01:17:06.195000,01:17:06.195000
187,63,3.0,0 days 01:17:14.855000,01:17:14.855000
187,22,4.0,0 days 01:17:20.553000,01:17:20.553000
187,14,5.0,0 days 01:17:21.065000,01:17:21.065000
187,56,6.0,0 days 01:17:30.325000,01:17:30.325000
187,70,7.0,0 days 01:17:30.970000,01:17:30.970000
187,35,8.0,0 days 01:17:44.720000,01:17:44.720000
187,55,9.0,0 days 01:17:45.121000,01:17:45.121000
187,71,10.0,0 days 01:17:59.182000,01:17:59.182000
187,44,11.0,0 days 01:16:30.578000,01:16:30.578000
187,15,,0 days 00:43:24.331000,00:43:24.331000
187,21,,0 days 00:01:40.305000,00:01:40.305000
187,25,,0 days 00:16:50.151000,00:16:50.151000
187,37,,0 days 00:56:20.419000,00:56:20.419000
187,41,,0 days 00:37:38.129000,00:37:38.129000
187,57,,0 days 00:42:03.100000,00:42:03.100000
187,64,,0 days 00:01:39.370000,00:01:39.370000
187,65,,0 days 00:59:02.501000,00:59:02.501000
187,68,,0 days 00:54:16.201000,00:54:16.201000
187,69,,0 days 00:34:39.233000,00:34:39.233000
188,65,1.0,0 days 01:41:54.314000,01:41:54.314000
188,15,2.0,0 days 01:42:16.933000,01:42:16.933000
188,22,3.0,0 days 01:42:17.180000,01:42:17.180000
188,23,4.0,0 days 01:42:33.822000,01:42:33.822000
188,57,5.0,0 days 01:42:57.264000,01:42:57.264000
188,48,6.0,0 days 01:42:59.468000,01:42:59.468000
188,56,7.0,0 days 01:43:00.997000,01:43:00.997000
188,41,8.0,0 days 01:42:08.914000,01:42:08.914000
188,44,9.0,0 days 01:42:18.099000,01:42:18.099000
188,35,10.0,0 days 01:35:55.300000,01:35:55.300000
188,14,,0 days 00:57:09.682000,00:57:09.682000
188,21,,0 days 01:15:30.379000,01:15:30.379000
188,37,,0 days 01:25:36.308000,01:25:36.308000
188,49,,0 days 00:49:22.232000,00:49:22.232000
188,55,,0 days 00:54:59.537000,00:54:59.537000
188,63,,0 days 01:12:43.287000,01:12:43.287000
188,68,,0 days 01:09:22.026000,01:09:22.026000
188,69,,0 days 01:24:11.281000,01:24:11.281000
188,70,,0 days 00:18:28.092000,00:18:28.092000
189,56,1.0,0 days 01:36:38.494000,01:36:38.494000
189,30,2.0,0 days 01:36:39.534000,01:36:39.534000
189,57,3.0,0 days 01:36:48.237000,01:36:48.237000
189,65,4.0,0 days 01:36:56.032000,01:36:56.032000
189,22,5.0,0 days 01:37:10.790000,01:37:10.790000
189,49,6.0,0 days 01:37:13.378000,01:37:13.378000
189,55,7.0,0 days 01:37:32.902000,01:37:32.902000
189,25,8.0,0 days 01:37:39.428000,01:37:39.428000
189,48,9.0,0 days 01:37:10.056000,01:37:10.056000
189,70,10.0,0 days 01:37:36.473000,01:37:36.473000
189,21,11.0,0 days 01:38:14.562000,01:38:14.562000
189,14,,0 days 00:24:20.803000,00:24:20.803000
189,23,,0 days 00:12:35.780000,00:12:35.780000
189,35,,0 days 01:24:10.789000,01:24:10.789000
189,37,,0 days 00:53:36.763000,00:53:36.763000
189,41,,0 days 00:11:04.410000,00:11:04.410000
189,44,,0 days 00:09:14.074000,00:09:14.074000
189,64,,0 days 01:17:06.378000,01:17:06.378000
189,68,,0 days 00:15:22.101000,00:15:22.101000
189,69,,0 days 00:28:53.229000,00:28:53.229000
190,57,1.0,0 days 01:31:18.785000,01:31:18.785000
190,30,2.0,0 days 01:31:23.800000,01:31:23.800000
190,56,3.0,0 days 01:32:54.473000,01:32:54.473000
190,49,4.0,0 days 01:32:57.420000,01:32:57.420000
190,23,5.0,0 days 01:32:58.279000,01:32:58.279000
190,55,6.0,0 days 01:31:31.101000,01:31:31.101000
190,65,7.0,0 days 01:31:33.352000,01:31:33.352000
190,22,8.0,0 days 01:31:34.255000,01:31:34.255000
190,35,9.0,0 days 01:31:46.116000,01:31:46.116000
190,25,10.0,0 days 01:31:55.310000,01:31:55.310000
190,64,11.0,0 days 01:32:16.261000,01:32:16.261000
190,41,12.0,0 days 01:32:44.136000,01:32:44.136000
190,37,13.0,0 days 01:31:39.478000,01:31:39.478000
190,21,14.0,0 days 01:23:50.733000,01:23:50.733000
190,14,,0 days 01:09:15.879000,01:09:15.879000
190,15,,0 days 00:05:22.709000,00:05:22.709000
190,44,,0 days 00:33:48.473000,00:33:48.473000
190,48,,0 days 00:55:30.367000,00:55:30.367000
190,68,,0 days 01:18:01.322000,01:18:01.322000
190,69,,0 days 01:18:30.595000,01:18:30.595000
190,71,,0 days 00:38:00.930000,00:38:00.930000
191,57,1.0,0 days 01:31:45.996000,01:31:45.996000
191,14,2.0,0 days 01:31:46.698000,01:31:46.698000
191,49,3.0,0 days 01:31:54.664000,01:31:54.664000
191,56,4.0,0 days 01:31:55.743000,01:31:55.743000
191,35,5.0,0 days 01:32:30.546000,01:32:30.546000
191,65,6.0,0 days 01:32:30.970000,01:32:30.970000
191,25,7.0,0 days 01:32:33.611000,01:32:33.611000
191,71,8.0,0 days 01:32:34.894000,01:32:34.894000
191,44,9.0,0 days 01:32:52.446000,01:32:52.446000
191,15,,0 days 00:42:09.936000,00:42:09.936000
191,21,,0 days 01:09:59.474000,01:09:59.474000
191,23,,0 days 00:01:50.966000,00:01:50.966000
191,30,,0 days 00:08:11.356000,00:08:11.356000
191,55,,0 days 01:07:01.687000,01:07:01.687000
191,63,,0 days 00:37:53.019000,00:37:53.019000
191,64,,0 days 00:03:36.184000,00:03:36.184000
191,68,,0 days 00:01:53.124000,00:01:53.124000
191,73,,0 days 00:45:46.499000,00:45:46.499000
191,74,,0 days 00:37:30.400000,00:37:30.400000
191,75,,0 days 00:15:14.323000,00:15:14.323000
191,76,,0 days 00:01:52.353000,00:01:52.353000
192,57,1.0,0 days 01:37:11.747000,01:37:11.747000
192,14,2.0,0 days 01:37:12.849000,01:37:12.849000
192,30,3.0,0 days 01:38:12.298000,01:38:12.298000
192,25,4.0,0 days 01:38:19.200000,01:38:19.200000
192,49,5.0,0 days 01:37:14.445000,01:37:14.445000
192,21,6.0,0 days 01:37:19.574000,01:37:19.574000
192,35,7.0,0 days 01:37:23.653000,01:37:23.653000
192,56,8.0,0 days 01:37:28.185000,01:37:28.185000
192,55,9.0,0 days 01:37:42.228000,01:37:42.228000
192,76,10.0,0 days 01:37:41.720000,01:37:41.720000
192,65,11.0,0 days 01:33:34.057000,01:33:34.057000
192,15,,0 days 00:24:12.504000,00:24:12.504000
192,22,,0 days 01:17:53.752000,01:17:53.752000
192,44,,0 days 01:26:54.370000,01:26:54.370000
192,63,,0 days 00:25:30.109000,00:25:30.109000
192,64,,0 days 00:36:48.705000,00:36:48.705000
192,68,,0 days 00:26:47.341000,00:26:47.341000
192,71,,0 days 01:37:29.653000,01:37:29.653000
192,73,,0 days 01:14:42.182000,01:14:42.182000
192,74,,0 days 01:02:41.597000,01:02:41.597000
