RACEID,DRIVERID,POSITION,FINISH_TIME_INT_SEC,FINISH_TIME_STR
222,35,,0 days 01:30:28.221000,01:30:28.221000
222,44,,0 days 01:02:11.742000,01:02:11.742000
222,58,,0 days 01:20:40.463000,01:20:40.463000
222,63,,0 days 01:20:47.783000,01:20:47.783000
222,75,,0 days 00:39:59.153000,00:39:59.153000
222,76,,0 days 00:05:21.162000,00:05:21.162000
222,79,,0 days 00:14:12.265000,00:14:12.265000
223,57,1.0,0 days 01:38:57.771000,01:38:57.771000
223,14,2.0,0 days 01:38:59.426000,01:38:59.426000
223,35,3.0,0 days 01:38:59.573000,01:38:59.573000
223,77,4.0,0 days 01:38:59.690000,01:38:59.690000
223,56,5.0,0 days 01:39:01.561000,01:39:01.561000
223,49,6.0,0 days 01:39:02.309000,01:39:02.309000
223,44,7.0,0 days 01:40:04.916000,01:40:04.916000
223,65,8.0,0 days 01:40:10.732000,01:40:10.732000
223,76,9.0,0 days 01:40:15.258000,01:40:15.258000
223,75,10.0,0 days 01:40:15.986000,01:40:15.986000
223,21,11.0,0 days 01:39:05.717000,01:39:05.717000
223,63,12.0,0 days 01:39:15.015000,01:39:15.015000
223,55,13.0,0 days 01:39:15.717000,01:39:15.717000
223,82,14.0,0 days 01:39:45.615000,01:39:45.615000
223,58,15.0,0 days 01:39:56.704000,01:39:56.704000
223,50,16.0,0 days 01:40:06.200000,01:40:06.200000
223,79,17.0,0 days 01:40:06.894000,01:40:06.894000
223,22,,0 days 00:43:46.505000,00:43:46.505000
223,23,,0 days 01:04:37.170000,01:04:37.170000
223,30,,0 days 01:07:10.086000,01:07:10.086000
223,64,,0 days 00:16:08.083000,00:16:08.083000
223,71,,0 days 01:07:51.109000,01:07:51.109000
224,71,1.0,0 days 01:32:50.491000,01:32:50.491000
224,35,2.0,0 days 01:33:28.511000,01:33:28.511000
224,56,3.0,0 days 01:33:53.062000,01:33:53.062000
224,77,4.0,0 days 01:34:07.528000,01:34:07.528000
224,57,5.0,0 days 01:34:25.562000,01:34:25.562000
224,63,6.0,0 days 01:33:03.181000,01:33:03.181000
224,44,7.0,0 days 01:33:14.468000,01:33:14.468000
224,49,8.0,0 days 01:33:29.436000,01:33:29.436000
224,73,9.0,0 days 01:33:21.629000,01:33:21.629000
224,64,10.0,0 days 01:33:25.689000,01:33:25.689000
224,79,11.0,0 days 01:32:51.827000,01:32:51.827000
224,14,,0 days 00:39:55.145000,00:39:55.145000
224,21,,0 days 00:54:09.621000,00:54:09.621000
224,22,,0 days 00:47:25.412000,00:47:25.412000
224,30,,0 days 00:53:01.667000,00:53:01.667000
224,50,,0 days 00:25:10.462000,00:25:10.462000
224,55,,0 days 00:14:36.293000,00:14:36.293000
224,83,,0 days 01:15:38.628000,01:15:38.628000
224,84,,0 days 00:01:56.481000,00:01:56.481000
225,71,1.0,0 days 01:49:52.976000,01:49:52.976000
225,55,2.0,0 days 01:50:10.958000,01:50:10.958000
225,30,3.0,0 days 01:50:00.569000,01:50:00.569000
225,57,4.0,0 days 01:50:16.044000,01:50:16.044000
225,63,5.0,0 days 01:50:26.315000,01:50:26.315000
225,44,6.0,0 days 01:50:34.031000,01:50:34.031000
225,56,7.0,0 days 01:51:11.438000,01:51:11.438000
225,64,8.0,0 days 01:50:27.806000,01:50:27.806000
225,79,9.0,0 days 01:51:00.929000,01:51:00.929000
225,83,10.0,0 days 01:50:02.877000,01:50:02.877000
225,69,11.0,0 days 01:50:52.957000,01:50:52.957000
225,84,12.0,0 days 01:42:35.270000,01:42:35.270000
225,14,,0 days 00:49:44.962000,00:49:44.962000
225,22,,0 days 01:34:39.790000,01:34:39.790000
225,35,,0 days 00:43:16.173000,00:43:16.173000
225,49,,0 days 01:00:37.220000,01:00:37.220000
225,50,,0 days 00:32:31.765000,00:32:31.765000
225,65,,0 days 00:48:35.861000,00:48:35.861000
225,73,,0 days 00:40:46.168000,00:40:46.168000
225,77,,0 days 00:44:36.141000,00:44:36.141000
225,85,,0 days 00:46:48.822000,00:46:48.822000
226,71,1.0,0 days 01:54:55.322000,01:54:55.322000
226,35,2.0,0 days 01:55:07.489000,01:55:07.489000
226,55,3.0,0 days 01:55:10.076000,01:55:10.076000
226,22,4.0,0 days 01:55:50.453000,01:55:50.453000
226,56,5.0,0 days 01:56:00.313000,01:56:00.313000
226,50,6.0,0 days 01:56:04.235000,01:56:04.235000
226,14,7.0,0 days 01:56:08.722000,01:56:08.722000
226,44,8.0,0 days 01:56:09.617000,01:56:09.617000
226,65,9.0,0 days 01:56:20.691000,01:56:20.691000
226,85,10.0,0 days 01:55:36.450000,01:55:36.450000
226,30,,0 days 01:15:58.365000,01:15:58.365000
226,49,,0 days 00:53:58.868000,00:53:58.868000
226,57,,0 days 00:29:48.247000,00:29:48.247000
226,58,,0 days 00:55:41.181000,00:55:41.181000
226,63,,0 days 01:15:53.222000,01:15:53.222000
226,64,,0 days 00:46:11.376000,00:46:11.376000
226,69,,0 days 00:39:28.401000,00:39:28.401000
226,73,,0 days 00:38:52.547000,00:38:52.547000
226,77,,0 days 01:30:49.416000,01:30:49.416000
226,79,,0 days 00:44:17.533000,00:44:17.533000
226,83,,0 days 01:05:18.713000,01:05:18.713000
226,84,,0 days 00:57:25.220000,00:57:25.220000
227,35,1.0,0 days 01:33:26.473000,01:33:26.473000
227,30,2.0,0 days 01:33:27.235000,01:33:27.235000
227,14,3.0,0 days 01:33:59.307000,01:33:59.307000
227,71,4.0,0 days 01:33:59.984000,01:33:59.984000
227,22,5.0,0 days 01:34:00.186000,01:34:00.186000
227,84,6.0,0 days 01:34:22.040000,01:34:22.040000
227,65,7.0,0 days 01:34:44.500000,01:34:44.500000
227,57,8.0,0 days 01:34:44.911000,01:34:44.911000
227,77,9.0,0 days 01:34:47.534000,01:34:47.534000
227,64,10.0,0 days 01:34:36.937000,01:34:36.937000
227,73,11.0,0 days 01:33:33.929000,01:33:33.929000
227,83,12.0,0 days 01:34:03.416000,01:34:03.416000
227,21,13.0,0 days 01:34:25.170000,01:34:25.170000
227,44,,0 days 00:08:56.257000,00:08:56.257000
227,49,,0 days 01:24:13.057000,01:24:13.057000
227,50,,0 days 00:53:45.847000,00:53:45.847000
227,55,,0 days 00:01:36.595000,00:01:36.595000
227,56,,0 days 00:08:59.979000,00:08:59.979000
227,63,,0 days 01:33:36.379000,01:33:36.379000
227,79,,0 days 01:33:31.599000,01:33:31.599000
228,71,1.0,0 days 01:35:26.156000,01:35:26.156000
228,30,2.0,0 days 01:35:42.616000,01:35:42.616000
228,77,3.0,0 days 01:36:13.047000,01:36:13.047000
228,56,4.0,0 days 01:36:27.739000,01:36:27.739000
228,22,5.0,0 days 01:36:44.646000,01:36:44.646000
228,55,6.0,0 days 01:35:43.597000,01:35:43.597000
228,64,7.0,0 days 01:36:33.333000,01:36:33.333000
228,57,8.0,0 days 01:34:49.164000,01:34:49.164000
228,83,9.0,0 days 01:36:59.418000,01:36:59.418000
228,69,10.0,0 days 01:36:10.706000,01:36:10.706000
228,35,11.0,0 days 01:27:49.134000,01:27:49.134000
228,14,,0 days 01:07:28.028000,01:07:28.028000
228,21,,0 days 00:47:17.729000,00:47:17.729000
228,44,,0 days 01:23:53.084000,01:23:53.084000
228,49,,0 days 00:49:29.792000,00:49:29.792000
228,50,,0 days 00:58:47.645000,00:58:47.645000
228,63,,0 days 00:35:17.317000,00:35:17.317000
228,65,,0 days 00:41:58.624000,00:41:58.624000
228,73,,0 days 01:03:03.590000,01:03:03.590000
228,79,,0 days 01:09:43.583000,01:09:43.583000
228,84,,0 days 00:55:52.088000,00:55:52.088000
229,44,1.0,0 days 02:00:45.629000,02:00:45.629000
229,14,2.0,0 days 02:00:50.457000,02:00:50.457000
229,65,3.0,0 days 02:01:23.132000,02:01:23.132000
229,49,4.0,0 days 02:00:21.273000,02:00:21.273000
229,63,5.0,0 days 01:53:46.846000,01:53:46.846000
229,57,6.0,0 days 01:53:47.447000,01:53:47.447000
229,56,7.0,0 days 01:53:39.376000,01:53:39.376000
229,35,,0 days 01:47:52.231000,01:47:52.231000
229,55,,0 days 01:39:09.794000,01:39:09.794000
229,64,,0 days 00:10:13.641000,00:10:13.641000
229,69,,0 days 01:47:49.602000,01:47:49.602000
229,71,,0 days 01:08:45.211000,01:08:45.211000
229,73,,0 days 00:06:17.474000,00:06:17.474000
229,77,,0 days 00:16:56.315000,00:16:56.315000
229,79,,0 days 00:04:09.023000,00:04:09.023000
229,84,,0 days 00:54:53.091000,00:54:53.091000
230,30,1.0,0 days 01:59:49.307000,01:59:49.307000
230,55,2.0,0 days 02:00:34.609000,02:00:34.609000
230,35,3.0,0 days 02:00:37.695000,02:00:37.695000
230,49,4.0,0 days 02:00:05.321000,02:00:05.321000
230,57,5.0,0 days 02:00:57.086000,02:00:57.086000
230,64,6.0,0 days 02:00:33.439000,02:00:33.439000
230,21,,0 days 00:03:03.566000,00:03:03.566000
230,22,,0 days 01:24:42.485000,01:24:42.485000
230,44,,0 days 00:02:28.270000,00:02:28.270000
230,50,,0 days 01:28:15.544000,01:28:15.544000
230,56,,0 days 00:01:59.611000,00:01:59.611000
230,63,,0 days 00:33:09.939000,00:33:09.939000
230,65,,0 days 00:37:45.143000,00:37:45.143000
230,71,,0 days 00:19:09.100000,00:19:09.100000
230,77,,0 days 01:22:28.906000,01:22:28.906000
230,79,,0 days 00:16:25.850000,00:16:25.850000
230,84,,0 days 00:32:15.272000,00:32:15.272000
231,71,1.0,0 days 01:36:03.465000,01:36:03.465000
231,35,2.0,0 days 01:36:07.648000,01:36:07.648000
231,55,3.0,0 days 01:36:58.121000,01:36:58.121000
231,14,4.0,0 days 01:37:07.138000,01:37:07.138000
231,57,5.0,0 days 01:36:19.585000,01:36:19.585000
231,84,6.0,0 days 01:36:36.934000,01:36:36.934000
231,65,7.0,0 days 01:36:55.183000,01:36:55.183000
231,21,8.0,0 days 01:36:44.064000,01:36:44.064000
231,22,,0 days 00:32:15.456000,00:32:15.456000
231,30,,0 days 00:58:48.775000,00:58:48.775000
231,44,,0 days 00:55:34.034000,00:55:34.034000
231,49,,0 days 00:27:04.487000,00:27:04.487000
231,50,,0 days 00:14:29.374000,00:14:29.374000
231,56,,0 days 00:01:33.016000,00:01:33.016000
231,63,,0 days 00:55:46.037000,00:55:46.037000
231,64,,0 days 00:54:39.463000,00:54:39.463000
231,69,,0 days 01:05:00.761000,01:05:00.761000
231,73,,0 days 00:08:57.730000,00:08:57.730000
231,77,,0 days 00:59:18.275000,00:59:18.275000
231,79,,0 days 00:08:58.049000,00:08:58.049000
231,83,,0 days 01:03:53.098000,01:03:53.098000
231,85,,0 days 00:32:46.448000,00:32:46.448000
232,71,1.0,0 days 01:36:28.795000,01:36:28.795000
232,35,2.0,0 days 01:36:36.922000,01:36:36.922000
232,55,3.0,0 days 01:37:15.237000,01:37:15.237000
232,77,4.0,0 days 01:37:15.654000,01:37:15.654000
232,57,5.0,0 days 01:37:31.569000,01:37:31.569000
232,14,6.0,0 days 01:36:30.673000,01:36:30.673000
232,44,7.0,0 days 01:36:48.120000,01:36:48.120000
232,84,8.0,0 days 01:37:07.503000,01:37:07.503000
232,22,9.0,0 days 01:37:24.841000,01:37:24.841000
232,63,10.0,0 days 01:36:52.589000,01:36:52.589000
232,73,11.0,0 days 01:37:00.175000,01:37:00.175000
232,83,12.0,0 days 01:37:47.135000,01:37:47.135000
232,21,,0 days 00:02:56.966000,00:02:56.966000
232,49,,0 days 01:17:14.237000,01:17:14.237000
232,50,,0 days 00:13:45.594000,00:13:45.594000
232,56,,0 days 00:07:25.944000,00:07:25.944000
232,64,,0 days 00:38:24.988000,00:38:24.988000
232,65,,0 days 01:37:43.573000,01:37:43.573000
232,69,,0 days 00:40:52.596000,00:40:52.596000
232,79,,0 days 00:45:50.275000,00:45:50.275000
232,85,,0 days 00:02:58.741000,00:02:58.741000
233,35,1.0,0 days 01:33:00.874000,01:33:00.874000
233,77,2.0,0 days 01:33:19.900000,01:33:19.900000
233,57,3.0,0 days 01:33:51.704000,01:33:51.704000
233,22,4.0,0 days 01:34:07.590000,01:34:07.590000
233,14,5.0,0 days 01:34:23.381000,01:34:23.381000
233,84,6.0,0 days 01:33:17.786000,01:33:17.786000
233,63,7.0,0 days 01:33:38.262000,01:33:38.262000
233,49,8.0,0 days 01:33:59.701000,01:33:59.701000
233,65,9.0,0 days 01:34:00.496000,01:34:00.496000
233,50,10.0,0 days 01:34:05.550000,01:34:05.550000
233,21,11.0,0 days 01:34:04.161000,01:34:04.161000
233,30,,0 days 00:06:23.366000,00:06:23.366000
233,44,,0 days 01:04:28.411000,01:04:28.411000
233,55,,0 days 01:07:48.256000,01:07:48.256000
233,56,,0 days 00:07:49.764000,00:07:49.764000
233,64,,0 days 01:00:32.126000,01:00:32.126000
233,71,,0 days 00:39:37.188000,00:39:37.188000
233,73,,0 days 00:20:39.965000,00:20:39.965000
233,79,,0 days 00:19:04.183000,00:19:04.183000
233,83,,0 days 00:33:35.792000,00:33:35.792000
234,71,1.0,0 days 01:21:43.417000,01:21:43.417000
234,55,2.0,0 days 01:21:54.869000,01:21:54.869000
234,35,3.0,0 days 01:22:17.343000,01:22:17.343000
234,30,4.0,0 days 01:22:24.934000,01:22:24.934000
234,14,5.0,0 days 01:22:25.613000,01:22:25.613000
234,22,6.0,0 days 01:23:25.516000,01:23:25.516000
234,44,7.0,0 days 01:23:27.329000,01:23:27.329000
234,49,8.0,0 days 01:21:50.766000,01:21:50.766000
234,63,9.0,0 days 01:22:22.768000,01:22:22.768000
234,84,10.0,0 days 01:23:04.252000,01:23:04.252000
234,73,11.0,0 days 01:23:23.171000,01:23:23.171000
234,83,12.0,0 days 01:22:08.733000,01:22:08.733000
234,77,13.0,0 days 01:16:16.813000,01:16:16.813000
234,56,,0 days 01:02:43.150000,01:02:43.150000
234,57,,0 days 00:23:49.896000,00:23:49.896000
234,64,,0 days 00:35:08.010000,00:35:08.010000
234,65,,0 days 00:49:58.288000,00:49:58.288000
234,79,,0 days 00:35:36.498000,00:35:36.498000
235,35,1.0,0 days 01:46:21.047000,01:46:21.047000
235,71,2.0,0 days 01:46:21.908000,01:46:21.908000
235,55,3.0,0 days 01:47:45.351000,01:47:45.351000
235,57,4.0,0 days 01:46:43.538000,01:46:43.538000
235,44,5.0,0 days 01:47:40.393000,01:47:40.393000
235,22,6.0,0 days 01:46:34.472000,01:46:34.472000
235,79,7.0,0 days 01:46:49.857000,01:46:49.857000
235,73,8.0,0 days 01:47:07.368000,01:47:07.368000
235,30,9.0,0 days 01:37:31.955000,01:37:31.955000
235,86,10.0,0 days 01:41:38.930000,01:41:38.930000
235,14,,0 days 00:32:10.542000,00:32:10.542000
235,49,,0 days 01:11:28.992000,01:11:28.992000
235,50,,0 days 00:14:19.120000,00:14:19.120000
235,56,,0 days 00:43:29.942000,00:43:29.942000
235,64,,0 days 00:01:40.435000,00:01:40.435000
235,65,,0 days 00:49:06.578000,00:49:06.578000
235,77,,0 days 01:29:24.420000,01:29:24.420000
235,83,,0 days 00:34:52.351000,00:34:52.351000
235,84,,0 days 00:07:14.543000,00:07:14.543000
236,30,1.0,0 days 01:28:15.125000,01:28:15.125000
236,35,2.0,0 days 01:28:20.727000,01:28:20.727000
236,57,3.0,0 days 01:28:30.835000,01:28:30.835000
236,55,4.0,0 days 01:28:34.250000,01:28:34.250000
236,71,5.0,0 days 01:28:44.304000,01:28:44.304000
236,77,6.0,0 days 01:28:45.021000,01:28:45.021000
236,63,7.0,0 days 01:29:15.879000,01:29:15.879000
236,79,8.0,0 days 01:29:55.352000,01:29:55.352000
236,73,9.0,0 days 01:28:21.974000,01:28:21.974000
236,83,10.0,0 days 01:28:39.042000,01:28:39.042000
236,14,,0 days 01:15:19.813000,01:15:19.813000
236,22,,0 days 01:04:33.694000,01:04:33.694000
236,50,,0 days 00:22:00.285000,00:22:00.285000
236,56,,0 days 01:00:17.505000,01:00:17.505000
236,64,,0 days 00:46:43.572000,00:46:43.572000
236,84,,0 days 01:10:36.582000,01:10:36.582000
237,30,1.0,0 days 01:17:43.632000,01:17:43.632000
237,55,2.0,0 days 01:18:01.897000,01:18:01.897000
237,57,3.0,0 days 01:18:50.267000,01:18:50.267000
237,84,4.0,0 days 01:19:08.849000,01:19:08.849000
237,22,5.0,0 days 01:19:09.107000,01:19:09.107000
237,64,6.0,0 days 01:17:56.927000,01:17:56.927000
237,35,7.0,0 days 01:18:14.701000,01:18:14.701000
237,50,8.0,0 days 01:18:40.215000,01:18:40.215000
237,65,9.0,0 days 01:16:29.260000,01:16:29.260000
237,79,10.0,0 days 01:19:12.208000,01:19:12.208000
237,14,,0 days 00:01:38.080000,00:01:38.080000
237,44,,0 days 00:03:17.597000,00:03:17.597000
237,49,,0 days 00:10:44.882000,00:10:44.882000
237,56,,0 days 00:34:06.489000,00:34:06.489000
237,63,,0 days 00:13:48.113000,00:13:48.113000
237,71,,0 days 00:07:29.033000,00:07:29.033000
237,73,,0 days 00:55:39.474000,00:55:39.474000
237,77,,0 days 00:06:09.134000,00:06:09.134000
237,83,,0 days 00:18:46.809000,00:18:46.809000
237,86,,0 days 00:08:05.980000,00:08:05.980000
238,35,1.0,0 days 01:40:22.915000,01:40:22.915000
238,71,2.0,0 days 01:40:42.881000,01:40:42.881000
238,30,3.0,0 days 01:41:16.680000,01:41:16.680000
238,55,4.0,0 days 01:41:18.024000,01:41:18.024000
238,56,5.0,0 days 01:41:50.304000,01:41:50.304000
238,77,6.0,0 days 01:41:56.056000,01:41:56.056000
238,49,7.0,0 days 01:41:13.769000,01:41:13.769000
238,65,8.0,0 days 01:41:17.057000,01:41:17.057000
238,84,9.0,0 days 01:41:21.217000,01:41:21.217000
238,44,10.0,0 days 01:41:34.267000,01:41:34.267000
238,63,11.0,0 days 01:41:37.838000,01:41:37.838000
238,79,12.0,0 days 01:40:50.550000,01:40:50.550000
238,14,13.0,0 days 01:41:24.157000,01:41:24.157000
238,73,14.0,0 days 01:40:44.958000,01:40:44.958000
238,86,15.0,0 days 01:40:33.410000,01:40:33.410000
238,83,16.0,0 days 01:41:05.173000,01:41:05.173000
238,22,,0 days 01:00:05.914000,01:00:05.914000
238,50,,0 days 01:09:25.225000,01:09:25.225000
238,57,,0 days 01:16:38.418000,01:16:38.418000
238,64,,0 days 01:09:16.185000,01:09:16.185000
239,71,1.0,0 days 01:32:33.791000,01:32:33.791000
239,30,2.0,0 days 01:32:35.674000,01:32:35.674000
239,57,3.0,0 days 01:32:37.003000,01:32:37.003000
239,77,4.0,0 days 01:33:00.317000,01:33:00.317000
239,84,5.0,0 days 01:33:40.911000,01:33:40.911000
239,49,6.0,0 days 01:33:54.977000,01:33:54.977000
239,44,7.0,0 days 01:33:58.301000,01:33:58.301000
239,14,8.0,0 days 01:33:59.024000,01:33:59.024000
239,22,9.0,0 days 01:34:14.856000,01:34:14.856000
239,65,10.0,0 days 01:34:15.590000,01:34:15.590000
239,50,11.0,0 days 01:33:22.955000,01:33:22.955000
239,83,12.0,0 days 01:32:59.965000,01:32:59.965000
239,73,13.0,0 days 01:33:34.388000,01:33:34.388000
239,35,,0 days 01:04:31.086000,01:04:31.086000
239,56,,0 days 01:10:00.681000,01:10:00.681000
239,63,,0 days 00:36:57.092000,00:36:57.092000
239,64,,0 days 00:23:51.430000,00:23:51.430000
239,79,,0 days 01:08:21.780000,01:08:21.780000
337,4,1.0,0 days 01:39:20.396000,01:39:20.396000
337,13,2.0,0 days 01:39:36.495000,01:39:36.495000
337,1,3.0,0 days 01:39:43.578000,01:39:43.578000
337,20,4.0,0 days 01:39:59.195000,01:39:59.195000
337,3,5.0,0 days 01:40:00.609000,01:40:00.609000
337,30,6.0,0 days 01:40:04.559000,01:40:04.559000
337,18,7.0,0 days 01:40:05.676000,01:40:05.676000
337,17,8.0,0 days 01:40:06.756000,01:40:06.756000
337,24,9.0,0 days 01:40:13.404000,01:40:13.404000
337,22,10.0,0 days 01:40:22.885000,01:40:22.885000
337,9,11.0,0 days 01:40:29.489000,01:40:29.489000
337,16,12.0,0 days 01:40:43.354000,01:40:43.354000
337,153,13.0,0 days 01:40:53.052000,01:40:53.052000
337,807,14.0,0 days 01:40:38.777000,01:40:38.777000
337,5,15.0,0 days 01:39:39.094000,01:39:39.094000
337,67,16.0,0 days 01:34:51.386000,01:34:51.386000
337,15,17.0,0 days 01:39:11.141000,01:39:11.141000
337,10,,0 days 00:34:43.727000,00:34:43.727000
337,37,,0 days 00:58:23.188000,00:58:23.188000
337,155,,0 days 00:23:09.944000,00:23:09.944000
337,808,,0 days 00:27:15.943000,00:27:15.943000
337,810,,0 days 00:04:28.475000,00:04:28.475000
337,811,,0 days 00:38:07.731000,00:38:07.731000
337,812,,0 days 00:02:34.479000,00:02:34.479000
338,18,1.0,0 days 01:33:36.531000,01:33:36.531000
338,9,2.0,0 days 01:33:48.565000,01:33:48.565000
338,13,3.0,0 days 01:33:51.019000,01:33:51.019000
338,4,4.0,0 days 01:33:52.835000,01:33:52.835000
338,3,5.0,0 days 01:33:53.214000,01:33:53.214000
338,1,6.0,0 days 01:34:06.429000,01:34:06.429000
338,24,7.0,0 days 01:34:36.378000,01:34:36.378000
338,22,8.0,0 days 01:34:37.067000,01:34:37.067000
338,17,9.0,0 days 01:34:43.850000,01:34:43.850000
338,30,10.0,0 days 01:34:45.922000,01:34:45.922000
338,153,11.0,0 days 01:34:47.832000,01:34:47.832000
338,37,12.0,0 days 01:34:50.615000,01:34:50.615000
338,5,13.0,0 days 01:34:49.139000,01:34:49.139000
338,812,14.0,0 days 01:33:38.174000,01:33:38.174000
338,10,,0 days 01:11:05.279000,01:11:05.279000
338,16,,0 days 00:18:50.685000,00:18:50.685000
338,20,,0 days 00:43:39.257000,00:43:39.257000
338,808,,0 days 00:19:15.791000,00:19:15.791000
338,810,,0 days 01:05:11.159000,01:05:11.159000
338,811,,0 days 00:10:09.847000,00:10:09.847000
339,20,1.0,0 days 01:33:48.412000,01:33:48.412000
339,17,2.0,0 days 01:33:55.489000,01:33:55.489000
339,3,3.0,0 days 01:34:01.916000,01:34:01.916000
339,9,4.0,0 days 01:34:07.001000,01:34:07.001000
339,16,5.0,0 days 01:34:09.471000,01:34:09.471000
339,1,6.0,0 days 01:34:11.883000,01:34:11.883000
339,13,7.0,0 days 01:34:15.480000,01:34:15.480000
339,18,8.0,0 days 01:34:26.330000,01:34:26.330000
339,153,9.0,0 days 01:34:59.014000,01:34:59.014000
339,807,10.0,0 days 01:35:01.811000,01:35:01.811000
339,67,11.0,0 days 01:35:07.350000,01:35:07.350000
339,22,12.0,0 days 01:34:30.307000,01:34:30.307000
339,4,13.0,0 days 01:31:05.241000,01:31:05.241000
339,810,14.0,0 days 01:35:03.483000,01:35:03.483000
339,812,15.0,0 days 01:35:21.231000,01:35:21.231000
339,811,16.0,0 days 01:34:17.980000,01:34:17.980000
339,15,17.0,0 days 01:34:15.642000,01:34:15.642000
339,5,,0 days 01:30:22.039000,01:30:22.039000
339,10,,0 days 00:03:44.811000,00:03:44.811000
339,24,,0 days 00:23:20.119000,00:23:20.119000
339,30,,0 days 00:15:32.186000,00:15:32.186000
339,155,,0 days 00:13:59.633000,00:13:59.633000
339,808,,0 days 00:55:14.359000,00:55:14.359000
340,18,1.0,0 days 01:46:42.163000,01:46:42.163000
340,1,2.0,0 days 01:46:43.693000,01:46:43.693000
340,3,3.0,0 days 01:46:51.647000,01:46:51.647000
340,4,4.0,0 days 01:46:54.032000,01:46:54.032000
340,9,5.0,0 days 01:47:04.376000,01:47:04.376000
340,20,6.0,0 days 01:47:15.473000,01:47:15.473000
340,808,7.0,0 days 01:47:29.763000,01:47:29.763000
340,17,8.0,0 days 01:47:34.335000,01:47:34.335000
340,13,9.0,0 days 01:47:39.959000,01:47:39.959000
340,30,10.0,0 days 01:47:43.912000,01:47:43.912000
340,16,11.0,0 days 01:47:45.037000,01:47:45.037000
340,22,12.0,0 days 01:47:45.828000,01:47:45.828000
340,153,13.0,0 days 01:47:53.579000,01:47:53.579000
340,5,14.0,0 days 01:47:52.460000,01:47:52.460000
340,807,15.0,0 days 01:48:01.537000,01:48:01.537000
340,811,16.0,0 days 01:48:28.179000,01:48:28.179000
340,812,17.0,0 days 01:47:39.011000,01:47:39.011000
340,15,,0 days 01:05:28.755000,01:05:28.755000
340,37,,0 days 00:14:41.203000,00:14:41.203000
340,810,,0 days 00:31:22.863000,00:31:22.863000
341,17,1.0,0 days 01:35:44.101000,01:35:44.101000
341,4,2.0,0 days 01:36:08.166000,01:36:08.166000
341,20,3.0,0 days 01:36:35.439000,01:36:35.439000
341,30,4.0,0 days 01:36:46.296000,01:36:46.296000
341,18,5.0,0 days 01:36:47.829000,01:36:47.829000
341,13,6.0,0 days 01:36:49.868000,01:36:49.868000
341,16,7.0,0 days 01:36:57.042000,01:36:57.042000
341,9,8.0,0 days 01:36:57.778000,01:36:57.778000
341,22,9.0,0 days 01:36:04.378000,01:36:04.378000
341,153,10.0,0 days 01:36:13.288000,01:36:13.288000
341,808,11.0,0 days 01:36:20.307000,01:36:20.307000
341,155,12.0,0 days 01:36:21.168000,01:36:21.168000
341,3,13.0,0 days 01:36:41.080000,01:36:41.080000
341,1,14.0,0 days 01:32:59.272000,01:32:59.272000
341,24,15.0,0 days 01:35:09.944000,01:35:09.944000
341,807,16.0,0 days 01:35:44.518000,01:35:44.518000
341,15,17.0,0 days 01:37:09.713000,01:37:09.713000
341,10,18.0,0 days 01:37:11.174000,01:37:11.174000
341,810,19.0,0 days 01:37:00.618000,01:37:00.618000
341,37,,0 days 00:29:01.455000,00:29:01.455000
341,67,,0 days 01:03:39.034000,01:03:39.034000
341,812,,0 days 00:42:21.804000,00:42:21.804000
342,17,1.0,0 days 01:50:13.355000,01:50:13.355000
342,20,2.0,0 days 01:50:13.803000,01:50:13.803000
342,9,3.0,0 days 01:50:15.030000,01:50:15.030000
342,13,4.0,0 days 01:50:16.021000,01:50:16.021000
342,1,5.0,0 days 01:50:17.718000,01:50:17.718000
342,4,6.0,0 days 01:50:19.696000,01:50:19.696000
342,3,7.0,0 days 01:50:20.006000,01:50:20.006000
342,16,8.0,0 days 01:50:20.325000,01:50:20.325000
342,24,9.0,0 days 01:50:20.660000,01:50:20.660000
342,67,10.0,0 days 01:50:21.554000,01:50:21.554000
342,153,11.0,0 days 01:50:22.490000,01:50:22.490000
342,30,12.0,0 days 01:50:39.067000,01:50:39.067000
342,808,13.0,0 days 01:41:42.340000,01:41:42.340000
342,812,14.0,0 days 01:38:25.401000,01:38:25.401000
342,15,15.0,0 days 01:38:07.190000,01:38:07.190000
342,5,,0 days 01:22:54.383000,01:22:54.383000
342,10,,0 days 00:33:42.747000,00:33:42.747000
342,18,,0 days 00:03:52.794000,00:03:52.794000
342,22,,0 days 00:44:10.712000,00:44:10.712000
342,37,,0 days 00:31:54.913000,00:31:54.913000
342,155,,0 days 00:38:34.002000,00:38:34.002000
342,810,,0 days 00:35:22.409000,00:35:22.409000
342,811,,0 days 01:22:15.238000,01:22:15.238000
343,1,1.0,0 days 01:28:47.620000,01:28:47.620000
343,18,2.0,0 days 01:28:50.265000,01:28:50.265000
343,17,3.0,0 days 01:29:11.905000,01:29:11.905000
343,30,4.0,0 days 01:29:18.730000,01:29:18.730000
343,3,5.0,0 days 01:29:19.886000,01:29:19.886000
343,9,6.0,0 days 01:29:20.444000,01:29:20.444000
343,13,7.0,0 days 01:29:24.255000,01:29:24.255000
343,4,8.0,0 days 01:29:34.164000,01:29:34.164000
343,16,9.0,0 days 01:29:36.649000,01:29:36.649000
343,155,10.0,0 days 01:29:53.270000,01:29:53.270000
343,37,11.0,0 days 01:29:53.564000,01:29:53.564000
343,153,12.0,0 days 01:29:55.420000,01:29:55.420000
