RACEID,DRIVERID,CONSTRUCTORID,GRID,POSITIONORDER,POINTS,LAPS,FASTESTLAPSPEED,FASTESTLAPTIME,STATUSID,STATUS,POSITION,FINISH_TIME_INT_SEC,FINISH_TIME_STR
1001,843,5,11,14,0.0,43,231.843,1:48.756,11,+1 Lap,14.0,0 days 01:24:12.518000,01:24:12.518000
1001,838,1,18,15,0.0,43,231.418,1:48.956,11,+1 Lap,15.0,0 days 01:24:18.767000,01:24:18.767000
1001,817,9,8,16,0.0,28,230.812,1:49.242,31,Retired,,0 days 00:59:35.967000,00:59:35.967000
1001,8,6,6,17,0.0,8,220.559,1:54.320,23,Brakes,,0 days 00:19:53.263000,00:19:53.263000
1001,844,15,12,18,0.0,0,,,3,Accident,,,
1001,4,1,15,19,0.0,0,,,3,Accident,,,
1001,807,4,20,20,0.0,0,,,3,Accident,,,
1002,1,131,3,1,25.0,53,252.794,1:22.497,1,Finished,1.0,0 days 01:16:54.484000,01:16:54.484000
1002,8,6,1,2,18.0,53,249.713,1:23.515,1,Finished,2.0,0 days 01:17:03.189000,01:17:03.189000
1002,822,131,4,3,15.0,53,251.544,1:22.907,1,Finished,3.0,0 days 01:17:08.550000,01:17:08.550000
1002,20,6,2,4,12.0,53,252.77,1:22.505,1,Finished,4.0,0 days 01:17:10.635000,01:17:10.635000
1002,830,9,5,5,10.0,53,249.432,1:23.609,1,Finished,5.0,0 days 01:17:07.692000,01:17:07.692000
1002,839,10,8,6,8.0,53,247.555,1:24.243,1,Finished,6.0,0 days 01:17:52.245000,01:17:52.245000
1002,815,10,14,7,6.0,53,247.743,1:24.179,1,Finished,7.0,0 days 01:17:53.162000,01:17:53.162000
1002,832,4,7,8,4.0,53,249.671,1:23.529,1,Finished,8.0,0 days 01:18:12.624000,01:18:12.624000
1002,840,3,10,9,2.0,52,248.106,1:24.056,11,+1 Lap,9.0,0 days 01:16:55.225000,01:16:55.225000
1002,845,3,12,10,1.0,52,246.568,1:24.580,11,+1 Lap,10.0,0 days 01:17:00.656000,01:17:00.656000
1002,844,15,15,11,0.0,52,248.959,1:23.768,11,+1 Lap,11.0,0 days 01:17:06.248000,01:17:06.248000
1002,838,1,17,12,0.0,52,246.79,1:24.504,11,+1 Lap,12.0,0 days 01:17:17.195000,01:17:17.195000
1002,807,4,20,13,0.0,52,246.01,1:24.772,11,+1 Lap,13.0,0 days 01:17:18.363000,01:17:18.363000
1002,842,5,9,14,0.0,52,248.097,1:24.059,11,+1 Lap,14.0,0 days 01:17:21.033000,01:17:21.033000
1002,828,15,18,15,0.0,52,246.024,1:24.767,11,+1 Lap,15.0,0 days 01:17:24.148000,01:17:24.148000
1002,825,210,11,16,0.0,52,248.959,1:23.768,11,+1 Lap,16.0,0 days 01:18:18.122000,01:18:18.122000
1002,817,9,19,17,0.0,23,243.369,1:25.692,5,Engine,,0 days 00:35:09.070000,00:35:09.070000
1002,4,1,13,18,0.0,9,244.691,1:25.229,5,Engine,,0 days 00:15:22.829000,00:15:22.829000
1002,843,5,16,19,0.0,0,239.685,1:27.009,23,Brakes,,,
1002,154,210,6,20,0.0,53,,,2,Disqualified,,0 days 01:17:50.804000,01:17:50.804000
1003,1,131,1,1,25.0,61,177.108,1:42.913,1,Finished,1.0,0 days 01:51:11.611000,01:51:11.611000
1003,830,9,2,2,18.0,61,176.368,1:43.345,1,Finished,2.0,0 days 01:51:20.572000,01:51:20.572000
1003,20,6,3,3,15.0,61,174.137,1:44.669,1,Finished,3.0,0 days 01:51:51.556000,01:51:51.556000
1003,822,131,4,4,12.0,61,174.052,1:44.720,1,Finished,4.0,0 days 01:52:03.541000,01:52:03.541000
1003,8,6,5,5,10.0,61,174.061,1:44.715,1,Finished,5.0,0 days 01:52:04.612000,01:52:04.612000
1003,817,9,6,6,8.0,61,176.753,1:43.120,1,Finished,6.0,0 days 01:52:05.593000,01:52:05.593000
1003,4,1,11,7,6.0,61,176.677,1:43.164,1,Finished,7.0,0 days 01:52:54.622000,01:52:54.622000
1003,832,4,12,8,4.0,60,173.24,1:45.211,11,+1 Lap,8.0,0 days 01:51:33.079000,01:51:33.079000
1003,844,15,13,9,2.0,60,173.253,1:45.203,11,+1 Lap,9.0,0 days 01:51:47.328000,01:51:47.328000
1003,807,4,10,10,1.0,60,171.8,1:46.093,11,+1 Lap,10.0,0 days 01:52:01.055000,01:52:01.055000
1003,828,15,14,11,0.0,60,173.309,1:45.169,11,+1 Lap,11.0,0 days 01:52:14.828000,01:52:14.828000
1003,838,1,18,12,0.0,60,172.675,1:45.555,11,+1 Lap,12.0,0 days 01:52:15.609000,01:52:15.609000
1003,842,5,15,13,0.0,60,171.848,1:46.063,11,+1 Lap,13.0,0 days 01:52:24.251000,01:52:24.251000
1003,840,3,20,14,0.0,60,171.897,1:46.033,11,+1 Lap,14.0,0 days 01:52:27.254000,01:52:27.254000
1003,154,210,8,15,0.0,60,172.106,1:45.904,11,+1 Lap,15.0,0 days 01:52:22.257000,01:52:22.257000
1003,815,10,7,16,0.0,60,172.947,1:45.389,11,+1 Lap,16.0,0 days 01:52:49.091000,01:52:49.091000
1003,843,5,17,17,0.0,60,173.772,1:44.889,11,+1 Lap,17.0,0 days 01:53:03.752000,01:53:03.752000
1003,825,210,16,18,0.0,59,178.86,1:41.905,12,+2 Laps,18.0,0 days 01:51:28.990000,01:51:28.990000
1003,845,3,19,19,0.0,59,172.11,1:45.902,12,+2 Laps,19.0,0 days 01:52:30.741000,01:52:30.741000
1003,839,10,9,20,0.0,0,,,4,Collision,,,
1004,1,131,2,1,25.0,53,219.492,1:35.916,1,Finished,1.0,0 days 01:27:25.181000,01:27:25.181000
1004,822,131,1,2,18.0,53,219.617,1:35.861,1,Finished,2.0,0 days 01:27:27.726000,01:27:27.726000
1004,20,6,3,3,15.0,53,219.322,1:35.990,1,Finished,3.0,0 days 01:27:32.668000,01:27:32.668000
1004,8,6,4,4,12.0,53,217.913,1:36.611,1,Finished,4.0,0 days 01:27:41.724000,01:27:41.724000
1004,830,9,19,5,10.0,53,218.655,1:36.283,1,Finished,5.0,0 days 01:27:56.197000,01:27:56.197000
1004,817,9,18,6,8.0,53,218.514,1:36.345,1,Finished,6.0,0 days 01:28:45.632000,01:28:45.632000
1004,844,15,7,7,6.0,53,214.59,1:38.107,1,Finished,7.0,0 days 01:29:03.571000,01:29:03.571000
1004,825,210,5,8,4.0,52,214.791,1:38.015,11,+1 Lap,8.0,0 days 01:27:38.781000,01:27:38.781000
1004,839,10,6,9,2.0,52,214.025,1:38.366,11,+1 Lap,9.0,0 days 01:27:42.789000,01:27:42.789000
1004,815,10,8,10,1.0,52,214.168,1:38.300,11,+1 Lap,10.0,0 days 01:27:46.872000,01:27:46.872000
1004,154,210,9,11,0.0,52,214.29,1:38.244,11,+1 Lap,11.0,0 days 01:28:02.523000,01:28:02.523000
1004,807,4,12,12,0.0,52,212.422,1:39.108,11,+1 Lap,12.0,0 days 01:28:06.746000,01:28:06.746000
1004,828,15,10,13,0.0,52,214.975,1:37.931,11,+1 Lap,13.0,0 days 01:28:24.468000,01:28:24.468000
1004,4,1,16,14,0.0,52,211.394,1:39.590,11,+1 Lap,14.0,0 days 01:28:43.855000,01:28:43.855000
1004,840,3,14,15,0.0,52,211.724,1:39.435,11,+1 Lap,15.0,0 days 01:28:44.790000,01:28:44.790000
1004,838,1,15,16,0.0,51,210.692,1:39.922,12,+2 Laps,16.0,0 days 01:27:31.151000,01:27:31.151000
1004,832,4,11,17,0.0,51,211.095,1:39.731,12,+2 Laps,17.0,0 days 01:27:35.268000,01:27:35.268000
1004,845,3,13,18,0.0,51,210.869,1:39.838,12,+2 Laps,18.0,0 days 01:27:36.427000,01:27:36.427000
1004,842,5,17,19,0.0,4,202.292,1:44.071,23,Brakes,,0 days 00:07:41.116000,00:07:41.116000
1004,843,5,20,20,0.0,4,198.889,1:45.852,23,Brakes,,0 days 00:08:21.813000,00:08:21.813000
1005,1,131,1,1,25.0,53,225.307,1:32.785,1,Finished,1.0,0 days 01:27:17.062000,01:27:17.062000
1005,822,131,2,2,18.0,53,224.521,1:33.110,1,Finished,2.0,0 days 01:27:29.981000,01:27:29.981000
1005,830,9,3,3,15.0,53,223.903,1:33.367,1,Finished,3.0,0 days 01:27:31.357000,01:27:31.357000
1005,817,9,15,4,12.0,53,224.336,1:33.187,1,Finished,4.0,0 days 01:27:36.557000,01:27:36.557000
1005,8,6,4,5,10.0,53,221.869,1:34.223,1,Finished,5.0,0 days 01:28:08.060000,01:28:08.060000
1005,20,6,8,6,8.0,53,226.447,1:32.318,1,Finished,6.0,0 days 01:28:26.935000,01:28:26.935000
1005,815,10,9,7,6.0,53,222.223,1:34.073,1,Finished,7.0,0 days 01:28:36.441000,01:28:36.441000
1005,154,210,5,8,4.0,53,220.551,1:34.786,1,Finished,8.0,0 days 01:28:44.260000,01:28:44.260000
1005,839,10,11,9,2.0,53,220.821,1:34.670,1,Finished,9.0,0 days 01:28:45.117000,01:28:45.117000
1005,832,4,13,10,1.0,52,221.93,1:34.197,11,+1 Lap,10.0,0 days 01:27:26.104000,01:27:26.104000
1005,842,5,7,11,0.0,52,222.081,1:34.133,11,+1 Lap,11.0,0 days 01:27:38.955000,01:27:38.955000
1005,828,15,20,12,0.0,52,217.097,1:36.294,11,+1 Lap,12.0,0 days 01:28:00.266000,01:28:00.266000
1005,843,5,6,13,0.0,52,220.386,1:34.857,11,+1 Lap,13.0,0 days 01:28:00.804000,01:28:00.804000
1005,4,1,18,14,0.0,52,222.53,1:33.943,11,+1 Lap,14.0,0 days 01:28:01.138000,01:28:01.138000
1005,838,1,19,15,0.0,52,220.001,1:35.023,11,+1 Lap,15.0,0 days 01:28:01.966000,01:28:01.966000
1005,845,3,17,16,0.0,52,222.431,1:33.985,11,+1 Lap,16.0,0 days 01:28:04.356000,01:28:04.356000
1005,840,3,14,17,0.0,52,223.934,1:33.354,11,+1 Lap,17.0,0 days 01:28:09.047000,01:28:09.047000
1005,844,15,10,18,0.0,38,221.183,1:34.515,26,Mechanical,,0 days 01:05:17.298000,01:05:17.298000
1005,807,4,16,19,0.0,37,220.207,1:34.934,5,Engine,,0 days 01:03:45.584000,01:03:45.584000
1005,825,210,12,20,0.0,8,209.244,1:39.908,130,Collision damage,,0 days 00:16:54.683000,00:16:54.683000
1006,8,6,2,1,25.0,56,201.527,1:38.482,1,Finished,1.0,0 days 01:34:18.643000,01:34:18.643000
1006,830,9,18,2,18.0,56,202.011,1:38.246,1,Finished,2.0,0 days 01:34:19.924000,01:34:19.924000
1006,1,131,1,3,15.0,56,203.782,1:37.392,1,Finished,3.0,0 days 01:34:20.985000,01:34:20.985000
1006,20,6,5,4,12.0,56,201.941,1:38.280,1,Finished,4.0,0 days 01:34:36.865000,01:34:36.865000
1006,822,131,3,5,10.0,56,201.551,1:38.470,1,Finished,5.0,0 days 01:34:43.387000,01:34:43.387000
1006,807,4,7,6,8.0,56,199.369,1:39.548,1,Finished,6.0,0 days 01:35:45.853000,01:35:45.853000
1006,832,4,11,7,6.0,56,198.75,1:39.858,1,Finished,7.0,0 days 01:35:53.637000,01:35:53.637000
1006,815,10,10,8,4.0,56,198.483,1:39.992,1,Finished,8.0,0 days 01:35:59.723000,01:35:59.723000
1006,843,5,20,9,2.0,55,200.547,1:38.963,11,+1 Lap,9.0,0 days 01:34:49.995000,01:34:49.995000
1006,828,15,16,10,1.0,55,199.327,1:39.569,11,+1 Lap,10.0,0 days 01:34:51.284000,01:34:51.284000
1006,838,1,17,11,0.0,55,198.636,1:39.915,11,+1 Lap,11.0,0 days 01:34:52.667000,01:34:52.667000
1006,842,5,19,12,0.0,55,198.273,1:40.098,11,+1 Lap,12.0,0 days 01:35:15.821000,01:35:15.821000
1006,845,3,14,13,0.0,55,199.987,1:39.240,11,+1 Lap,13.0,0 days 01:35:28.139000,01:35:28.139000
1006,840,3,15,14,0.0,54,199.173,1:39.646,12,+2 Laps,14.0,0 days 01:34:40.494000,01:34:40.494000
1006,844,15,9,15,0.0,31,197.437,1:40.522,130,Collision damage,,0 days 00:54:52.714000,00:54:52.714000
1006,817,9,4,16,0.0,8,197.612,1:40.433,84,Battery,,0 days 00:13:32.870000,00:13:32.870000
1006,154,210,8,17,0.0,2,194.61,1:41.982,130,Collision damage,,0 days 00:04:39.025000,00:04:39.025000
1006,4,1,13,18,0.0,1,196.633,1:40.933,4,Collision,,0 days 00:02:13.811000,00:02:13.811000
1006,839,10,6,19,0.0,56,,,2,Disqualified,,0 days 01:35:57.931000,01:35:57.931000
1006,825,210,12,20,0.0,56,,,2,Disqualified,,0 days 01:35:59.300000,01:35:59.300000
1007,830,9,2,1,25.0,71,195.67,1:19.186,1,Finished,1.0,0 days 01:38:28.851000,01:38:28.851000
1007,20,6,4,2,18.0,71,194.844,1:19.522,1,Finished,2.0,0 days 01:38:46.167000,01:38:46.167000
1007,8,6,6,3,15.0,71,192.874,1:20.334,1,Finished,3.0,0 days 01:39:18.765000,01:39:18.765000
1007,1,131,3,4,12.0,71,191.933,1:20.728,1,Finished,4.0,0 days 01:39:47.589000,01:39:47.589000
1007,822,131,5,5,10.0,70,196.776,1:18.741,11,+1 Lap,5.0,0 days 01:38:41.450000,01:38:41.450000
1007,807,4,7,6,8.0,69,192.15,1:20.637,12,+2 Laps,6.0,0 days 01:38:48.778000,01:38:48.778000
1007,844,15,9,7,6.0,69,192.388,1:20.537,12,+2 Laps,7.0,0 days 01:39:00.342000,01:39:00.342000
1007,838,1,15,8,4.0,69,189.138,1:21.921,12,+2 Laps,8.0,0 days 01:39:21.165000,01:39:21.165000
1007,828,15,10,9,2.0,69,187.947,1:22.440,12,+2 Laps,9.0,0 days 01:39:31.895000,01:39:31.895000
1007,842,5,20,10,1.0,69,187.232,1:22.755,12,+2 Laps,10.0,0 days 01:39:33.082000,01:39:33.082000
1007,839,10,11,11,0.0,69,187.517,1:22.629,12,+2 Laps,11.0,0 days 01:39:37.622000,01:39:37.622000
1007,840,3,17,12,0.0,69,186.717,1:22.983,12,+2 Laps,12.0,0 days 01:39:40.821000,01:39:40.821000
1007,845,3,19,13,0.0,69,187.492,1:22.640,12,+2 Laps,13.0,0 days 01:39:41.642000,01:39:41.642000
1007,843,5,14,14,0.0,69,187.952,1:22.438,12,+2 Laps,14.0,0 days 01:39:39.396000,01:39:39.396000
1007,825,210,16,15,0.0,69,189.246,1:21.874,12,+2 Laps,15.0,0 days 01:39:51.723000,01:39:51.723000
1007,154,210,18,16,0.0,68,190.419,1:21.370,13,+3 Laps,16.0,0 days 01:38:31.062000,01:38:31.062000
1007,817,9,1,17,0.0,61,194.991,1:19.462,5,Engine,,0 days 01:24:32.789000,01:24:32.789000
1007,815,10,13,18,0.0,38,185.461,1:23.545,23,Brakes,,0 days 00:55:29.073000,00:55:29.073000
1007,832,4,8,19,0.0,28,188.07,1:22.386,22,Suspension,,0 days 00:39:59.239000,00:39:59.239000
1007,4,1,12,20,0.0,3,184.025,1:24.197,5,Engine,,0 days 00:04:23.956000,00:04:23.956000
1008,1,131,1,1,25.0,71,216.065,1:11.795,1,Finished,1.0,0 days 01:27:09.066000,01:27:09.066000
1008,830,9,5,2,18.0,71,216.72,1:11.578,1,Finished,2.0,0 days 01:27:10.535000,01:27:10.535000
1008,8,6,4,3,15.0,71,216.143,1:11.769,1,Finished,3.0,0 days 01:27:13.830000,01:27:13.830000
1008,817,9,11,4,12.0,71,217.434,1:11.343,1,Finished,4.0,0 days 01:27:14.259000,01:27:14.259000
1008,822,131,3,5,10.0,71,219.909,1:10.540,1,Finished,5.0,0 days 01:27:32.009000,01:27:32.009000
1008,20,6,2,6,8.0,71,219.005,1:10.831,1,Finished,6.0,0 days 01:27:36.063000,01:27:36.063000
1008,844,15,7,7,6.0,71,215.204,1:12.082,1,Finished,7.0,0 days 01:27:53.265000,01:27:53.265000
1008,154,210,8,8,4.0,71,214.372,1:12.362,1,Finished,8.0,0 days 01:28:00.296000,01:28:00.296000
1008,825,210,10,9,2.0,71,214.835,1:12.206,1,Finished,9.0,0 days 01:28:01.923000,01:28:01.923000
1008,815,10,12,10,1.0,70,214.046,1:12.472,11,+1 Lap,10.0,0 days 01:27:17.886000,01:27:17.886000
1008,843,5,16,11,0.0,70,212.647,1:12.949,11,+1 Lap,11.0,0 days 01:28:08.494000,01:28:08.494000
1008,832,4,15,12,0.0,70,214.945,1:12.169,11,+1 Lap,12.0,0 days 01:28:09.355000,01:28:09.355000
1008,842,5,9,13,0.0,70,210.132,1:13.822,11,+1 Lap,13.0,0 days 01:28:12.798000,01:28:12.798000
1008,838,1,20,14,0.0,70,212.591,1:12.968,11,+1 Lap,14.0,0 days 01:28:14.332000,01:28:14.332000
1008,839,10,18,15,0.0,70,214.401,1:12.352,11,+1 Lap,15.0,0 days 01:28:15.651000,01:28:15.651000
1008,845,3,14,16,0.0,69,208.887,1:14.262,12,+2 Laps,16.0,0 days 01:27:25.980000,01:27:25.980000
1008,4,1,17,17,0.0,69,213.542,1:12.643,12,+2 Laps,17.0,0 days 01:27:22.461000,01:27:22.461000
1008,840,3,19,18,0.0,69,216.197,1:11.751,12,+2 Laps,18.0,0 days 01:27:44.176000,01:27:44.176000
1008,807,4,13,19,0.0,32,209.544,1:14.029,25,Overheating,,0 days 00:40:33.515000,00:40:33.515000
1008,828,15,6,20,0.0,20,206.059,1:15.281,4,Collision,,0 days 00:26:22.567000,00:26:22.567000
1009,1,131,1,1,25.0,55,197.267,1:41.357,1,Finished,1.0,0 days 01:39:40.382000,01:39:40.382000
1009,20,6,3,2,18.0,55,198.225,1:40.867,1,Finished,2.0,0 days 01:39:42.963000,01:39:42.963000
1009,830,9,6,3,15.0,55,196.198,1:41.909,1,Finished,3.0,0 days 01:39:53.088000,01:39:53.088000
1009,817,9,5,4,12.0,55,197.477,1:41.249,1,Finished,4.0,0 days 01:39:55.761000,01:39:55.761000
1009,822,131,2,5,10.0,55,198.056,1:40.953,1,Finished,5.0,0 days 01:40:28.339000,01:40:28.339000
1009,832,4,11,6,8.0,55,197.278,1:41.351,1,Finished,6.0,0 days 01:40:52.930000,01:40:52.930000
1009,844,15,8,7,6.0,55,194.354,1:42.876,1,Finished,7.0,0 days 01:41:11.171000,01:41:11.171000
1009,815,10,14,8,4.0,55,194.467,1:42.816,1,Finished,8.0,0 days 01:41:11.657000,01:41:11.657000
1009,154,210,7,9,2.0,54,193.753,1:43.195,11,+1 Lap,9.0,0 days 01:40:04.140000,01:40:04.140000
1009,825,210,13,10,1.0,54,194.456,1:42.822,11,+1 Lap,10.0,0 days 01:40:05.675000,01:40:05.675000
1009,4,1,15,11,0.0,54,195.271,1:42.393,11,+1 Lap,11.0,0 days 01:40:08.266000,01:40:08.266000
1009,843,5,16,12,0.0,54,191.932,1:44.174,11,+1 Lap,12.0,0 days 01:40:30.045000,01:40:30.045000
1009,840,3,20,13,0.0,54,192.192,1:44.033,11,+1 Lap,13.0,0 days 01:40:31.261000,01:40:31.261000
1009,838,1,18,14,0.0,54,193.652,1:43.249,11,+1 Lap,14.0,0 days 01:40:31.945000,01:40:31.945000
1009,845,3,19,15,0.0,54,192.566,1:43.831,11,+1 Lap,15.0,0 days 01:40:47.948000,01:40:47.948000
1009,842,5,17,16,0.0,46,192.276,1:43.988,5,Engine,,0 days 01:26:09.517000,01:26:09.517000
1009,839,10,9,17,0.0,44,193.012,1:43.591,5,Engine,,0 days 01:22:25.745000,01:22:25.745000
1009,828,15,12,18,0.0,24,188.489,1:46.077,75,Power loss,,0 days 00:47:06.407000,00:47:06.407000
1009,8,6,4,19,0.0,6,190.064,1:45.198,75,Power loss,,0 days 00:14:06.737000,00:14:06.737000
1009,807,4,10,20,0.0,0,,,4,Collision,,,
1010,822,131,2,1,26.0,58,223.075,1:25.580,1,Finished,1.0,0 days 01:25:27.325000,01:25:27.325000
1010,1,131,1,2,18.0,58,221.839,1:26.057,1,Finished,2.0,0 days 01:25:48.211000,01:25:48.211000
1010,830,9,4,3,15.0,58,221.327,1:26.256,1,Finished,3.0,0 days 01:25:49.845000,01:25:49.845000
1010,20,6,3,4,12.0,58,217.054,1:27.954,1,Finished,4.0,0 days 01:26:24.434000,01:26:24.434000
1010,844,6,5,5,10.0,58,219.621,1:26.926,1,Finished,5.0,0 days 01:26:25.555000,01:26:25.555000
1010,825,210,7,6,8.0,58,216.493,1:28.182,1,Finished,6.0,0 days 01:26:54.481000,01:26:54.481000
1010,807,4,11,7,6.0,57,215.851,1:28.444,11,+1 Lap,7.0,0 days 01:25:32.524000,01:25:32.524000
1010,8,51,9,8,4.0,57,216.277,1:28.270,11,+1 Lap,8.0,0 days 01:25:33.709000,01:25:33.709000
1010,840,211,16,9,2.0,57,218.011,1:27.568,11,+1 Lap,9.0,0 days 01:25:34.461000,01:25:34.461000
1010,826,5,15,10,1.0,57,218.31,1:27.448,11,+1 Lap,10.0,0 days 01:25:35.160000,01:25:35.160000
1010,842,9,17,11,0.0,57,218.858,1:27.229,11,+1 Lap,11.0,0 days 01:25:35.495000,01:25:35.495000
1010,846,1,8,12,0.0,57,215.581,1:28.555,11,+1 Lap,12.0,0 days 01:26:15.259000,01:26:15.259000
1010,815,211,10,13,0.0,57,215.751,1:28.485,11,+1 Lap,13.0,0 days 01:26:15.789000,01:26:15.789000
1010,848,5,13,14,0.0,57,216.478,1:28.188,11,+1 Lap,14.0,0 days 01:26:16.497000,01:26:16.497000
1010,841,51,14,15,0.0,57,215.766,1:28.479,11,+1 Lap,15.0,0 days 01:26:37.862000,01:26:37.862000
1010,847,3,19,16,0.0,56,215.197,1:28.713,12,+2 Laps,16.0,0 days 01:26:17.005000,01:26:17.005000
1010,9,3,20,17,0.0,55,213.821,1:29.284,13,+3 Laps,17.0,0 days 01:26:19.211000,01:26:19.211000
1010,154,210,6,18,0.0,29,215.807,1:28.462,36,Wheel,,0 days 00:44:19.902000,00:44:19.902000
1010,817,4,12,19,0.0,28,212.478,1:29.848,137,Damage,,0 days 00:43:19.322000,00:43:19.322000
1010,832,1,18,20,0.0,9,210.022,1:30.899,5,Engine,,0 days 00:13:54.933000,00:13:54.933000
1011,1,131,3,1,25.0,57,208.314,1:33.528,1,Finished,1.0,0 days 01:34:21.295000,01:34:21.295000
1011,822,131,4,2,18.0,57,206.808,1:34.209,1,Finished,2.0,0 days 01:34:24.275000,01:34:24.275000
1011,844,6,1,3,16.0,57,208.575,1:33.411,1,Finished,3.0,0 days 01:34:27.426000,01:34:27.426000
1011,830,9,5,4,12.0,57,204.417,1:35.311,1,Finished,4.0,0 days 01:34:27.703000,01:34:27.703000
1011,20,6,2,5,10.0,57,205.313,1:34.895,1,Finished,5.0,0 days 01:34:57.363000,01:34:57.363000
1011,846,1,9,6,8.0,57,203.422,1:35.777,1,Finished,6.0,0 days 01:35:07.049000,01:35:07.049000
1011,8,51,8,7,6.0,57,203.822,1:35.589,1,Finished,7.0,0 days 01:35:08.765000,01:35:08.765000
1011,842,9,13,8,4.0,57,204.46,1:35.291,1,Finished,8.0,0 days 01:35:19.389000,01:35:19.389000
1011,848,5,12,9,2.0,57,201.372,1:36.752,1,Finished,9.0,0 days 01:35:23.992000,01:35:23.992000
1011,815,211,14,10,1.0,57,202.254,1:36.330,1,Finished,10.0,0 days 01:35:24.991000,01:35:24.991000
1011,841,51,16,11,0.0,57,204.575,1:35.237,1,Finished,11.0,0 days 01:35:25.894000,01:35:25.894000
1011,826,5,15,12,0.0,56,205.228,1:34.934,11,+1 Lap,12.0,0 days 01:34:22.901000,01:34:22.901000
1011,825,210,6,13,0.0,56,203.178,1:35.892,11,+1 Lap,13.0,0 days 01:34:23.842000,01:34:23.842000
1011,840,211,18,14,0.0,56,200.781,1:37.037,11,+1 Lap,14.0,0 days 01:34:41.504000,01:34:41.504000
1011,847,3,19,15,0.0,56,200.211,1:37.313,11,+1 Lap,15.0,0 days 01:35:21.015000,01:35:21.015000
1011,9,3,20,16,0.0,55,199.005,1:37.903,12,+2 Laps,16.0,0 days 01:34:22.063000,01:34:22.063000
1011,807,4,17,17,0.0,53,204.623,1:35.215,5,Engine,,0 days 01:27:03.906000,01:27:03.906000
1011,817,4,10,18,0.0,53,201.487,1:36.697,60,Out of fuel,,0 days 01:27:16.482000,01:27:16.482000
1011,832,1,7,19,0.0,53,203.829,1:35.586,130,Collision damage,,0 days 01:28:36.140000,01:28:36.140000
1011,154,210,11,20,0.0,16,200.316,1:37.262,31,Retired,,0 days 00:27:28.762000,00:27:28.762000
1012,1,131,2,1,25.0,56,204.642,1:35.892,1,Finished,1.0,0 days 01:32:06.350000,01:32:06.350000
1012,822,131,1,2,18.0,56,206.842,1:34.872,1,Finished,2.0,0 days 01:32:12.902000,01:32:12.902000
1012,20,6,3,3,15.0,56,206.921,1:34.836,1,Finished,3.0,0 days 01:32:20.094000,01:32:20.094000
1012,830,9,5,4,12.0,56,204.108,1:36.143,1,Finished,4.0,0 days 01:32:33.977000,01:32:33.977000
1012,844,6,4,5,10.0,56,206.869,1:34.860,1,Finished,5.0,0 days 01:32:37.626000,01:32:37.626000
1012,842,9,6,6,9.0,56,207.126,1:34.742,1,Finished,6.0,0 days 01:33:35.657000,01:33:35.657000
1012,817,4,7,7,6.0,55,198.957,1:38.632,11,+1 Lap,7.0,0 days 01:32:19.395000,01:32:19.395000
1012,815,211,12,8,4.0,55,198.816,1:38.702,11,+1 Lap,8.0,0 days 01:32:21.383000,01:32:21.383000
1012,8,51,13,9,2.0,55,200.625,1:37.812,11,+1 Lap,9.0,0 days 01:32:28.064000,01:32:28.064000
1012,848,5,0,10,1.0,55,198.416,1:38.901,11,+1 Lap,10.0,0 days 01:32:40.655000,01:32:40.655000
1012,154,210,10,11,0.0,55,202.57,1:36.873,11,+1 Lap,11.0,0 days 01:32:41.675000,01:32:41.675000
1012,840,211,16,12,0.0,55,202.978,1:36.678,11,+1 Lap,12.0,0 days 01:32:48.295000,01:32:48.295000
1012,825,210,9,13,0.0,55,201.327,1:37.471,11,+1 Lap,13.0,0 days 01:32:49.175000,01:32:49.175000
1012,832,1,14,14,0.0,55,201.263,1:37.502,11,+1 Lap,14.0,0 days 01:32:59.099000,01:32:59.099000
1012,841,51,19,15,0.0,55,200.142,1:38.048,11,+1 Lap,15.0,0 days 01:33:02.130000,01:33:02.130000
1012,847,3,17,16,0.0,54,201.716,1:37.283,12,+2 Laps,16.0,0 days 01:32:30.855000,01:32:30.855000
1012,9,3,18,17,0.0,54,196.684,1:39.772,12,+2 Laps,17.0,0 days 01:32:46.919000,01:32:46.919000
1012,846,1,15,18,0.0,50,199.536,1:38.346,4,Collision,18.0,0 days 01:25:50.930000,01:25:50.930000
1012,826,5,11,19,0.0,41,200.291,1:37.975,4,Collision,,0 days 01:10:23.275000,01:10:23.275000
1012,807,4,8,20,0.0,16,196.871,1:39.677,131,Power Unit,,0 days 00:27:49.932000,00:27:49.932000
1013,822,131,1,1,25.0,51,207.748,1:44.024,1,Finished,1.0,0 days 01:31:52.942000,01:31:52.942000
1013,1,131,2,2,18.0,51,207.465,1:44.166,1,Finished,2.0,0 days 01:31:54.466000,01:31:54.466000
1013,20,6,3,3,15.0,51,206.546,1:44.629,1,Finished,3.0,0 days 01:32:04.681000,01:32:04.681000
1013,830,9,4,4,12.0,51,206.221,1:44.794,1,Finished,4.0,0 days 01:32:10.435000,01:32:10.435000
1013,844,6,8,5,11.0,51,209.795,1:43.009,1,Finished,5.0,0 days 01:33:02.049000,01:33:02.049000
1013,815,211,5,6,8.0,51,204.795,1:45.524,1,Finished,6.0,0 days 01:33:09.358000,01:33:09.358000
1013,832,1,9,7,6.0,51,204.247,1:45.807,1,Finished,7.0,0 days 01:33:16.768000,01:33:16.768000
