RACEID,DRIVERID,CONSTRUCTORID,GRID,POSITIONORDER,POINTS,LAPS,FASTESTLAPSPEED,FASTESTLAPTIME,STATUSID,STATUS,POSITION,FINISH_TIME_INT_SEC,FINISH_TIME_STR
181,55,15,2,18,0.0,24,,,20,Spun off,,0 days 00:34:03.021000,00:34:03.021000
181,14,1,4,19,0.0,9,,,10,Electrical,,0 days 00:12:05.368000,00:12:05.368000
181,64,15,11,20,0.0,6,,,7,Transmission,,0 days 00:08:24.291000,00:08:24.291000
181,65,24,9,21,0.0,4,,,6,Gearbox,,0 days 00:06:07.674000,00:06:07.674000
181,68,21,22,22,0.0,71,,,2,Disqualified,,0 days 01:59:41.080000,01:59:41.080000
182,14,1,3,1,10.0,60,,,1,Finished,1.0,0 days 01:32:30.144000,01:32:30.144000
182,56,6,4,2,6.0,60,,,1,Finished,2.0,0 days 01:32:31.973000,01:32:31.973000
182,23,3,8,3,4.0,60,,,1,Finished,3.0,0 days 01:32:57.555000,01:32:57.555000
182,49,17,5,4,3.0,60,,,1,Finished,4.0,0 days 01:32:57.933000,01:32:57.933000
182,71,17,6,5,2.0,60,,,1,Finished,5.0,0 days 01:33:08.750000,01:33:08.750000
182,64,15,12,6,1.0,60,,,1,Finished,6.0,0 days 01:33:23.787000,01:33:23.787000
182,21,22,17,7,0.0,60,,,1,Finished,7.0,0 days 01:33:24.758000,01:33:24.758000
182,22,24,7,8,0.0,60,,,1,Finished,8.0,0 days 01:33:38.734000,01:33:38.734000
182,15,20,14,9,0.0,60,,,1,Finished,9.0,0 days 01:33:42.189000,01:33:42.189000
182,25,22,18,10,0.0,60,,,1,Finished,10.0,0 days 01:33:42.267000,01:33:42.267000
182,70,3,13,11,0.0,60,,,1,Finished,11.0,0 days 01:33:47.268000,01:33:47.268000
182,65,24,11,12,0.0,60,,,1,Finished,12.0,0 days 01:33:47.853000,01:33:47.853000
182,44,20,15,13,0.0,60,,,1,Finished,13.0,0 days 01:33:50.636000,01:33:50.636000
182,55,15,10,14,0.0,59,,,11,+1 Lap,14.0,0 days 01:33:12.794000,01:33:12.794000
182,48,18,22,15,0.0,58,,,12,+2 Laps,15.0,0 days 01:32:41.812000,01:32:41.812000
182,68,21,19,16,0.0,58,,,12,+2 Laps,16.0,0 days 01:33:15.047000,01:33:15.047000
182,41,16,16,17,0.0,41,,,22,Suspension,,0 days 01:05:19.054000,01:05:19.054000
182,57,1,1,18,0.0,35,,,36,Wheel,,0 days 00:56:39.055000,00:56:39.055000
182,35,16,9,19,0.0,29,,,86,Halfshaft,,0 days 00:45:33.631000,00:45:33.631000
182,69,18,21,20,0.0,6,,,6,Gearbox,,0 days 00:10:31.457000,00:10:31.457000
182,37,21,20,21,0.0,0,,,6,Gearbox,,,
182,30,6,2,22,0.0,0,,,23,Brakes,,,
183,56,6,3,1,10.0,71,,,1,Finished,1.0,0 days 01:28:12.438000,01:28:12.438000
183,14,1,2,2,6.0,71,,,1,Finished,2.0,0 days 01:28:12.751000,01:28:12.751000
183,57,1,1,3,4.0,71,,,1,Finished,3.0,0 days 01:28:34.720000,01:28:34.720000
183,49,17,4,4,3.0,71,,,1,Finished,4.0,0 days 01:29:05.241000,01:29:05.241000
183,25,22,10,5,2.0,71,,,1,Finished,5.0,0 days 01:29:18.796000,01:29:18.796000
183,64,15,16,6,1.0,71,,,1,Finished,6.0,0 days 01:29:23.371000,01:29:23.371000
183,15,20,13,7,0.0,70,,,11,+1 Lap,7.0,0 days 01:28:28.541000,01:28:28.541000
183,71,17,11,8,0.0,70,,,11,+1 Lap,8.0,0 days 01:28:29.690000,01:28:29.690000
183,63,6,7,9,0.0,70,,,11,+1 Lap,9.0,0 days 01:28:35.747000,01:28:35.747000
183,44,20,18,10,0.0,70,,,11,+1 Lap,10.0,0 days 01:28:40.035000,01:28:40.035000
183,48,18,22,11,0.0,70,,,11,+1 Lap,11.0,0 days 01:29:25.126000,01:29:25.126000
183,21,22,12,12,0.0,68,,,5,Engine,12.0,0 days 01:25:51.478000,01:25:51.478000
183,69,18,19,13,0.0,68,,,13,+3 Laps,13.0,0 days 01:28:58.188000,01:28:58.188000
183,65,24,6,14,0.0,67,,,14,+4 Laps,14.0,0 days 01:29:20.589000,01:29:20.589000
183,41,16,15,15,0.0,63,,,8,Clutch,15.0,0 days 01:19:59.481000,01:19:59.481000
183,22,24,5,16,0.0,55,,,5,Engine,,0 days 01:09:00.915000,01:09:00.915000
183,55,15,17,17,0.0,49,,,60,Out of fuel,,0 days 01:01:43.944000,01:01:43.944000
183,37,21,21,18,0.0,38,,,20,Spun off,,0 days 00:49:06.267000,00:49:06.267000
183,70,3,14,19,0.0,35,,,60,Out of fuel,,0 days 00:44:38.464000,00:44:38.464000
183,35,16,9,20,0.0,34,,,86,Halfshaft,,0 days 00:43:20.616000,00:43:20.616000
183,68,21,20,21,0.0,25,,,5,Engine,,0 days 00:32:08.513000,00:32:08.513000
183,23,3,8,22,0.0,8,,,20,Spun off,,0 days 00:10:27.914000,00:10:27.914000
184,56,6,5,1,10.0,45,,,1,Finished,1.0,0 days 01:21:58.594000,01:21:58.594000
184,63,6,4,2,6.0,45,,,1,Finished,2.0,0 days 01:21:59.601000,01:21:59.601000
184,49,17,2,3,4.0,45,,,1,Finished,3.0,0 days 01:22:03.789000,01:22:03.789000
184,23,3,11,4,3.0,45,,,1,Finished,4.0,0 days 01:22:11.403000,01:22:11.403000
184,14,1,3,5,2.0,45,,,1,Finished,5.0,0 days 01:22:15.417000,01:22:15.417000
184,44,20,7,6,1.0,45,,,1,Finished,6.0,0 days 01:22:28.473000,01:22:28.473000
184,25,22,13,7,0.0,45,,,1,Finished,7.0,0 days 01:22:31.927000,01:22:31.927000
184,55,15,21,8,0.0,45,,,1,Finished,8.0,0 days 01:23:09.885000,01:23:09.885000
184,48,18,15,9,0.0,45,,,1,Finished,9.0,0 days 01:23:46.912000,01:23:46.912000
184,69,18,19,10,0.0,44,,,11,+1 Lap,10.0,0 days 01:22:14.172000,01:22:14.172000
184,65,24,17,11,0.0,40,,,6,Gearbox,11.0,0 days 01:13:24.080000,01:13:24.080000
184,37,21,20,12,0.0,37,,,20,Spun off,,0 days 01:09:06.285000,01:09:06.285000
184,57,1,1,13,0.0,25,,,27,Tyre,,0 days 00:45:42.026000,00:45:42.026000
184,70,3,14,14,0.0,21,,,24,Differential,,0 days 00:39:13.929000,00:39:13.929000
184,41,16,18,15,0.0,20,,,5,Engine,,0 days 00:37:31.649000,00:37:31.649000
184,68,21,22,16,0.0,15,,,5,Engine,,0 days 00:28:05.722000,00:28:05.722000
184,71,17,8,17,0.0,13,,,23,Brakes,,0 days 00:24:08.309000,00:24:08.309000
184,15,20,9,18,0.0,10,,,5,Engine,,0 days 00:18:31.216000,00:18:31.216000
184,21,22,10,19,0.0,7,,,22,Suspension,,0 days 00:13:28.949000,00:13:28.949000
184,22,24,6,20,0.0,6,,,9,Hydraulics,,0 days 00:11:40.013000,00:11:40.013000
184,35,16,12,21,0.0,0,,,4,Collision,,,
184,64,15,16,22,0.0,0,,,4,Collision,,,
185,57,1,1,1,10.0,77,,,1,Finished,1.0,0 days 01:46:23.536000,01:46:23.536000
185,14,1,3,2,6.0,77,,,1,Finished,2.0,0 days 01:46:33.242000,01:46:33.242000
185,56,6,2,3,4.0,77,,,1,Finished,3.0,0 days 01:46:50.764000,01:46:50.764000
185,49,17,5,4,3.0,77,,,1,Finished,4.0,0 days 01:46:55.351000,01:46:55.351000
185,22,24,8,5,2.0,77,,,1,Finished,5.0,0 days 01:47:07.344000,01:47:07.344000
185,71,17,6,6,1.0,77,,,1,Finished,6.0,0 days 01:47:19.262000,01:47:19.262000
185,25,22,7,7,0.0,77,,,1,Finished,7.0,0 days 01:47:24.548000,01:47:24.548000
185,15,20,13,8,0.0,76,,,11,+1 Lap,8.0,0 days 01:46:44.214000,01:46:44.214000
185,23,3,16,9,0.0,76,,,11,+1 Lap,9.0,0 days 01:46:53.291000,01:46:53.291000
185,44,20,14,10,0.0,76,,,11,+1 Lap,10.0,0 days 01:47:06.627000,01:47:06.627000
185,65,24,10,11,0.0,76,,,11,+1 Lap,11.0,0 days 01:47:29.749000,01:47:29.749000
185,63,6,18,12,0.0,75,,,12,+2 Laps,12.0,0 days 01:46:28.728000,01:46:28.728000
185,41,16,17,13,0.0,75,,,12,+2 Laps,13.0,0 days 01:46:29.795000,01:46:29.795000
185,69,18,19,14,0.0,75,,,12,+2 Laps,14.0,0 days 01:46:50.082000,01:46:50.082000
185,37,21,20,15,0.0,75,,,12,+2 Laps,15.0,0 days 01:46:58.088000,01:46:58.088000
185,55,15,11,16,0.0,74,,,32,Fuel pressure,16.0,0 days 01:43:41.491000,01:43:41.491000
185,48,18,22,17,0.0,74,,,13,+3 Laps,17.0,0 days 01:46:56.006000,01:46:56.006000
185,35,16,9,18,0.0,60,,,8,Clutch,,0 days 01:25:06.732000,01:25:06.732000
185,21,22,4,19,0.0,52,,,5,Engine,,0 days 01:12:25.466000,01:12:25.466000
185,68,21,21,20,0.0,26,,,7,Transmission,,0 days 00:38:08.726000,00:38:08.726000
185,64,15,12,21,0.0,19,,,20,Spun off,,0 days 00:26:38.035000,00:26:38.035000
185,70,3,15,22,0.0,10,,,24,Differential,,0 days 00:14:46.099000,00:14:46.099000
186,14,1,2,1,10.0,44,,,1,Finished,1.0,0 days 01:25:43.057000,01:25:43.057000
186,57,1,1,2,6.0,44,,,1,Finished,2.0,0 days 01:25:53.526000,01:25:53.526000
186,49,17,3,3,4.0,44,,,1,Finished,3.0,0 days 01:26:16.490000,01:26:16.490000
186,56,6,6,4,3.0,44,,,1,Finished,4.0,0 days 01:26:28.005000,01:26:28.005000
186,23,3,5,5,2.0,44,,,1,Finished,5.0,0 days 01:26:31.124000,01:26:31.124000
186,71,17,4,6,1.0,44,,,1,Finished,6.0,0 days 01:26:37.973000,01:26:37.973000
186,63,6,9,7,0.0,44,,,1,Finished,7.0,0 days 01:26:39.306000,01:26:39.306000
186,70,3,8,8,0.0,44,,,1,Finished,8.0,0 days 01:26:50.079000,01:26:50.079000
186,55,15,16,9,0.0,44,,,1,Finished,9.0,0 days 01:26:56.905000,01:26:56.905000
186,22,24,7,10,0.0,44,,,1,Finished,10.0,0 days 01:27:03.799000,01:27:03.799000
186,21,22,13,11,0.0,44,,,1,Finished,11.0,0 days 01:27:15.252000,01:27:15.252000
186,15,20,12,12,0.0,44,,,1,Finished,12.0,0 days 01:27:19.211000,01:27:19.211000
186,44,20,17,13,0.0,44,,,1,Finished,13.0,0 days 01:27:24.600000,01:27:24.600000
186,25,22,15,14,0.0,44,,,1,Finished,14.0,0 days 01:27:40.802000,01:27:40.802000
186,35,16,11,15,0.0,43,,,11,+1 Lap,15.0,0 days 01:25:49.704000,01:25:49.704000
186,48,18,21,16,0.0,43,,,11,+1 Lap,16.0,0 days 01:26:19.557000,01:26:19.557000
186,37,21,22,17,0.0,35,,,7,Transmission,,0 days 01:11:10.106000,01:11:10.106000
186,69,18,20,18,0.0,33,,,22,Suspension,,0 days 01:06:31.749000,01:06:31.749000
186,41,16,14,19,0.0,33,,,6,Gearbox,,0 days 01:09:36.945000,01:09:36.945000
186,65,24,10,20,0.0,27,,,23,Brakes,,0 days 00:53:52.572000,00:53:52.572000
186,64,15,18,21,0.0,19,,,20,Spun off,,0 days 00:38:23.423000,00:38:23.423000
186,68,21,19,22,0.0,0,,,8,Clutch,,,
187,49,17,2,1,10.0,53,,,1,Finished,1.0,0 days 01:17:02.923000,01:17:02.923000
187,23,3,5,2,6.0,53,,,1,Finished,2.0,0 days 01:17:06.195000,01:17:06.195000
187,63,6,6,3,4.0,53,,,1,Finished,3.0,0 days 01:17:14.855000,01:17:14.855000
187,22,24,7,4,3.0,53,,,1,Finished,4.0,0 days 01:17:20.553000,01:17:20.553000
187,14,1,3,5,2.0,53,,,1,Finished,5.0,0 days 01:17:21.065000,01:17:21.065000
187,56,6,8,6,1.0,53,,,1,Finished,6.0,0 days 01:17:30.325000,01:17:30.325000
187,70,3,4,7,0.0,53,,,1,Finished,7.0,0 days 01:17:30.970000,01:17:30.970000
187,35,16,11,8,0.0,53,,,1,Finished,8.0,0 days 01:17:44.720000,01:17:44.720000
187,55,15,13,9,0.0,53,,,1,Finished,9.0,0 days 01:17:45.121000,01:17:45.121000
187,71,17,9,10,0.0,53,,,1,Finished,10.0,0 days 01:17:59.182000,01:17:59.182000
187,44,20,10,11,0.0,52,,,5,Engine,11.0,0 days 01:16:30.578000,01:16:30.578000
187,65,24,15,12,0.0,40,,,8,Clutch,,0 days 00:59:02.501000,00:59:02.501000
187,68,21,22,13,0.0,35,,,20,Spun off,,0 days 00:54:16.201000,00:54:16.201000
