RACEID,DRIVERID,CONSTRUCTORID,GRID,POSITIONORDER,POINTS,LAPS,FASTESTLAPSPEED,FASTESTLAPTIME,STATUSID,STATUS,POSITION,FINISH_TIME_INT_SEC,FINISH_TIME_STR
400,169,39,25,25,0.0,10,,,8,Clutch,,,
400,78,42,26,26,0.0,8,,,22,Suspension,,,
400,133,45,0,27,0.0,0,,,81,Did not qualify,,,
401,95,3,1,1,9.0,63,,,1,Finished,,,
401,137,3,3,2,6.0,63,,,1,Finished,,,
401,119,34,8,3,4.0,63,,,1,Finished,,,
401,158,21,13,4,3.0,63,,,1,Finished,,,
401,170,22,6,5,2.0,61,,,12,+2 Laps,,,
401,112,33,24,6,1.0,60,,,13,+3 Laps,,,
401,156,25,22,7,0.0,60,,,13,+3 Laps,,,
401,166,25,25,8,0.0,60,,,13,+3 Laps,,,
401,114,33,23,9,0.0,59,,,14,+4 Laps,,,
401,102,32,7,10,0.0,54,,,20,Spun off,,,
401,122,37,20,11,0.0,51,,,47,Water leak,,,
401,133,45,26,12,0.0,50,,,5,Engine,,,
401,160,27,21,13,0.0,43,,,47,Water leak,,,
401,167,18,19,14,0.0,32,,,7,Transmission,,,
401,163,27,18,15,0.0,29,,,25,Overheating,,,
401,118,21,11,16,0.0,26,,,3,Accident,,,
401,110,34,10,17,0.0,22,,,3,Accident,,,
401,77,6,2,18,0.0,20,,,101,Turbo,,,
401,123,22,4,19,0.0,15,,,10,Electrical,,,
401,145,18,14,20,0.0,13,,,101,Turbo,,,
401,105,6,9,21,0.0,12,,,5,Engine,,,
401,84,49,13,22,0.0,3,,,101,Turbo,,,
401,140,1,15,23,0.0,1,,,3,Accident,,,
401,138,32,16,24,0.0,1,,,3,Accident,,,
401,157,49,17,25,0.0,1,,,3,Accident,,,
401,117,1,5,26,0.0,0,,,4,Collision,,,
402,77,6,1,1,9.0,51,,,1,Finished,,,
402,102,32,7,2,6.0,51,,,1,Finished,,,
402,140,1,9,3,4.0,51,,,1,Finished,,,
402,105,6,4,4,3.0,51,,,1,Finished,,,
402,123,22,3,5,2.0,51,,,1,Finished,,,
402,138,32,11,6,1.0,51,,,1,Finished,,,
402,117,1,2,7,0.0,50,,,11,+1 Lap,,,
402,156,25,19,8,0.0,50,,,11,+1 Lap,,,
402,158,21,12,9,0.0,50,,,60,Out of fuel,,,
402,118,21,13,10,0.0,50,,,11,+1 Lap,,,
402,119,34,8,11,0.0,49,,,12,+2 Laps,,,
402,166,25,25,12,0.0,49,,,12,+2 Laps,,,
402,160,27,24,13,0.0,48,,,13,+3 Laps,,,
402,114,33,22,14,0.0,47,,,14,+4 Laps,,,
402,137,3,5,15,0.0,46,,,5,Engine,,,
402,163,27,17,16,0.0,44,,,60,Out of fuel,,,
402,133,45,23,17,0.0,43,,,60,Out of fuel,,,
402,90,39,26,18,0.0,38,,,10,Electrical,,,
402,145,18,14,19,0.0,35,,,5,Engine,,,
402,84,49,15,20,0.0,32,,,5,Engine,,,
402,110,34,10,21,0.0,26,,,5,Engine,,,
402,170,22,6,22,0.0,16,,,5,Engine,,,
402,157,49,16,23,0.0,13,,,5,Engine,,,
402,122,37,20,24,0.0,13,,,3,Accident,,,
402,167,18,21,25,0.0,2,,,5,Engine,,,
402,112,33,18,26,0.0,0,,,3,Accident,,,
402,95,3,0,27,0.0,0,,,3,Accident,,,
403,77,6,1,1,9.0,82,,,1,Finished,,,
403,105,6,6,2,6.0,82,,,1,Finished,,,
403,123,22,5,3,4.0,81,,,11,+1 Lap,,,
403,156,25,19,4,3.0,80,,,12,+2 Laps,,,
403,114,33,21,5,0.0,79,,,13,+3 Laps,,,
403,90,39,25,6,1.0,79,,,13,+3 Laps,,,
403,157,49,24,7,0.0,79,,,13,+3 Laps,,,
403,110,34,10,8,0.0,78,,,20,Spun off,,,
403,119,3,7,9,0.0,76,,,44,Oil leak,,,
403,102,32,4,10,0.0,82,,,2,Disqualified,,,
403,137,3,3,11,0.0,58,,,23,Brakes,,,
403,122,37,23,12,0.0,58,,,20,Spun off,,,
403,117,1,2,13,0.0,53,,,23,Brakes,,,
403,158,21,11,14,0.0,53,,,25,Overheating,,,
403,140,1,8,15,0.0,48,,,23,Brakes,,,
403,170,22,9,16,0.0,46,,,23,Brakes,,,
403,167,18,26,17,0.0,46,,,7,Transmission,,,
403,112,33,17,18,0.0,45,,,10,Electrical,,,
403,163,27,20,19,0.0,41,,,80,Ignition,,,
403,131,34,15,20,0.0,31,,,68,Physical,,,
403,160,27,22,21,0.0,26,,,80,Ignition,,,
403,138,32,14,22,0.0,22,,,9,Hydraulics,,,
403,118,21,12,23,0.0,19,,,7,Transmission,,,
403,84,49,16,24,0.0,18,,,5,Engine,,,
403,166,25,18,25,0.0,6,,,20,Spun off,,,
403,145,18,13,26,0.0,0,,,3,Accident,,,
403,133,45,27,27,0.0,0,,,81,Did not qualify,,,
404,137,3,2,1,9.0,61,,,1,Finished,,,
404,102,32,1,2,6.0,61,,,1,Finished,,,
404,172,27,5,3,4.0,61,,,1,Finished,,,
404,163,27,4,4,3.0,61,,,1,Finished,,,
404,84,25,17,5,2.0,60,,,11,+1 Lap,,,
404,77,22,16,6,1.0,59,,,12,+2 Laps,,,
404,166,25,18,7,0.0,59,,,12,+2 Laps,,,
404,173,34,14,8,0.0,58,,,13,+3 Laps,,,
404,174,32,11,9,0.0,58,,,13,+3 Laps,,,
404,170,22,12,10,0.0,56,,,15,+5 Laps,,,
404,123,21,15,11,0.0,37,,,43,Exhaust,,,
404,105,6,6,12,0.0,35,,,69,Fuel system,,,
404,117,1,9,13,0.0,30,,,5,Engine,,,
404,157,45,24,14,0.0,29,,,5,Engine,,,
404,140,6,8,15,0.0,26,,,23,Brakes,,,
404,175,26,13,16,0.0,24,,,84,Battery,,,
404,119,34,10,17,0.0,21,,,47,Water leak,,,
404,156,49,21,18,0.0,20,,,5,Engine,,,
404,176,21,20,19,0.0,19,,,5,Engine,,,
404,145,18,25,20,0.0,18,,,8,Clutch,,,
404,110,18,22,21,0.0,16,,,101,Turbo,,,
404,160,45,23,22,0.0,16,,,5,Engine,,,
404,177,1,7,23,0.0,6,,,5,Engine,,,
404,178,26,19,24,0.0,5,,,98,Injection,,,
404,95,3,3,25,0.0,0,,,20,Spun off,,,
405,102,32,1,1,9.0,72,,,1,Finished,,,
405,95,3,3,2,6.0,72,,,1,Finished,,,
405,117,1,4,3,4.0,72,,,1,Finished,,,
405,177,1,5,4,3.0,71,,,11,+1 Lap,,,
405,170,22,9,5,2.0,71,,,11,+1 Lap,,,
405,77,22,7,6,1.0,71,,,11,+1 Lap,,,
405,123,21,19,7,0.0,68,,,14,+4 Laps,,,
405,175,26,18,8,0.0,66,,,16,+6 Laps,,,
405,174,32,10,9,0.0,52,,,6,Gearbox,,,
405,84,25,12,10,0.0,41,,,5,Engine,,,
405,172,27,8,11,0.0,40,,,86,Halfshaft,,,
405,176,21,22,12,0.0,39,,,69,Fuel system,,,
405,137,3,2,13,0.0,39,,,5,Engine,,,
405,173,34,15,14,0.0,29,,,6,Gearbox,,,
405,163,27,6,15,0.0,29,,,86,Halfshaft,,,
405,105,6,13,16,0.0,22,,,67,Wheel bearing,,,
405,166,25,20,17,0.0,22,,,5,Engine,,,
405,157,45,23,18,0.0,14,,,5,Engine,,,
405,140,6,11,19,0.0,11,,,23,Brakes,,,
405,160,45,21,20,0.0,10,,,5,Engine,,,
405,119,34,14,21,0.0,8,,,6,Gearbox,,,
405,110,18,24,22,0.0,1,,,24,Differential,,,
405,156,49,16,23,0.0,0,,,4,Collision,,,
405,178,26,17,24,0.0,0,,,4,Collision,,,
405,145,18,25,25,0.0,0,,,24,Differential,,,
406,117,1,4,1,9.0,60,,,1,Finished,,,
406,137,3,2,2,6.0,60,,,1,Finished,,,
406,77,22,9,3,4.0,59,,,11,+1 Lap,,,
406,140,6,7,4,3.0,59,,,11,+1 Lap,,,
406,177,1,6,5,2.0,58,,,60,Out of fuel,,,
406,119,34,16,6,1.0,58,,,60,Out of fuel,,,
406,123,21,12,7,0.0,58,,,12,+2 Laps,,,
406,84,25,13,8,0.0,58,,,12,+2 Laps,,,
406,176,21,15,9,0.0,57,,,13,+3 Laps,,,
406,105,6,5,10,0.0,56,,,101,Turbo,,,
406,160,45,26,11,0.0,52,,,60,Out of fuel,,,
406,163,27,8,12,0.0,46,,,36,Wheel,,,
406,166,25,22,13,0.0,41,,,7,Transmission,,,
406,170,22,10,14,0.0,39,,,5,Engine,,,
406,156,49,20,15,0.0,38,,,23,Brakes,,,
406,157,45,25,16,0.0,31,,,10,Electrical,,,
406,178,26,21,17,0.0,28,,,25,Overheating,,,
406,110,18,23,18,0.0,20,,,5,Engine,,,
406,173,34,19,19,0.0,19,,,5,Engine,,,
406,172,27,14,20,0.0,14,,,7,Transmission,,,
406,102,32,1,21,0.0,11,,,67,Wheel bearing,,,
406,95,3,3,22,0.0,8,,,5,Engine,,,
406,174,32,17,23,0.0,8,,,67,Wheel bearing,,,
406,179,49,24,24,0.0,7,,,101,Turbo,,,
406,175,26,11,25,0.0,5,,,5,Engine,,,
406,145,18,18,26,0.0,0,,,3,Accident,,,
407,117,1,1,1,9.0,78,,,1,Finished,,,
407,177,1,9,2,6.0,78,,,1,Finished,,,
407,102,32,3,3,4.0,78,,,1,Finished,,,
407,95,3,2,4,3.0,78,,,1,Finished,,,
407,163,27,12,5,2.0,77,,,11,+1 Lap,,,
407,172,27,7,6,1.0,77,,,11,+1 Lap,,,
407,137,3,11,7,0.0,77,,,11,+1 Lap,,,
407,123,21,14,8,0.0,75,,,13,+3 Laps,,,
407,176,21,17,9,0.0,75,,,13,+3 Laps,,,
407,140,6,15,10,0.0,75,,,13,+3 Laps,,,
407,166,25,13,11,0.0,74,,,14,+4 Laps,,,
407,156,49,19,12,0.0,74,,,14,+4 Laps,,,
407,84,25,10,13,0.0,67,,,3,Accident,,,
407,175,26,8,14,0.0,67,,,3,Accident,,,
407,77,22,5,15,0.0,42,,,38,Steering,,,
407,119,34,6,16,0.0,38,,,48,Fuel pump,,,
407,105,6,4,17,0.0,38,,,101,Turbo,,,
407,173,34,20,18,0.0,31,,,5,Engine,,,
407,170,22,16,19,0.0,17,,,23,Brakes,,,
407,178,26,18,20,0.0,2,,,3,Accident,,,
407,160,45,0,21,0.0,0,,,81,Did not qualify,,,
407,174,32,0,22,0.0,0,,,81,Did not qualify,,,
407,179,49,0,23,0.0,0,,,81,Did not qualify,,,
407,157,45,0,24,0.0,0,,,81,Did not qualify,,,
407,110,18,0,25,0.0,0,,,81,Did not qualify,,,
408,95,3,5,1,9.0,43,,,1,Finished,,,
408,102,32,4,2,6.0,43,,,1,Finished,,,
408,140,6,11,3,4.0,43,,,1,Finished,,,
408,105,6,9,4,3.0,43,,,1,Finished,,,
408,172,27,17,5,2.0,43,,,1,Finished,,,
408,117,1,3,6,1.0,43,,,1,Finished,,,
408,170,22,6,7,0.0,42,,,11,+1 Lap,,,
408,119,34,15,8,0.0,42,,,11,+1 Lap,,,
408,176,21,21,9,0.0,41,,,12,+2 Laps,,,
408,77,22,2,10,0.0,41,,,12,+2 Laps,,,
408,178,26,16,11,0.0,40,,,60,Out of fuel,,,
408,166,25,18,12,0.0,40,,,13,+3 Laps,,,
408,156,49,20,13,0.0,37,,,16,+6 Laps,,,
408,110,18,19,14,0.0,35,,,60,Out of fuel,,,
408,179,49,23,15,0.0,25,,,10,Electrical,,,
408,84,25,12,16,0.0,25,,,6,Gearbox,,,
408,145,18,22,17,0.0,24,,,6,Gearbox,,,
408,163,27,7,18,0.0,23,,,5,Engine,,,
408,137,3,1,19,0.0,16,,,101,Turbo,,,
408,123,21,14,20,0.0,7,,,10,Electrical,,,
408,174,32,13,21,0.0,7,,,20,Spun off,,,
408,177,1,8,22,0.0,6,,,5,Engine,,,
408,160,45,24,23,0.0,3,,,5,Engine,,,
408,157,45,25,24,0.0,2,,,5,Engine,,,
408,175,26,10,25,0.0,0,,,3,Accident,,,
409,95,3,1,1,9.0,69,,,1,Finished,,,
409,117,1,4,2,6.0,69,,,1,Finished,,,
409,137,3,3,3,4.0,69,,,1,Finished,,,
409,177,1,6,4,3.0,69,,,1,Finished,,,
409,102,32,2,5,2.0,68,,,11,+1 Lap,,,
409,163,27,5,6,1.0,68,,,11,+1 Lap,,,
409,172,27,8,7,0.0,68,,,11,+1 Lap,,,
409,105,6,11,8,0.0,68,,,11,+1 Lap,,,
409,84,25,19,9,0.0,67,,,12,+2 Laps,,,
409,178,26,13,10,0.0,66,,,13,+3 Laps,,,
409,166,25,17,11,0.0,65,,,14,+4 Laps,,,
409,179,49,24,12,0.0,63,,,16,+6 Laps,,,
409,119,34,9,13,0.0,44,,,101,Turbo,,,
409,160,45,23,14,0.0,43,,,6,Gearbox,,,
409,110,18,21,15,0.0,40,,,6,Gearbox,,,
409,123,21,12,16,0.0,38,,,10,Electrical,,,
409,77,22,7,17,0.0,34,,,101,Turbo,,,
409,140,6,18,18,0.0,29,,,3,Accident,,,
409,174,32,16,19,0.0,28,,,3,Accident,,,
409,156,49,22,20,0.0,24,,,5,Engine,,,
409,118,34,10,21,0.0,20,,,5,Engine,,,
409,145,18,20,22,0.0,17,,,101,Turbo,,,
409,170,22,15,23,0.0,13,,,84,Battery,,,
409,157,45,25,24,0.0,6,,,101,Turbo,,,
409,175,26,14,25,0.0,0,,,3,Accident,,,
410,102,32,1,1,9.0,63,,,1,Finished,,,
410,172,27,6,2,6.0,63,,,1,Finished,,,
410,117,1,7,3,4.0,63,,,1,Finished,,,
410,105,6,11,4,3.0,63,,,1,Finished,,,
410,95,3,2,5,2.0,62,,,11,+1 Lap,,,
410,119,34,8,6,1.0,62,,,11,+1 Lap,,,
410,174,32,14,7,0.0,61,,,12,+2 Laps,,,
410,156,49,20,8,0.0,61,,,12,+2 Laps,,,
410,166,25,18,9,0.0,61,,,12,+2 Laps,,,
410,118,34,15,10,0.0,60,,,13,+3 Laps,,,
410,157,21,19,11,0.0,51,,,10,Electrical,,,
410,163,27,4,12,0.0,46,,,3,Accident,,,
410,123,21,13,13,0.0,44,,,3,Accident,,,
410,110,18,23,14,0.0,43,,,6,Gearbox,,,
410,137,3,3,15,0.0,41,,,3,Accident,,,
410,140,6,5,16,0.0,40,,,10,Electrical,,,
410,170,22,17,17,0.0,38,,,6,Gearbox,,,
410,158,26,10,18,0.0,37,,,38,Steering,,,
410,178,26,21,19,0.0,33,,,38,Steering,,,
410,180,45,25,20,0.0,28,,,10,Electrical,,,
410,84,25,16,21,0.0,15,,,10,Electrical,,,
410,160,45,22,22,0.0,14,,,101,Turbo,,,
410,177,1,9,23,0.0,12,,,7,Transmission,,,
410,77,22,12,24,0.0,8,,,5,Engine,,,
410,145,18,24,25,0.0,3,,,101,Turbo,,,
410,179,49,26,26,0.0,0,,,10,Electrical,,,
411,95,3,2,1,9.0,80,,,1,Finished,,,
411,117,1,5,2,6.0,80,,,1,Finished,,,
411,137,3,3,3,4.0,80,,,1,Finished,,,
411,177,1,7,4,3.0,80,,,1,Finished,,,
411,163,27,4,5,2.0,79,,,11,+1 Lap,,,
411,172,27,11,6,1.0,79,,,11,+1 Lap,,,
411,119,34,16,7,0.0,78,,,12,+2 Laps,,,
411,105,6,9,8,0.0,78,,,12,+2 Laps,,,
411,118,34,14,9,0.0,77,,,13,+3 Laps,,,
411,84,25,15,10,0.0,77,,,13,+3 Laps,,,
411,157,21,18,11,0.0,76,,,14,+4 Laps,,,
411,123,21,21,12,0.0,67,,,62,Not classified,,,
411,175,26,13,13,0.0,64,,,23,Brakes,,,
411,174,32,12,14,0.0,56,,,5,Engine,,,
411,156,49,22,15,0.0,46,,,5,Engine,,,
411,166,25,17,16,0.0,43,,,42,Heat shield fire,,,
411,179,49,24,17,0.0,32,,,3,Accident,,,
411,180,45,26,18,0.0,25,,,101,Turbo,,,
411,77,22,8,19,0.0,22,,,6,Gearbox,,,
411,170,22,6,20,0.0,7,,,5,Engine,,,
411,140,6,10,21,0.0,5,,,101,Turbo,,,
411,102,32,1,22,0.0,3,,,3,Accident,,,
411,160,45,25,23,0.0,3,,,3,Accident,,,
411,145,18,19,24,0.0,3,,,3,Accident,,,
411,110,18,23,25,0.0,3,,,101,Turbo,,,
411,178,26,20,26,0.0,2,,,3,Accident,,,
412,95,3,2,1,9.0,75,,,1,Finished,,,
412,137,3,1,2,6.0,75,,,1,Finished,,,
412,117,1,6,3,4.0,74,,,11,+1 Lap,,,
412,163,27,8,4,3.0,73,,,12,+2 Laps,,,
412,84,25,11,5,2.0,72,,,13,+3 Laps,,,
412,166,25,16,6,1.0,72,,,13,+3 Laps,,,
412,174,32,10,7,0.0,72,,,13,+3 Laps,,,
412,118,34,9,8,0.0,72,,,13,+3 Laps,,,
412,156,49,22,9,0.0,69,,,16,+6 Laps,,,
412,123,21,13,10,0.0,62,,,62,Not classified,,,
412,175,26,17,11,0.0,60,,,6,Gearbox,,,
412,105,6,12,12,0.0,51,,,101,Turbo,,,
412,145,18,20,13,0.0,50,,,38,Steering,,,
412,170,22,7,14,0.0,45,,,69,Fuel system,,,
412,119,34,15,15,0.0,39,,,5,Engine,,,
412,102,32,3,16,0.0,27,,,6,Gearbox,,,
412,179,49,25,17,0.0,24,,,5,Engine,,,
412,110,18,21,18,0.0,23,,,10,Electrical,,,
412,77,22,4,19,0.0,22,,,10,Electrical,,,
412,178,26,14,20,0.0,22,,,37,Throttle,,,
412,140,6,18,21,0.0,20,,,5,Engine,,,
412,177,1,5,22,0.0,7,,,6,Gearbox,,,
412,172,27,19,23,0.0,0,,,4,Collision,,,
412,157,21,23,24,0.0,0,,,4,Collision,,,
412,160,45,24,25,0.0,0,,,4,Collision,,,
412,180,45,26,26,0.0,0,,,4,Collision,,,
413,137,3,5,1,9.0,44,,,1,Finished,,,
413,102,32,3,2,6.0,44,,,1,Finished,,,
413,95,3,6,3,4.0,44,,,1,Finished,,,
413,163,27,8,4,3.0,44,,,1,Finished,,,
413,177,1,1,5,2.0,43,,,60,Out of fuel,,,
413,117,1,2,6,1.0,43,,,60,Out of fuel,,,
413,118,34,20,7,0.0,43,,,11,+1 Lap,,,
413,175,26,13,8,0.0,43,,,11,+1 Lap,,,
413,178,26,19,9,0.0,42,,,12,+2 Laps,,,
413,77,22,4,10,0.0,42,,,12,+2 Laps,,,
413,140,6,11,11,0.0,41,,,41,Broken wing,,,
413,180,45,26,12,0.0,40,,,14,+4 Laps,,,
413,157,21,17,13,0.0,38,,,101,Turbo,,,
413,179,49,24,14,0.0,38,,,6,Gearbox,,,
413,156,49,16,15,0.0,37,,,5,Engine,,,
413,84,25,15,16,0.0,34,,,10,Electrical,,,
413,119,34,7,17,0.0,22,,,101,Turbo,,,
413,110,18,23,18,0.0,20,,,6,Gearbox,,,
413,145,18,22,19,0.0,19,,,25,Overheating,,,
413,174,32,12,20,0.0,17,,,21,Radiator,,,
413,123,21,21,21,0.0,13,,,101,Turbo,,,
413,112,27,14,22,0.0,11,,,5,Engine,,,
413,160,45,25,23,0.0,10,,,8,Clutch,,,
413,166,25,18,24,0.0,7,,,5,Engine,,,
413,105,6,10,25,0.0,6,,,7,Transmission,,,
413,170,22,9,26,0.0,0,,,3,Accident,,,
414,137,3,2,1,9.0,76,,,1,Finished,,,
414,102,32,1,2,6.0,76,,,1,Finished,,,
414,95,3,4,3,4.0,75,,,11,+1 Lap,,,
414,140,6,7,4,3.0,75,,,11,+1 Lap,,,
414,174,32,8,5,2.0,74,,,12,+2 Laps,,,
414,84,25,16,6,1.0,74,,,12,+2 Laps,,,
414,175,26,6,7,0.0,74,,,12,+2 Laps,,,
414,166,25,18,8,0.0,74,,,12,+2 Laps,,,
414,112,27,12,9,0.0,73,,,13,+3 Laps,,,
414,156,49,24,10,0.0,70,,,16,+6 Laps,,,
414,163,27,9,11,0.0,48,,,5,Engine,,,
414,178,26,10,12,0.0,46,,,24,Differential,,,
414,77,22,11,13,0.0,44,,,7,Transmission,,,
414,123,21,22,14,0.0,40,,,10,Electrical,,,
414,177,1,5,15,0.0,34,,,22,Suspension,,,
414,170,22,13,16,0.0,32,,,7,Transmission,,,
414,145,18,17,17,0.0,30,,,5,Engine,,,
414,105,6,15,18,0.0,29,,,3,Accident,,,
414,118,34,19,19,0.0,28,,,3,Accident,,,
414,117,1,3,20,0.0,23,,,3,Accident,,,
414,160,45,23,21,0.0,15,,,22,Suspension,,,
414,157,21,21,22,0.0,7,,,22,Suspension,,,
414,119,34,14,23,0.0,5,,,6,Gearbox,,,
414,110,18,20,24,0.0,5,,,5,Engine,,,
414,179,49,25,25,0.0,2,,,21,Radiator,,,
414,180,45,26,26,0.0,1,,,101,Turbo,,,
415,117,1,5,1,9.0,52,,,1,Finished,,,
415,105,6,9,2,6.0,51,,,11,+1 Lap,,,
415,140,6,14,3,4.0,50,,,12,+2 Laps,,,
415,178,26,16,4,3.0,50,,,12,+2 Laps,,,
415,175,26,13,5,2.0,50,,,12,+2 Laps,,,
415,157,21,22,6,1.0,49,,,13,+3 Laps,,,
415,77,22,2,7,0.0,49,,,13,+3 Laps,,,
415,179,49,24,8,0.0,48,,,14,+4 Laps,,,
415,177,1,3,9,0.0,47,,,10,Electrical,,,
415,163,27,12,10,0.0,47,,,15,+5 Laps,,,
415,160,45,25,11,0.0,46,,,16,+6 Laps,,,
415,95,3,6,12,0.0,32,,,86,Halfshaft,,,
415,137,3,7,13,0.0,29,,,5,Engine,,,
415,123,21,18,14,0.0,25,,,101,Turbo,,,
415,170,22,1,15,0.0,17,,,5,Engine,,,
415,112,27,11,16,0.0,16,,,5,Engine,,,
415,145,18,19,17,0.0,13,,,22,Suspension,,,
415,110,18,23,18,0.0,13,,,8,Clutch,,,
415,102,32,8,19,0.0,13,,,5,Engine,,,
415,84,25,17,20,0.0,12,,,101,Turbo,,,
415,166,25,20,21,0.0,10,,,5,Engine,,,
415,174,32,15,22,0.0,9,,,5,Engine,,,
415,156,49,21,23,0.0,8,,,5,Engine,,,
415,180,45,26,24,0.0,6,,,10,Electrical,,,
415,119,34,4,25,0.0,2,,,5,Engine,,,
415,118,34,10,26,0.0,0,,,54,Withdrew,,,
416,137,3,6,1,9.0,51,,,1,Finished,,,
416,95,3,3,2,6.0,51,,,1,Finished,,,
416,140,6,12,3,4.0,51,,,1,Finished,,,
416,177,1,8,4,3.0,51,,,1,Finished,,,
416,77,22,4,5,2.0,50,,,11,+1 Lap,,,
416,178,26,18,6,1.0,49,,,12,+2 Laps,,,
416,123,21,13,7,0.0,49,,,12,+2 Laps,,,
416,157,21,16,8,0.0,49,,,12,+2 Laps,,,
416,166,25,23,9,0.0,49,,,12,+2 Laps,,,
416,84,25,20,10,0.0,49,,,12,+2 Laps,,,
416,133,45,27,11,0.0,45,,,62,Not classified,,,
416,170,22,1,12,0.0,44,,,29,Puncture,,,
416,105,6,9,13,0.0,33,,,5,Engine,,,
416,110,18,21,14,0.0,33,,,5,Engine,,,
416,122,39,25,15,0.0,31,,,29,Puncture,,,
416,163,27,11,16,0.0,30,,,6,Gearbox,,,
416,156,49,22,17,0.0,27,,,5,Engine,,,
416,117,1,2,18,0.0,27,,,2,Disqualified,,,
416,112,27,14,19,0.0,22,,,5,Engine,,,
416,174,32,17,20,0.0,18,,,6,Gearbox,,,
416,118,34,7,21,0.0,16,,,20,Spun off,,,
416,145,18,19,22,0.0,15,,,10,Electrical,,,
416,160,45,26,23,0.0,12,,,22,Suspension,,,
416,175,26,15,24,0.0,2,,,3,Accident,,,
416,119,34,10,25,0.0,2,,,3,Accident,,,
416,179,49,24,26,0.0,1,,,5,Engine,,,
416,102,32,5,27,0.0,0,,,7,Transmission,,,
417,95,3,2,1,9.0,70,,,1,Finished,,,
417,117,1,3,2,6.0,70,,,1,Finished,,,
417,137,3,6,3,4.0,70,,,1,Finished,,,
417,102,32,1,4,3.0,69,,,60,Out of fuel,,,
417,105,6,13,5,2.0,69,,,11,+1 Lap,,,
417,140,6,8,6,1.0,69,,,11,+1 Lap,,,
417,163,27,10,7,0.0,69,,,11,+1 Lap,,,
417,170,22,5,8,0.0,68,,,12,+2 Laps,,,
417,174,32,15,9,0.0,68,,,12,+2 Laps,,,
417,123,21,21,10,0.0,67,,,13,+3 Laps,,,
417,157,21,22,11,0.0,67,,,13,+3 Laps,,,
417,156,49,20,12,0.0,67,,,13,+3 Laps,,,
417,180,45,27,13,0.0,63,,,17,+7 Laps,,,
417,119,34,9,14,0.0,62,,,5,Engine,,,
417,175,26,14,15,0.0,62,,,62,Not classified,,,
417,145,18,18,16,0.0,60,,,62,Not classified,,,
417,77,22,4,17,0.0,44,,,20,Spun off,,,
417,110,18,16,18,0.0,43,,,20,Spun off,,,
417,177,1,7,19,0.0,41,,,10,Electrical,,,
417,118,34,12,20,0.0,41,,,10,Electrical,,,
417,112,27,11,21,0.0,39,,,5,Engine,,,
417,166,25,23,22,0.0,28,,,5,Engine,,,
417,84,25,19,23,0.0,18,,,5,Engine,,,
417,178,26,17,24,0.0,10,,,23,Brakes,,,
417,179,49,26,25,0.0,9,,,7,Transmission,,,
417,160,45,24,26,0.0,8,,,5,Engine,,,
417,122,39,25,27,0.0,6,,,7,Transmission,,,
418,77,22,4,1,9.0,68,,,1,Finished,,,
418,117,1,6,2,6.0,68,,,1,Finished,,,
418,102,32,1,3,4.0,68,,,1,Finished,,,
418,137,3,2,4,3.0,67,,,11,+1 Lap,,,
418,95,3,3,5,2.0,67,,,11,+1 Lap,,,
418,112,27,10,6,1.0,67,,,11,+1 Lap,,,
418,123,21,21,7,0.0,66,,,12,+2 Laps,,,
418,110,18,22,8,0.0,66,,,12,+2 Laps,,,
418,157,21,20,9,0.0,66,,,12,+2 Laps,,,
418,156,49,18,10,0.0,65,,,60,Out of fuel,,,
418,84,25,16,11,0.0,65,,,13,+3 Laps,,,
418,140,6,14,12,0.0,64,,,101,Turbo,,,
418,119,34,5,13,0.0,64,,,20,Spun off,,,
418,145,18,24,14,0.0,64,,,14,+4 Laps,,,
418,163,27,13,15,0.0,63,,,5,Engine,,,
418,180,45,26,16,0.0,61,,,17,+7 Laps,,,
418,174,32,17,17,0.0,53,,,10,Electrical,,,
418,118,34,7,18,0.0,37,,,5,Engine,,,
418,178,26,15,19,0.0,35,,,27,Tyre,,,
418,177,1,11,20,0.0,32,,,29,Puncture,,,
418,105,6,12,21,0.0,10,,,101,Turbo,,,
418,160,45,25,22,0.0,8,,,101,Turbo,,,
418,166,25,19,23,0.0,8,,,101,Turbo,,,
418,170,22,9,24,0.0,4,,,5,Engine,,,
418,175,26,8,25,0.0,0,,,3,Accident,,,
419,117,1,4,1,9.0,82,,,1,Finished,,,
419,137,3,2,2,6.0,82,,,1,Finished,,,
419,140,6,12,3,4.0,81,,,11,+1 Lap,,,
419,84,25,16,4,3.0,81,,,11,+1 Lap,,,
419,166,25,10,5,2.0,80,,,60,Out of fuel,,,
419,174,32,14,6,1.0,80,,,12,+2 Laps,,,
419,163,27,5,7,0.0,79,,,13,+3 Laps,,,
419,112,27,8,8,0.0,79,,,13,+3 Laps,,,
419,156,49,21,9,0.0,77,,,15,+5 Laps,,,
419,170,22,13,10,0.0,77,,,15,+5 Laps,,,
419,175,26,17,11,0.0,70,,,62,Not classified,,,
419,95,3,1,12,0.0,63,,,27,Tyre,,,
419,119,34,19,13,0.0,63,,,10,Electrical,,,
419,177,1,7,14,0.0,62,,,27,Tyre,,,
419,180,45,26,15,0.0,61,,,62,Not classified,,,
419,118,34,20,16,0.0,57,,,23,Brakes,,,
419,157,21,24,17,0.0,52,,,5,Engine,,,
419,123,21,22,18,0.0,50,,,5,Engine,,,
419,102,32,3,19,0.0,43,,,5,Engine,,,
419,110,18,11,20,0.0,40,,,26,Mechanical,,,
419,77,22,6,21,0.0,40,,,5,Engine,,,
