RACEID,DRIVERID,CONSTRUCTORID,GRID,POSITIONORDER,POSITION,POINTS,STATUSID,STATUS,LAPS,FASTESTLAPSPEED,FASTESTLAPTIME,ESTIMATED_FINISH_TIME,ESTIMATED_FINISH_TIME_STR,AVG_LAP_TIME
747,404,32,7,9,,0.0,122,+44 Laps,56,,,,NaT,
747,364,66,14,10,,0.0,22,Suspension,44,,,,NaT,
747,356,170,2,11,,0.0,2,Disqualified,40,,,,NaT,
747,456,170,12,12,,0.0,25,Overheating,29,,,,NaT,
747,502,32,13,13,,0.0,83,Chassis,23,,,,NaT,
747,505,170,4,14,,0.0,6,Gearbox,17,,,,NaT,
747,341,32,15,15,,0.0,7,Transmission,17,,,,NaT,
747,427,167,16,16,,0.0,6,Gearbox,4,,,,NaT,
747,506,170,0,17,,0.0,81,Did not qualify,0,,,,NaT,
747,477,6,0,18,,0.0,81,Did not qualify,0,,,,NaT,
747,484,101,0,19,,0.0,81,Did not qualify,0,,,,NaT,
747,418,167,0,20,,0.0,81,Did not qualify,0,,,,NaT,
747,507,106,0,21,,0.0,81,Did not qualify,0,,,,NaT,
747,483,171,0,22,,0.0,81,Did not qualify,0,,,,NaT,
747,508,106,0,23,,0.0,81,Did not qualify,0,,,,NaT,
747,437,167,0,24,,0.0,81,Did not qualify,0,,,,NaT,
748,509,107,2,1,,8.0,1,Finished,200,,,,NaT,
748,449,107,3,2,,6.0,1,Finished,200,,,,NaT,
748,510,108,26,3,,4.0,1,Finished,200,,,,NaT,
748,511,109,8,4,,3.0,1,Finished,200,,,,NaT,
748,512,110,17,5,,2.0,1,Finished,200,,,,NaT,
748,513,111,7,6,,1.0,1,Finished,200,,,,NaT,
748,494,107,12,7,,0.0,1,Finished,200,,,,NaT,
748,514,112,25,8,,0.0,1,Finished,200,,,,NaT,
748,515,111,28,9,,0.0,1,Finished,200,,,,NaT,
748,516,113,14,10,,0.0,1,Finished,200,,,,NaT,
748,517,108,22,11,,0.0,1,Finished,200,,,,NaT,
748,518,114,27,12,,0.0,1,Finished,200,,,,NaT,
748,519,114,31,13,,0.0,1,Finished,200,,,,NaT,
748,520,113,24,14,,0.0,14,+4 Laps,196,,,,NaT,
748,521,107,9,15,,0.0,14,+4 Laps,196,,,,NaT,
748,522,112,21,16,,0.0,16,+6 Laps,194,,,,NaT,
748,523,113,19,17,,0.0,8,Clutch,191,,,,NaT,
748,524,115,23,18,,0.0,5,Engine,185,,,,NaT,
748,525,108,10,19,,0.0,69,Fuel system,152,,,,NaT,
748,526,107,6,20,,0.0,109,Axle,134,,,,NaT,
748,527,116,1,21,,0.0,121,Magneto,132,,,,NaT,
748,528,113,11,22,,0.0,121,Magneto,129,,,,NaT,
748,529,107,18,23,,0.0,5,Engine,125,,,,NaT,
748,530,108,15,24,,0.0,3,Accident,103,,,,NaT,
748,531,113,16,25,,0.0,8,Clutch,90,,,,NaT,
748,532,113,29,26,,0.0,3,Accident,90,,,,NaT,
748,533,108,13,27,,0.0,5,Engine,77,,,,NaT,
748,534,113,20,28,,0.0,23,Brakes,74,,,,NaT,
748,535,108,32,29,,0.0,23,Brakes,60,,,,NaT,
748,536,107,5,30,,0.0,5,Engine,47,,,,NaT,
748,537,107,4,31,,0.0,23,Brakes,42,,,,NaT,
748,538,116,30,32,,0.0,8,Clutch,34,,,,NaT,
748,539,113,33,33,,0.0,121,Magneto,11,,,,NaT,
749,356,170,2,1,,8.0,1,Finished,75,,,,NaT,
749,404,32,3,2,,6.0,1,Finished,75,,,,NaT,
749,289,66,5,3,,4.0,1,Finished,75,,,,NaT,
749,475,32,1,4,,3.0,1,Finished,75,,,,NaT,
749,476,6,15,5,,2.0,11,+1 Lap,74,,,,NaT,
749,386,6,12,6,,1.0,11,+1 Lap,74,,,,NaT,
749,481,170,14,7,,0.0,15,+5 Laps,78,,,,NaT,
749,430,170,18,8,,0.0,16,+6 Laps,69,,,,NaT,
749,502,32,8,9,,0.0,7,Transmission,57,,,,NaT,
749,347,66,4,10,,0.0,5,Engine,54,,,,NaT,
749,403,6,13,11,,0.0,5,Engine,54,,,,NaT,
749,373,32,11,12,,0.0,7,Transmission,42,,,,NaT,
749,427,167,17,13,,0.0,6,Gearbox,39,,,,NaT,
749,364,66,6,14,,0.0,3,Accident,11,,,,NaT,
749,505,170,7,15,,0.0,5,Engine,9,,,,NaT,
749,360,170,9,16,,0.0,7,Transmission,8,,,,NaT,
749,479,170,10,17,,0.0,6,Gearbox,4,,,,NaT,
749,456,117,0,18,,0.0,54,Withdrew,0,,,,NaT,
749,418,167,0,19,,0.0,54,Withdrew,0,,,,NaT,
749,508,106,0,20,,0.0,54,Withdrew,0,,,,NaT,
749,507,106,0,21,,0.0,54,Withdrew,0,,,,NaT,
750,356,170,1,1,,8.0,1,Finished,36,,,,NaT,
750,360,170,14,2,,6.0,1,Finished,36,,,,NaT,
750,482,170,5,3,,4.0,11,+1 Lap,35,,,,NaT,
750,403,6,4,4,,3.0,11,+1 Lap,35,,,,NaT,
750,373,32,10,5,,2.0,12,+2 Laps,34,,,,NaT,
750,376,170,15,6,,1.0,18,+8 Laps,28,,,,NaT,
750,289,66,6,7,,0.0,5,Engine,35,,,,NaT,
750,502,32,17,8,,0.0,3,Accident,24,,,,NaT,
750,435,6,13,9,,0.0,7,Transmission,23,,,,NaT,
750,476,6,11,10,,0.0,7,Transmission,22,,,,NaT,
750,505,170,9,11,,0.0,3,Accident,19,,,,NaT,
750,507,106,18,12,,0.0,5,Engine,16,,,,NaT,
750,347,66,7,13,,0.0,5,Engine,14,,,,NaT,
750,404,32,8,14,,0.0,3,Accident,13,,,,NaT,
750,364,66,12,15,,0.0,5,Engine,4,,,,NaT,
750,479,170,2,16,,0.0,6,Gearbox,2,,,,NaT,
750,508,106,16,17,,0.0,5,Engine,1,,,,NaT,
750,475,32,3,18,,0.0,3,Accident,0,,,,NaT,
750,540,32,19,19,,0.0,3,Accident,0,,,,NaT,
751,356,170,1,1,,8.0,1,Finished,50,,,,NaT,
751,482,170,9,2,,6.0,1,Finished,50,,,,NaT,
751,360,170,7,3,,4.0,1,Finished,50,,,,NaT,
751,481,170,12,4,,3.0,11,+1 Lap,49,,,,NaT,
751,373,32,10,5,,2.0,11,+1 Lap,49,,,,NaT,
751,541,32,14,6,,1.0,11,+1 Lap,49,,,,NaT,
751,404,32,4,7,,0.0,17,+7 Laps,43,,,,NaT,
751,506,170,15,8,,0.0,5,Engine,40,,,,NaT,
751,418,167,17,9,,0.0,53,+13 Laps,37,,,,NaT,
751,437,167,22,10,,0.0,111,+14 Laps,36,,,,NaT,
751,476,6,5,11,,0.0,7,Transmission,30,,,,NaT,
751,403,6,2,12,,0.0,7,Transmission,29,,,,NaT,
751,347,66,8,13,,0.0,5,Engine,22,,,,NaT,
751,376,170,15,14,,0.0,7,Transmission,18,,,,NaT,
751,364,66,6,15,,0.0,5,Engine,17,,,,NaT,
751,500,171,19,16,,0.0,7,Transmission,16,,,,NaT,
751,435,6,11,17,,0.0,7,Transmission,14,,,,NaT,
751,479,118,13,18,,0.0,76,Vibrations,7,,,,NaT,
751,289,66,3,19,,0.0,3,Accident,0,,,,NaT,
751,427,167,18,20,,0.0,3,Accident,0,,,,NaT,
751,386,106,20,21,,0.0,5,Engine,0,,,,NaT,
751,542,32,21,22,,0.0,5,Engine,0,,,,NaT,
751,507,106,23,23,,0.0,5,Engine,0,,,,NaT,
752,356,170,1,1,,8.0,1,Finished,77,,,,NaT,
752,341,32,11,2,,6.0,1,Finished,77,,,,NaT,
752,404,32,5,3,,4.0,1,Finished,77,,,,NaT,
752,360,170,3,4,,3.0,11,+1 Lap,76,,,,NaT,
752,479,170,9,5,,2.0,11,+1 Lap,76,,,,NaT,
752,476,6,7,6,,1.0,12,+2 Laps,75,,,,NaT,
752,403,6,10,7,,0.0,12,+2 Laps,75,,,,NaT,
752,481,170,16,8,,0.0,13,+3 Laps,74,,,,NaT,
752,482,170,12,9,,0.0,13,+3 Laps,74,,,,NaT,
752,364,66,6,10,,0.0,13,+3 Laps,74,,,,NaT,
752,427,117,21,11,,0.0,15,+5 Laps,72,,,,NaT,
752,542,32,24,12,,0.0,15,+5 Laps,72,,,,NaT,
752,484,101,18,13,,0.0,15,+5 Laps,72,,,,NaT,
752,418,167,14,14,,0.0,16,+6 Laps,71,,,,NaT,
752,500,171,25,15,,0.0,17,+7 Laps,70,,,,NaT,
752,373,32,8,16,,0.0,17,+7 Laps,70,,,,NaT,
752,289,66,2,17,,0.0,20,Spun off,71,,,,NaT,
752,376,170,17,18,,0.0,10,Electrical,62,,,,NaT,
752,347,66,4,19,,0.0,22,Suspension,59,,,,NaT,
752,507,170,19,20,,0.0,25,Overheating,58,,,,NaT,
752,437,167,20,21,,0.0,5,Engine,58,,,,NaT,
752,456,117,13,22,,0.0,38,Steering,46,,,,NaT,
752,486,170,15,23,,0.0,48,Fuel pump,46,,,,NaT,
752,465,167,22,24,,0.0,25,Overheating,12,,,,NaT,
752,508,170,0,25,,0.0,54,Withdrew,0,,,,NaT,
753,356,170,3,1,,8.0,1,Finished,55,,,,NaT,
753,360,170,6,2,,6.0,1,Finished,55,,,,NaT,
753,373,32,8,3,,4.0,1,Finished,55,,,,NaT,
753,476,6,9,4,,3.0,1,Finished,55,,,,NaT,
753,479,170,12,5,,2.0,16,+6 Laps,49,,,,NaT,
753,404,32,7,6,,1.0,17,+7 Laps,48,,,,NaT,
753,482,170,14,7,,0.0,19,+9 Laps,46,,,,NaT,
753,475,32,4,8,,0.0,2,Disqualified,51,,,,NaT,
753,432,167,15,9,,0.0,3,Accident,38,,,,NaT,
753,341,32,1,10,,0.0,21,Radiator,37,,,,NaT,
753,403,6,10,11,,0.0,3,Accident,30,,,,NaT,
753,364,66,2,12,,0.0,5,Engine,25,,,,NaT,
753,418,167,11,13,,0.0,6,Gearbox,21,,,,NaT,
753,289,66,5,14,,0.0,6,Gearbox,9,,,,NaT,
753,347,66,13,15,,0.0,5,Engine,6,,,,NaT,
754,403,6,1,1,,8.0,1,Finished,50,,,,NaT,
754,386,6,2,2,,6.0,1,Finished,50,,,,NaT,
754,435,6,3,3,,4.0,11,+1 Lap,49,,,,NaT,
754,543,171,4,4,,3.0,12,+2 Laps,48,,,,NaT,
754,476,6,6,5,,2.0,12,+2 Laps,48,,,,NaT,
754,478,95,10,6,,1.0,13,+3 Laps,47,,,,NaT,
754,431,95,12,7,,0.0,13,+3 Laps,47,,,,NaT,
754,544,170,15,8,,0.0,15,+5 Laps,45,,,,NaT,
754,455,170,13,9,,0.0,16,+6 Laps,44,,,,NaT,
754,545,104,14,10,,0.0,19,+9 Laps,41,,,,NaT,
754,484,101,7,11,,0.0,6,Gearbox,41,,,,NaT,
754,491,167,9,12,,0.0,6,Gearbox,32,,,,NaT,
754,500,171,8,13,,0.0,5,Engine,27,,,,NaT,
754,483,167,5,14,,0.0,5,Engine,26,,,,NaT,
754,398,170,16,15,,0.0,5,Engine,23,,,,NaT,
754,546,170,11,16,,0.0,3,Accident,0,,,,NaT,
754,547,105,0,17,,0.0,69,Fuel system,0,,,,NaT,
755,475,32,1,1,,8.0,1,Finished,75,,,,NaT,
755,404,32,7,2,,6.0,1,Finished,75,,,,NaT,
755,360,170,10,3,,4.0,1,Finished,75,,,,NaT,
755,356,170,2,4,,3.0,11,+1 Lap,74,,,,NaT,
755,347,66,4,5,,2.0,11,+1 Lap,74,,,,NaT,
755,403,170,13,6,,1.0,11,+1 Lap,74,,,,NaT,
755,440,32,12,7,,0.0,11,+1 Lap,73,,,,NaT,
755,456,170,15,8,,0.0,12,+2 Laps,73,,,,NaT,
755,476,167,16,9,,0.0,13,+3 Laps,72,,,,NaT,
755,507,106,18,10,,0.0,15,+5 Laps,70,,,,NaT,
755,353,171,20,11,,0.0,16,+6 Laps,69,,,,NaT,
755,482,170,8,12,,0.0,16,+6 Laps,69,,,,NaT,
755,548,105,22,13,,0.0,17,+7 Laps,68,,,,NaT,
755,481,170,14,14,,0.0,17,+7 Laps,68,,,,NaT,
755,427,167,19,15,,0.0,19,+9 Laps,66,,,,NaT,
755,373,32,5,16,,0.0,111,+14 Laps,61,,,,NaT,
755,289,66,11,17,,0.0,6,Gearbox,34,,,,NaT,
755,437,167,23,18,,0.0,80,Ignition,29,,,,NaT,
755,484,167,17,19,,0.0,5,Engine,20,,,,NaT,
755,364,66,3,20,,0.0,5,Engine,18,,,,NaT,
755,541,170,21,21,,0.0,7,Transmission,11,,,,NaT,
755,479,170,9,22,,0.0,20,Spun off,6,,,,NaT,
755,341,32,6,23,,0.0,3,Accident,3,,,,NaT,
756,356,170,3,1,,9.0,1,Finished,100,,,,NaT,
756,479,6,4,2,,6.0,1,Finished,100,,,,NaT,
756,427,170,6,3,,4.0,12,+2 Laps,98,,,,NaT,
756,403,6,5,4,,3.0,13,+3 Laps,97,,,,NaT,
756,360,170,13,5,,2.0,14,+4 Laps,96,,,,NaT,
756,456,167,8,6,,0.0,50,+17 Laps,83,,,,NaT,
756,475,170,1,7,,0.0,7,Transmission,81,,,,NaT,
756,541,66,10,8,,0.0,20,Spun off,64,,,,NaT,
756,501,66,9,9,,0.0,3,Accident,48,,,,NaT,
756,347,66,7,10,,0.0,23,Brakes,44,,,,NaT,
756,554,6,2,11,,0.0,5,Engine,24,,,,NaT,
756,289,32,14,12,,0.0,42,Heat shield fire,21,,,,NaT,
756,418,170,11,13,,0.0,6,Gearbox,6,,,,NaT,
756,476,95,12,14,,0.0,4,Collision,1,,,,NaT,
756,477,6,15,15,,0.0,4,Collision,1,,,,NaT,
756,506,32,16,16,,0.0,4,Collision,1,,,,NaT,
756,549,170,0,17,,0.0,81,Did not qualify,0,,,,NaT,
756,483,105,0,18,,0.0,81,Did not qualify,0,,,,NaT,
756,550,170,0,19,,0.0,81,Did not qualify,0,,,,NaT,
756,376,170,0,20,,0.0,81,Did not qualify,0,,,,NaT,
756,551,95,0,21,,0.0,81,Did not qualify,0,,,,NaT,
756,353,32,0,22,,0.0,81,Did not qualify,0,,,,NaT,
756,552,170,0,23,,0.0,81,Did not qualify,0,,,,NaT,
756,553,105,0,24,,0.0,81,Did not qualify,0,,,,NaT,
757,449,107,6,1,,8.0,1,Finished,200,,,,NaT,
757,509,107,3,2,,6.0,1,Finished,200,,,,NaT,
757,512,110,1,3,,5.0,1,Finished,200,,,,NaT,
757,529,108,15,4,,3.0,1,Finished,200,,,,NaT,
757,510,108,16,5,,2.0,1,Finished,200,,,,NaT,
757,533,108,11,6,,0.0,1,Finished,200,,,,NaT,
757,518,113,12,7,,0.0,1,Finished,200,,,,NaT,
757,513,113,8,8,,0.0,1,Finished,200,,,,NaT,
757,555,113,27,9,,0.0,1,Finished,200,,,,NaT,
757,531,114,17,10,,0.0,1,Finished,200,,,,NaT,
757,520,114,9,11,,0.0,1,Finished,200,,,,NaT,
757,514,119,7,12,,0.0,1,Finished,200,,,,NaT,
757,538,120,23,13,,0.0,1,Finished,200,,,,NaT,
757,556,113,13,14,,0.0,1,Finished,200,,,,NaT,
757,557,113,21,15,,0.0,1,Finished,200,,,,NaT,
757,535,113,33,16,,0.0,1,Finished,200,,,,NaT,
757,527,114,2,17,,0.0,20,Spun off,182,,,,NaT,
757,558,114,28,18,,0.0,5,Engine,163,,,,NaT,
757,559,107,18,19,,0.0,3,Accident,162,,,,NaT,
757,537,107,4,20,,0.0,42,Heat shield fire,150,,,,NaT,
757,560,114,30,21,,0.0,121,Magneto,147,,,,NaT,
757,528,113,25,22,,0.0,121,Magneto,136,,,,NaT,
757,561,121,32,23,,0.0,3,Accident,115,,,,NaT,
757,511,109,10,24,,0.0,22,Suspension,112,,,,NaT,
757,516,113,24,25,,0.0,5,Engine,109,,,,NaT,
757,522,113,5,26,,0.0,121,Magneto,85,,,,NaT,
757,562,115,14,27,,0.0,95,Fuel leak,47,,,,NaT,
757,563,113,29,28,,0.0,3,Accident,45,,,,NaT,
757,564,113,19,29,,0.0,3,Accident,45,,,,NaT,
757,565,122,31,30,,0.0,3,Accident,45,,,,NaT,
757,517,113,26,31,,0.0,3,Accident,45,,,,NaT,
757,536,110,22,32,,0.0,3,Accident,34,,,,NaT,
757,525,108,20,33,,0.0,5,Engine,1,,,,NaT,
758,347,66,1,1,,8.0,1,Finished,75,,,,NaT,
758,356,170,2,2,,6.0,1,Finished,75,,,,NaT,
758,418,170,7,3,,4.0,1,Finished,75,,,,NaT,
758,404,32,9,4,,3.0,11,+1 Lap,74,,,,NaT,
758,554,6,4,5,,2.0,11,+1 Lap,74,,,,NaT,
758,403,6,12,6,,0.0,12,+2 Laps,73,,,,NaT,
758,289,32,5,7,,0.0,12,+2 Laps,73,,,,NaT,
758,427,170,11,8,,0.0,12,+2 Laps,73,,,,NaT,
758,477,6,15,9,,0.0,14,+4 Laps,71,,,,NaT,
758,430,95,14,10,,0.0,17,+7 Laps,68,,,,NaT,
758,475,170,3,11,,1.0,6,Gearbox,62,,,,NaT,
758,501,66,6,12,,0.0,6,Gearbox,46,,,,NaT,
758,479,6,8,13,,0.0,44,Oil leak,42,,,,NaT,
758,566,117,10,14,,0.0,5,Engine,25,,,,NaT,
758,456,117,13,15,,0.0,5,Engine,3,,,,NaT,
759,479,6,1,1,,8.0,1,Finished,50,,,,NaT,
759,403,6,3,2,,6.0,1,Finished,50,,,,NaT,
759,356,170,2,3,,4.0,1,Finished,50,,,,NaT,
759,482,6,11,4,,3.0,1,Finished,50,,,,NaT,
759,360,170,10,5,,2.0,1,Finished,50,,,,NaT,
759,541,66,13,6,,0.0,1,Finished,50,,,,NaT,
759,501,66,9,7,,0.0,13,+3 Laps,47,,,,NaT,
759,483,105,21,8,,0.0,19,+9 Laps,41,,,,NaT,
759,430,105,20,9,,0.0,88,+10 Laps,40,,,,NaT,
759,567,105,18,10,,0.0,88,+10 Laps,40,,,,NaT,
759,427,170,8,11,,0.0,111,+14 Laps,36,,,,NaT,
759,475,66,4,12,,1.0,2,Disqualified,42,,,,NaT,
759,554,6,5,13,,0.0,5,Engine,31,,,,NaT,
759,456,167,16,14,,0.0,5,Engine,20,,,,NaT,
759,364,6,12,15,,0.0,21,Radiator,19,,,,NaT,
759,404,32,15,16,,0.0,36,Wheel,14,,,,NaT,
759,437,167,19,17,,0.0,5,Engine,13,,,,NaT,
759,418,170,7,18,,0.0,68,Physical,8,,,,NaT,
759,289,32,14,19,,0.0,21,Radiator,7,,,,NaT,
759,462,167,17,20,,0.0,44,Oil leak,7,,,,NaT,
759,347,66,6,21,,0.0,5,Engine,6,,,,NaT,
759,568,105,0,22,,0.0,54,Withdrew,0,,,,NaT,
760,356,170,1,1,,8.0,1,Finished,75,,,,NaT,
760,475,66,7,2,,6.5,1,Finished,75,,,,NaT,
760,360,170,8,3,,4.5,1,Finished,75,,,,NaT,
760,501,66,3,4,,3.0,11,+1 Lap,74,,,,NaT,
760,427,170,4,5,,2.0,11,+1 Lap,74,,,,NaT,
760,456,117,2,6,,0.0,11,+1 Lap,74,,,,NaT,
760,418,170,5,7,,0.0,12,+2 Laps,73,,,,NaT,
760,502,32,12,8,,0.0,14,+4 Laps,71,,,,NaT,
760,289,32,9,9,,0.0,15,+5 Laps,70,,,,NaT,
760,505,169,16,10,,0.0,15,+5 Laps,70,,,,NaT,
760,481,170,21,11,,0.0,16,+6 Laps,69,,,,NaT,
760,569,170,23,12,,0.0,16,+6 Laps,69,,,,NaT,
760,549,169,18,13,,0.0,16,+6 Laps,69,,,,NaT,
760,566,117,6,14,,0.0,80,Ignition,69,,,,NaT,
760,567,105,20,15,,0.0,3,Accident,57,,,,NaT,
760,541,66,11,16,,0.0,20,Spun off,53,,,,NaT,
760,486,170,15,17,,0.0,6,Gearbox,39,,,,NaT,
760,347,66,10,18,,0.0,23,Brakes,37,,,,NaT,
760,437,167,13,19,,0.0,7,Transmission,31,,,,NaT,
760,478,167,19,20,,0.0,6,Gearbox,21,,,,NaT,
760,542,32,22,21,,0.0,25,Overheating,19,,,,NaT,
760,484,101,14,22,,0.0,7,Transmission,18,,,,NaT,
760,540,170,24,23,,0.0,7,Transmission,17,,,,NaT,
760,479,118,17,24,,0.0,80,Ignition,13,,,,NaT,
760,465,170,0,25,,0.0,81,Did not qualify,0,,,,NaT,
760,570,170,0,26,,0.0,81,Did not qualify,0,,,,NaT,
760,387,123,0,27,,0.0,81,Did not qualify,0,,,,NaT,
760,571,32,0,28,,0.0,81,Did not qualify,0,,,,NaT,
760,401,170,0,29,,0.0,81,Did not qualify,0,,,,NaT,
760,441,170,0,30,,0.0,81,Did not qualify,0,,,,NaT,
761,479,6,1,1,,9.0,1,Finished,60,,,,NaT,
761,364,6,3,2,,6.0,1,Finished,60,,,,NaT,
761,403,6,6,3,,4.0,1,Finished,60,,,,NaT,
761,427,170,12,4,,3.0,11,+1 Lap,59,,,,NaT,
761,347,66,7,5,,2.0,12,+2 Laps,58,,,,NaT,
761,437,167,15,6,,0.0,14,+4 Laps,56,,,,NaT,
761,501,66,8,7,,0.0,45,+11 Laps,49,,,,NaT,
761,360,170,9,8,,0.0,7,Transmission,36,,,,NaT,
761,478,66,11,9,,0.0,3,Accident,36,,,,NaT,
761,418,170,5,10,,0.0,5,Engine,23,,,,NaT,
761,356,170,4,11,,0.0,7,Transmission,15,,,,NaT,
761,289,32,10,12,,0.0,6,Gearbox,10,,,,NaT,
761,404,32,13,13,,0.0,24,Differential,7,,,,NaT,
761,477,6,14,14,,0.0,8,Clutch,2,,,,NaT,
761,475,170,2,15,,0.0,7,Transmission,1,,,,NaT,
762,475,170,1,1,,9.0,1,Finished,62,,,,NaT,
762,418,170,3,2,,6.0,11,+1 Lap,61,,,,NaT,
762,364,6,6,3,,4.0,11,+1 Lap,61,,,,NaT,
762,427,170,4,4,,3.0,12,+2 Laps,60,,,,NaT,
762,501,66,9,5,,2.0,13,+3 Laps,59,,,,NaT,
762,456,117,12,6,,0.0,13,+3 Laps,59,,,,NaT,
762,541,66,11,7,,0.0,13,+3 Laps,59,,,,NaT,
762,566,117,13,8,,0.0,14,+4 Laps,58,,,,NaT,
762,479,6,10,9,,0.0,15,+5 Laps,57,,,,NaT,
762,432,167,14,10,,0.0,16,+6 Laps,56,,,,NaT,
762,360,170,8,11,,0.0,7,Transmission,38,,,,NaT,
762,356,170,2,12,,0.0,7,Transmission,23,,,,NaT,
762,347,66,5,13,,0.0,5,Engine,10,,,,NaT,
762,403,6,7,14,,0.0,3,Accident,5,,,,NaT,
762,289,32,15,15,,0.0,3,Accident,5,,,,NaT,
762,404,32,16,16,,0.0,6,Gearbox,3,,,,NaT,
763,475,170,1,1,,8.0,1,Finished,72,,,,NaT,
763,403,6,5,2,,7.0,1,Finished,72,,,,NaT,
763,356,170,3,3,,4.0,1,Finished,72,,,,NaT,
763,364,6,4,4,,3.0,1,Finished,72,,,,NaT,
763,477,6,8,5,,2.0,11,+1 Lap,71,,,,NaT,
763,482,6,6,6,,0.0,11,+1 Lap,71,,,,NaT,
763,501,66,7,7,,0.0,12,+2 Laps,70,,,,NaT,
763,347,66,11,8,,0.0,12,+2 Laps,70,,,,NaT,
763,427,170,13,9,,0.0,12,+2 Laps,70,,,,NaT,
763,566,117,19,10,,0.0,12,+2 Laps,70,,,,NaT,
763,462,167,18,11,,0.0,14,+4 Laps,68,,,,NaT,
763,483,170,12,12,,0.0,14,+4 Laps,68,,,,NaT,
763,541,66,15,13,,0.0,15,+5 Laps,67,,,,NaT,
763,437,167,16,14,,0.0,15,+5 Laps,67,,,,NaT,
763,543,105,21,15,,0.0,18,+8 Laps,64,,,,NaT,
763,456,117,17,16,,0.0,5,Engine,44,,,,NaT,
763,360,170,9,17,,0.0,5,Engine,22,,,,NaT,
763,486,167,12,18,,0.0,5,Engine,18,,,,NaT,
763,404,32,14,19,,0.0,23,Brakes,14,,,,NaT,
763,289,32,10,20,,0.0,8,Clutch,1,,,,NaT,
763,479,6,2,21,,0.0,8,Clutch,0,,,,NaT,
764,360,170,10,1,,8.0,1,Finished,42,,,,NaT,
764,427,170,5,2,,7.0,1,Finished,42,,,,NaT,
764,479,6,4,3,,4.0,1,Finished,42,,,,NaT,
764,356,170,2,4,,3.0,1,Finished,42,,,,NaT,
764,404,32,9,5,,2.0,13,+3 Laps,39,,,,NaT,
764,476,6,6,6,,0.0,5,Engine,38,,,,NaT,
764,572,95,16,7,,0.0,14,+4 Laps,38,,,,NaT,
764,477,6,11,8,,0.0,7,Transmission,23,,,,NaT,
764,456,167,11,9,,0.0,7,Transmission,23,,,,NaT,
764,449,113,19,10,,0.0,8,Clutch,20,,,,NaT,
764,573,168,14,11,,0.0,23,Brakes,13,,,,NaT,
764,403,6,8,12,,0.0,8,Clutch,8,,,,NaT,
764,567,124,17,13,,0.0,44,Oil leak,6,,,,NaT,
764,475,170,1,14,,0.0,7,Transmission,5,,,,NaT,
764,501,170,3,15,,0.0,8,Clutch,5,,,,NaT,
764,574,169,15,16,,0.0,25,Overheating,5,,,,NaT,
764,502,32,12,17,,0.0,8,Clutch,2,,,,NaT,
764,575,125,13,18,,0.0,3,Accident,0,,,,NaT,
764,576,105,0,19,,0.0,54,Withdrew,0,,,,NaT,
765,475,87,7,1,,8.0,1,Finished,80,,,,NaT,
765,577,6,5,2,,6.0,1,Finished,80,,,,NaT,
765,578,6,2,3,,4.0,1,Finished,80,,,,NaT,
765,579,105,1,4,,4.0,1,Finished,80,,,,NaT,
765,554,105,4,5,,2.0,12,+2 Laps,78,,,,NaT,
765,501,105,8,6,,0.0,13,+3 Laps,77,,,,NaT,
765,496,105,6,7,,0.0,14,+4 Laps,76,,,,NaT,
765,580,105,9,8,,0.0,15,+5 Laps,75,,,,NaT,
765,547,105,10,9,,0.0,19,+9 Laps,71,,,,NaT,
765,581,6,3,10,,0.0,86,Halfshaft,0,,,,NaT,
766,427,87,5,1,,8.0,1,Finished,100,,,,NaT,
766,577,6,10,2,,6.0,1,Finished,100,,,,NaT,
766,581,6,9,3,,4.0,1,Finished,100,,,,NaT,
766,356,87,3,4,,3.0,13,+3 Laps,97,,,,NaT,
766,501,66,12,5,,2.0,19,+9 Laps,91,,,,NaT,
766,477,32,13,6,,0.0,53,+13 Laps,87,,,,NaT,
766,476,6,11,7,,0.0,5,Engine,91,,,,NaT,
766,347,105,16,8,,0.0,3,Accident,71,,,,NaT,
766,289,32,15,9,,0.0,86,Halfshaft,69,,,,NaT,
766,456,87,4,10,,0.0,6,Gearbox,56,,,,NaT,
766,578,6,6,11,,1.0,48,Fuel pump,47,,,,NaT,
766,475,118,8,12,,0.0,5,Engine,38,,,,NaT,
766,554,66,2,13,,0.0,23,Brakes,29,,,,NaT,
766,483,105,14,14,,0.0,5,Engine,28,,,,NaT,
766,479,118,1,15,,0.0,5,Engine,22,,,,NaT,
766,590,118,7,16,,0.0,25,Overheating,11,,,,NaT,
766,541,87,0,17,,0.0,81,Did not qualify,0,,,,NaT,
766,582,105,0,18,,0.0,81,Did not qualify,0,,,,NaT,
766,583,105,0,19,,0.0,81,Did not qualify,0,,,,NaT,
766,584,125,0,20,,0.0,81,Did not qualify,0,,,,NaT,
766,585,125,0,21,,0.0,81,Did not qualify,0,,,,NaT,
766,551,105,0,22,,0.0,81,Did not qualify,0,,,,NaT,
766,553,105,0,23,,0.0,81,Did not qualify,0,,,,NaT,
766,543,127,0,24,,0.0,81,Did not qualify,0,,,,NaT,
766,586,127,0,25,,0.0,81,Did not qualify,0,,,,NaT,
766,547,105,0,26,,0.0,81,Did not qualify,0,,,,NaT,
766,541,66,0,27,,0.0,81,Did not qualify,0,,,,NaT,
766,587,125,0,28,,0.0,81,Did not qualify,0,,,,NaT,
766,588,105,0,29,,0.0,81,Did not qualify,0,,,,NaT,
766,589,105,0,30,,0.0,81,Did not qualify,0,,,,NaT,
