RACEID,DRIVERID,CONSTRUCTORID,GRID,POSITIONORDER,POSITION,POINTS,STATUSID,STATUS,LAPS,FASTESTLAPSPEED,FASTESTLAPTIME,ESTIMATED_FINISH_TIME,ESTIMATED_FINISH_TIME_STR,AVG_LAP_TIME
463,196,27,24,10,,0.0,12,+2 Laps,70,,,,NaT,
463,190,45,25,11,,0.0,5,Engine,68,,,,NaT,
463,195,55,20,12,,0.0,14,+4 Laps,68,,,,NaT,
463,152,53,13,13,,0.0,20,Spun off,68,,,,NaT,
463,123,21,21,14,,0.0,5,Engine,65,,,,NaT,
463,177,3,23,15,,0.0,80,Ignition,53,,,,NaT,
463,181,54,9,16,,0.0,2,Disqualified,50,,,,NaT,
463,137,34,1,17,,0.0,4,Collision,41,,,,NaT,
463,117,4,4,18,,0.0,20,Spun off,41,,,,NaT,
463,158,4,11,19,,0.0,10,Electrical,39,,,,NaT,
463,172,3,17,20,,0.0,64,Handling,37,,,,NaT,
463,95,32,5,21,,0.0,20,Spun off,26,,,,NaT,
463,182,1,19,22,,0.0,23,Brakes,25,,,,NaT,
463,193,25,26,23,,0.0,5,Engine,20,,,,NaT,
463,173,32,3,24,,0.0,10,Electrical,12,,,,NaT,
463,110,51,8,25,,0.0,5,Engine,5,,,,NaT,
463,197,27,22,26,,0.0,22,Suspension,3,,,,NaT,
463,160,45,0,27,,0.0,81,Did not qualify,0,,,,NaT,
463,188,55,0,28,,0.0,81,Did not qualify,0,,,,NaT,
463,186,50,0,29,,0.0,81,Did not qualify,0,,,,NaT,
464,137,34,4,1,,9.0,1,Finished,52,,,,NaT,
464,163,6,3,2,,6.0,1,Finished,52,,,,NaT,
464,158,4,7,3,,4.0,1,Finished,52,,,,NaT,
464,175,6,2,4,,3.0,1,Finished,52,,,,NaT,
464,173,32,8,5,,2.0,1,Finished,52,,,,NaT,
464,118,53,12,6,,1.0,1,Finished,52,,,,NaT,
464,152,53,14,7,,0.0,1,Finished,52,,,,NaT,
464,95,32,11,8,,0.0,1,Finished,52,,,,NaT,
464,197,27,19,9,,0.0,11,+1 Lap,51,,,,NaT,
464,176,21,20,10,,0.0,11,+1 Lap,51,,,,NaT,
464,177,3,16,11,,0.0,11,+1 Lap,51,,,,NaT,
464,188,55,26,12,,0.0,12,+2 Laps,50,,,,NaT,
464,195,55,21,13,,0.0,12,+2 Laps,50,,,,NaT,
464,190,45,25,14,,0.0,5,Engine,45,,,,NaT,
464,193,25,22,15,,0.0,69,Fuel system,44,,,,NaT,
464,123,21,18,16,,0.0,5,Engine,41,,,,NaT,
464,181,54,9,17,,0.0,43,Exhaust,35,,,,NaT,
464,105,25,24,18,,0.0,8,Clutch,28,,,,NaT,
464,117,4,5,19,,0.0,101,Turbo,26,,,,NaT,
464,182,1,13,20,,0.0,10,Electrical,24,,,,NaT,
464,187,1,15,21,,0.0,10,Electrical,13,,,,NaT,
464,160,45,23,22,,0.0,6,Gearbox,10,,,,NaT,
464,184,51,10,23,,0.0,101,Turbo,4,,,,NaT,
464,140,52,17,24,,0.0,99,Distributor,4,,,,NaT,
464,119,34,1,25,,0.0,5,Engine,2,,,,NaT,
464,110,51,6,26,,0.0,4,Collision,2,,,,NaT,
464,196,27,0,27,,0.0,81,Did not qualify,0,,,,NaT,
464,172,3,0,28,,0.0,81,Did not qualify,0,,,,NaT,
464,186,50,0,29,,0.0,81,Did not qualify,0,,,,NaT,
465,137,34,4,1,,9.0,1,Finished,76,,,,NaT,
465,117,4,8,2,,6.0,1,Finished,76,,,,NaT,
465,95,32,3,3,,4.0,1,Finished,76,,,,NaT,
465,110,51,14,4,,3.0,1,Finished,76,,,,NaT,
465,118,53,11,5,,2.0,1,Finished,76,,,,NaT,
465,152,53,12,6,,1.0,1,Finished,76,,,,NaT,
465,119,34,2,7,,0.0,1,Finished,76,,,,NaT,
465,181,54,9,8,,0.0,11,+1 Lap,75,,,,NaT,
465,163,6,5,9,,0.0,11,+1 Lap,75,,,,NaT,
465,158,4,7,10,,0.0,11,+1 Lap,75,,,,NaT,
465,123,21,18,11,,0.0,11,+1 Lap,75,,,,NaT,
465,195,55,21,12,,0.0,11,+1 Lap,75,,,,NaT,
465,156,3,25,13,,0.0,12,+2 Laps,74,,,,NaT,
465,140,52,19,14,,0.0,12,+2 Laps,74,,,,NaT,
465,196,27,23,15,,0.0,13,+3 Laps,73,,,,NaT,
465,175,6,6,16,,0.0,20,Spun off,67,,,,NaT,
465,105,25,26,17,,0.0,5,Engine,64,,,,NaT,
465,160,45,24,18,,0.0,37,Throttle,63,,,,NaT,
465,176,21,17,19,,0.0,5,Engine,50,,,,NaT,
465,177,3,16,20,,0.0,5,Engine,43,,,,NaT,
465,184,51,15,21,,0.0,8,Clutch,39,,,,NaT,
465,187,1,10,22,,0.0,20,Spun off,36,,,,NaT,
465,193,25,20,23,,0.0,44,Oil leak,27,,,,NaT,
465,182,1,13,24,,0.0,5,Engine,25,,,,NaT,
465,173,32,1,25,,0.0,94,Oil pump,12,,,,NaT,
465,197,27,22,26,,0.0,8,Clutch,0,,,,NaT,
465,186,50,0,27,,0.0,81,Did not qualify,0,,,,NaT,
465,190,45,0,28,,0.0,81,Did not qualify,0,,,,NaT,
465,172,3,0,29,,0.0,81,Did not qualify,0,,,,NaT,
466,119,34,3,1,,9.0,1,Finished,77,,,,NaT,
466,110,51,9,2,,6.0,1,Finished,77,,,,NaT,
466,137,34,2,3,,4.0,1,Finished,77,,,,NaT,
466,118,53,13,4,,3.0,11,+1 Lap,76,,,,NaT,
466,177,3,6,5,,2.0,11,+1 Lap,76,,,,NaT,
466,158,4,14,6,,1.0,11,+1 Lap,76,,,,NaT,
466,193,25,19,7,,0.0,12,+2 Laps,75,,,,NaT,
466,176,21,22,8,,0.0,12,+2 Laps,75,,,,NaT,
466,123,21,20,9,,0.0,13,+3 Laps,74,,,,NaT,
466,197,27,21,10,,0.0,14,+4 Laps,73,,,,NaT,
466,182,1,12,11,,0.0,10,Electrical,71,,,,NaT,
466,186,50,24,12,,0.0,16,+6 Laps,71,,,,NaT,
466,95,32,7,13,,0.0,62,Not classified,68,,,,NaT,
466,196,27,23,14,,0.0,62,Not classified,66,,,,NaT,
466,105,25,18,15,,0.0,5,Engine,60,,,,NaT,
466,175,6,1,16,,0.0,101,Turbo,56,,,,NaT,
466,152,53,16,17,,0.0,101,Turbo,56,,,,NaT,
466,117,4,5,18,,0.0,101,Turbo,35,,,,NaT,
466,190,45,25,19,,0.0,5,Engine,28,,,,NaT,
466,173,32,11,20,,0.0,5,Engine,20,,,,NaT,
466,187,1,15,21,,0.0,2,Disqualified,18,,,,NaT,
466,163,6,4,22,,0.0,5,Engine,9,,,,NaT,
466,184,51,17,23,,0.0,5,Engine,5,,,,NaT,
466,181,54,8,24,,0.0,5,Engine,1,,,,NaT,
466,172,3,10,25,,0.0,20,Spun off,1,,,,NaT,
466,160,45,26,26,,0.0,5,Engine,1,,,,NaT,
467,117,4,5,1,,9.0,1,Finished,77,,,,NaT,
467,199,3,8,2,,6.0,1,Finished,77,,,,NaT,
467,163,4,1,3,,4.0,1,Finished,77,,,,NaT,
467,182,1,13,4,,3.0,1,Finished,77,,,,NaT,
467,177,3,7,5,,2.0,1,Finished,77,,,,NaT,
467,187,1,9,6,,1.0,1,Finished,77,,,,NaT,
467,105,25,10,7,,0.0,11,+1 Lap,76,,,,NaT,
467,173,32,15,8,,0.0,11,+1 Lap,76,,,,NaT,
467,194,54,12,9,,0.0,12,+2 Laps,75,,,,NaT,
467,181,54,20,10,,0.0,12,+2 Laps,75,,,,NaT,
467,152,51,19,11,,0.0,13,+3 Laps,74,,,,NaT,
467,200,37,22,12,,0.0,13,+3 Laps,74,,,,NaT,
467,110,51,16,13,,0.0,14,+4 Laps,73,,,,NaT,
467,206,55,24,14,,0.0,14,+4 Laps,73,,,,NaT,
467,196,37,21,15,,0.0,15,+5 Laps,72,,,,NaT,
467,201,25,23,16,,0.0,15,+5 Laps,72,,,,NaT,
467,192,56,25,17,,0.0,15,+5 Laps,72,,,,NaT,
467,202,6,6,18,,0.0,16,+6 Laps,71,,,,NaT,
467,172,27,11,19,,0.0,69,Fuel system,54,,,,NaT,
467,118,53,14,20,,0.0,3,Accident,43,,,,NaT,
467,119,34,4,21,,0.0,101,Turbo,18,,,,NaT,
467,158,27,17,22,,0.0,69,Fuel system,11,,,,NaT,
467,203,6,3,23,,0.0,101,Turbo,6,,,,NaT,
467,137,34,2,24,,0.0,20,Spun off,3,,,,NaT,
467,95,32,18,25,,0.0,10,Electrical,0,,,,NaT,
467,197,45,26,26,,0.0,4,Collision,0,,,,NaT,
467,184,21,0,27,,0.0,81,Did not qualify,0,,,,NaT,
467,204,45,0,28,,0.0,81,Did not qualify,0,,,,NaT,
467,205,21,0,29,,0.0,81,Did not qualify,0,,,,NaT,
467,195,57,0,30,,0.0,81,Did not qualify,0,,,,NaT,
467,170,53,0,31,,0.0,81,Did not qualify,0,,,,NaT,
468,117,4,1,1,,9.0,1,Finished,63,,,,NaT,
468,187,1,12,2,,6.0,1,Finished,63,,,,NaT,
468,95,32,14,3,,4.0,1,Finished,63,,,,NaT,
468,105,25,13,4,,3.0,1,Finished,63,,,,NaT,
468,181,54,15,5,,2.0,11,+1 Lap,62,,,,NaT,
468,202,6,8,6,,1.0,11,+1 Lap,62,,,,NaT,
468,201,25,21,7,,0.0,12,+2 Laps,61,,,,NaT,
468,200,37,22,8,,0.0,12,+2 Laps,61,,,,NaT,
468,197,45,23,9,,0.0,13,+3 Laps,60,,,,NaT,
468,184,21,19,10,,0.0,16,+6 Laps,57,,,,NaT,
468,137,34,7,11,,0.0,2,Disqualified,63,,,,NaT,
468,177,3,3,12,,0.0,2,Disqualified,63,,,,NaT,
468,194,54,18,13,,0.0,5,Engine,38,,,,NaT,
468,192,56,25,14,,0.0,22,Suspension,36,,,,NaT,
468,119,34,9,15,,0.0,68,Physical,34,,,,NaT,
468,203,6,2,16,,0.0,20,Spun off,29,,,,NaT,
468,182,1,5,17,,0.0,4,Collision,22,,,,NaT,
468,163,4,4,18,,0.0,4,Collision,21,,,,NaT,
468,199,3,6,19,,0.0,4,Collision,21,,,,NaT,
468,173,32,11,20,,0.0,4,Collision,21,,,,NaT,
468,158,27,26,21,,0.0,47,Water leak,19,,,,NaT,
468,152,51,16,22,,0.0,8,Clutch,16,,,,NaT,
468,172,27,24,23,,0.0,83,Chassis,15,,,,NaT,
468,110,51,10,24,,0.0,83,Chassis,14,,,,NaT,
468,206,55,20,25,,0.0,20,Spun off,12,,,,NaT,
468,196,37,17,26,,0.0,20,Spun off,11,,,,NaT,
468,170,53,0,27,,0.0,81,Did not qualify,0,,,,NaT,
468,205,21,0,28,,0.0,81,Did not qualify,0,,,,NaT,
468,118,53,0,29,,0.0,81,Did not qualify,0,,,,NaT,
468,195,57,0,30,,0.0,81,Did not qualify,0,,,,NaT,
468,204,45,0,31,,0.0,81,Did not qualify,0,,,,NaT,
469,182,1,2,1,,9.0,1,Finished,75,,,,NaT,
469,177,3,8,2,,6.0,1,Finished,75,,,,NaT,
469,119,34,18,3,,4.0,1,Finished,75,,,,NaT,
469,105,25,12,4,,3.0,1,Finished,75,,,,NaT,
469,173,32,16,5,,2.0,11,+1 Lap,74,,,,NaT,
469,187,1,11,6,,1.0,11,+1 Lap,74,,,,NaT,
469,95,32,17,7,,0.0,12,+2 Laps,73,,,,NaT,
469,200,37,21,8,,0.0,12,+2 Laps,73,,,,NaT,
469,196,37,23,9,,0.0,15,+5 Laps,70,,,,NaT,
469,201,25,24,10,,0.0,17,+7 Laps,68,,,,NaT,
469,203,6,7,11,,0.0,2,Disqualified,75,,,,NaT,
469,158,27,13,12,,0.0,6,Gearbox,59,,,,NaT,
469,110,51,1,13,,0.0,20,Spun off,33,,,,NaT,
469,205,21,20,14,,0.0,20,Spun off,32,,,,NaT,
469,195,57,19,15,,0.0,20,Spun off,27,,,,NaT,
469,172,27,15,16,,0.0,20,Spun off,26,,,,NaT,
469,197,45,10,17,,0.0,7,Transmission,26,,,,NaT,
469,137,34,6,18,,0.0,20,Spun off,25,,,,NaT,
469,206,55,22,19,,0.0,20,Spun off,23,,,,NaT,
469,207,3,14,20,,0.0,4,Collision,19,,,,NaT,
469,117,4,4,21,,0.0,20,Spun off,10,,,,NaT,
469,202,6,9,22,,0.0,20,Spun off,6,,,,NaT,
469,163,4,3,23,,0.0,4,Collision,5,,,,NaT,
469,152,51,5,24,,0.0,4,Collision,5,,,,NaT,
469,194,54,26,25,,0.0,4,Collision,3,,,,NaT,
469,181,54,25,26,,0.0,4,Collision,1,,,,NaT,
469,170,53,0,27,,0.0,81,Did not qualify,0,,,,NaT,
469,204,45,0,28,,0.0,81,Did not qualify,0,,,,NaT,
469,192,56,0,29,,0.0,81,Did not qualify,0,,,,NaT,
469,184,21,0,30,,0.0,81,Did not qualify,0,,,,NaT,
469,118,53,0,31,,0.0,81,Did not qualify,0,,,,NaT,
470,202,6,4,1,,9.0,1,Finished,60,,,,NaT,
470,203,6,3,2,,6.0,1,Finished,60,,,,NaT,
470,105,25,5,3,,4.0,1,Finished,60,,,,NaT,
470,197,45,9,4,,3.0,11,+1 Lap,59,,,,NaT,
470,194,54,14,5,,2.0,13,+3 Laps,57,,,,NaT,
470,181,54,12,6,,0.0,2,Disqualified,54,,,,NaT,
470,170,53,10,7,,0.0,62,Not classified,52,,,,NaT,
470,163,4,1,8,,0.0,101,Turbo,44,,,,NaT,
470,152,51,6,9,,0.0,5,Engine,24,,,,NaT,
470,204,45,13,10,,0.0,22,Suspension,7,,,,NaT,
470,117,4,2,11,,0.0,5,Engine,6,,,,NaT,
470,110,51,7,12,,0.0,10,Electrical,4,,,,NaT,
470,205,25,11,13,,0.0,7,Transmission,0,,,,NaT,
470,118,53,8,14,,0.0,10,Electrical,0,,,,NaT,
471,187,1,10,1,,9.0,1,Finished,70,,,,NaT,
471,177,3,3,2,,6.0,1,Finished,70,,,,NaT,
471,158,27,14,3,,4.0,11,+1 Lap,69,,,,NaT,
471,173,32,11,4,,3.0,12,+2 Laps,68,,,,NaT,
471,137,34,8,5,,2.0,13,+3 Laps,67,,,,NaT,
471,192,56,23,6,,1.0,13,+3 Laps,67,,,,NaT,
471,176,21,22,7,,0.0,14,+4 Laps,66,,,,NaT,
471,196,37,24,8,,0.0,14,+4 Laps,66,,,,NaT,
471,172,27,17,9,,0.0,14,+4 Laps,66,,,,NaT,
471,182,1,4,10,,0.0,2,Disqualified,70,,,,NaT,
471,206,3,13,11,,0.0,20,Spun off,60,,,,NaT,
471,200,37,25,12,,0.0,5,Engine,60,,,,NaT,
471,117,4,1,13,,0.0,20,Spun off,59,,,,NaT,
471,119,34,9,14,,0.0,20,Spun off,52,,,,NaT,
471,184,21,26,15,,0.0,37,Throttle,51,,,,NaT,
471,197,45,14,16,,0.0,41,Broken wing,37,,,,NaT,
471,110,51,6,17,,0.0,6,Gearbox,34,,,,NaT,
471,205,25,20,18,,0.0,5,Engine,33,,,,NaT,
471,105,25,5,19,,0.0,5,Engine,29,,,,NaT,
471,118,53,19,20,,0.0,7,Transmission,29,,,,NaT,
471,170,53,21,21,,0.0,23,Brakes,13,,,,NaT,
471,95,32,7,22,,0.0,8,Clutch,9,,,,NaT,
471,163,4,2,23,,0.0,101,Turbo,7,,,,NaT,
471,181,54,12,24,,0.0,8,Clutch,0,,,,NaT,
471,152,51,15,25,,0.0,4,Collision,0,,,,NaT,
471,194,54,18,26,,0.0,4,Collision,0,,,,NaT,
471,202,6,0,27,,0.0,54,Withdrew,0,,,,NaT,
471,203,6,0,28,,0.0,3,Accident,0,,,,NaT,
471,195,57,0,29,,0.0,81,Did not qualify,0,,,,NaT,
471,136,55,0,30,,0.0,81,Did not qualify,0,,,,NaT,
471,204,45,0,31,,0.0,97,Did not prequalify,0,,,,NaT,
471,208,37,0,32,,0.0,97,Did not prequalify,0,,,,NaT,
472,119,34,2,1,,9.0,1,Finished,76,,,,NaT,
472,202,6,5,2,,6.0,60,Out of fuel,75,,,,NaT,
472,110,51,7,3,,4.0,60,Out of fuel,75,,,,NaT,
472,95,32,11,4,,3.0,11,+1 Lap,75,,,,NaT,
472,173,32,15,5,,2.0,11,+1 Lap,75,,,,NaT,
472,206,3,8,6,,1.0,6,Gearbox,74,,,,NaT,
472,117,4,4,7,,0.0,20,Spun off,73,,,,NaT,
472,205,25,17,8,,0.0,14,+4 Laps,72,,,,NaT,
472,176,21,19,9,,0.0,16,+6 Laps,70,,,,NaT,
472,105,25,9,10,,0.0,22,Suspension,69,,,,NaT,
472,177,3,6,11,,0.0,4,Collision,64,,,,NaT,
472,182,1,12,12,,0.0,5,Engine,56,,,,NaT,
472,137,34,13,13,,0.0,101,Turbo,49,,,,NaT,
472,187,1,10,14,,0.0,10,Electrical,35,,,,NaT,
472,181,54,14,15,,0.0,24,Differential,31,,,,NaT,
472,172,27,18,16,,0.0,64,Handling,29,,,,NaT,
472,158,27,16,17,,0.0,44,Oil leak,27,,,,NaT,
472,194,54,20,18,,0.0,26,Mechanical,22,,,,NaT,
472,163,4,1,19,,0.0,20,Spun off,14,,,,NaT,
472,152,51,3,20,,0.0,86,Halfshaft,4,,,,NaT,
472,184,21,0,21,,0.0,81,Did not qualify,0,,,,NaT,
472,136,55,0,22,,0.0,81,Did not qualify,0,,,,NaT,
472,200,37,0,23,,0.0,81,Did not qualify,0,,,,NaT,
472,118,53,0,24,,0.0,81,Did not qualify,0,,,,NaT,
472,197,45,0,25,,0.0,81,Did not qualify,0,,,,NaT,
472,195,57,0,26,,0.0,81,Did not qualify,0,,,,NaT,
472,170,53,0,27,,0.0,97,Did not prequalify,0,,,,NaT,
472,204,45,0,28,,0.0,97,Did not prequalify,0,,,,NaT,
472,196,37,0,29,,0.0,97,Did not prequalify,0,,,,NaT,
472,192,56,0,30,,0.0,97,Did not prequalify,0,,,,NaT,
472,208,37,0,31,,0.0,97,Did not prequalify,0,,,,NaT,
473,187,1,17,1,,9.0,1,Finished,62,,,,NaT,
473,158,27,9,2,,6.0,1,Finished,62,,,,NaT,
473,202,6,4,3,,4.0,1,Finished,62,,,,NaT,
473,177,3,3,4,,3.0,1,Finished,62,,,,NaT,
473,206,3,12,5,,2.0,1,Finished,62,,,,NaT,
473,172,27,13,6,,1.0,11,+1 Lap,61,,,,NaT,
473,200,37,18,7,,0.0,11,+1 Lap,61,,,,NaT,
473,176,21,19,8,,0.0,11,+1 Lap,61,,,,NaT,
473,205,25,20,9,,0.0,12,+2 Laps,60,,,,NaT,
473,163,4,15,10,,0.0,13,+3 Laps,59,,,,NaT,
473,192,56,26,11,,0.0,13,+3 Laps,59,,,,NaT,
473,117,4,1,12,,0.0,62,Not classified,54,,,,NaT,
473,95,32,7,13,,0.0,5,Engine,44,,,,NaT,
473,182,1,10,14,,0.0,4,Collision,40,,,,NaT,
473,105,25,16,15,,0.0,20,Spun off,40,,,,NaT,
473,152,51,6,16,,0.0,4,Collision,30,,,,NaT,
473,173,32,8,17,,0.0,6,Gearbox,17,,,,NaT,
473,194,54,25,18,,0.0,20,Spun off,13,,,,NaT,
473,195,57,11,19,,0.0,4,Collision,6,,,,NaT,
473,119,34,14,20,,0.0,4,Collision,6,,,,NaT,
473,110,51,2,21,,0.0,7,Transmission,2,,,,NaT,
473,197,45,22,22,,0.0,80,Ignition,2,,,,NaT,
473,181,54,5,23,,0.0,20,Spun off,1,,,,NaT,
473,196,37,21,24,,0.0,4,Collision,0,,,,NaT,
473,184,21,24,25,,0.0,4,Collision,0,,,,NaT,
473,204,45,23,26,,0.0,31,Retired,0,,,,NaT,
473,208,37,0,27,,0.0,81,Did not qualify,0,,,,NaT,
473,137,34,0,28,,0.0,81,Did not qualify,0,,,,NaT,
473,136,55,0,29,,0.0,81,Did not qualify,0,,,,NaT,
474,137,34,4,1,,9.0,1,Finished,70,,,,NaT,
474,119,34,8,2,,6.0,1,Finished,70,,,,NaT,
474,187,1,6,3,,4.0,1,Finished,70,,,,NaT,
474,173,32,10,4,,3.0,11,+1 Lap,69,,,,NaT,
474,176,21,16,5,,2.0,11,+1 Lap,69,,,,NaT,
474,110,51,9,6,,1.0,60,Out of fuel,68,,,,NaT,
474,206,3,13,7,,0.0,60,Out of fuel,68,,,,NaT,
474,184,21,17,8,,0.0,12,+2 Laps,68,,,,NaT,
474,202,6,1,9,,0.0,13,+3 Laps,67,,,,NaT,
474,158,27,12,10,,0.0,60,Out of fuel,66,,,,NaT,
474,200,37,22,11,,0.0,14,+4 Laps,66,,,,NaT,
474,205,25,26,12,,0.0,62,Not classified,59,,,,NaT,
474,177,3,7,13,,0.0,6,Gearbox,52,,,,NaT,
474,196,37,21,14,,0.0,5,Engine,47,,,,NaT,
474,105,25,15,15,,0.0,5,Engine,41,,,,NaT,
474,117,4,3,16,,0.0,5,Engine,30,,,,NaT,
474,163,4,2,17,,0.0,20,Spun off,28,,,,NaT,
474,194,54,24,18,,0.0,5,Engine,20,,,,NaT,
474,182,1,11,19,,0.0,8,Clutch,17,,,,NaT,
474,172,27,19,20,,0.0,69,Fuel system,8,,,,NaT,
474,195,57,20,21,,0.0,8,Clutch,7,,,,NaT,
474,152,51,5,22,,0.0,4,Collision,2,,,,NaT,
474,95,32,14,23,,0.0,4,Collision,2,,,,NaT,
474,197,45,18,24,,0.0,54,Withdrew,0,,,,NaT,
474,204,45,23,25,,0.0,104,Fatal accident,0,,,,NaT,
474,209,55,25,26,,0.0,4,Collision,0,,,,NaT,
474,181,54,0,27,,0.0,81,Did not qualify,0,,,,NaT,
474,208,37,0,28,,0.0,81,Did not qualify,0,,,,NaT,
474,192,56,0,29,,0.0,81,Did not qualify,0,,,,NaT,
475,202,6,4,1,,9.0,1,Finished,72,,,,NaT,
475,137,34,3,2,,6.0,1,Finished,72,,,,NaT,
475,177,3,7,3,,4.0,1,Finished,72,,,,NaT,
475,182,1,5,4,,3.0,1,Finished,72,,,,NaT,
475,206,3,12,5,,2.0,11,+1 Lap,71,,,,NaT,
475,184,21,16,6,,1.0,11,+1 Lap,71,,,,NaT,
475,105,25,14,7,,0.0,11,+1 Lap,71,,,,NaT,
475,175,6,6,8,,0.0,11,+1 Lap,71,,,,NaT,
475,187,1,11,9,,0.0,11,+1 Lap,71,,,,NaT,
475,176,21,17,10,,0.0,11,+1 Lap,71,,,,NaT,
475,152,51,8,11,,0.0,12,+2 Laps,70,,,,NaT,
475,181,54,18,12,,0.0,12,+2 Laps,70,,,,NaT,
475,194,54,25,13,,0.0,12,+2 Laps,70,,,,NaT,
475,197,45,23,14,,0.0,13,+3 Laps,69,,,,NaT,
475,119,34,10,15,,0.0,13,+3 Laps,69,,,,NaT,
475,200,37,24,16,,0.0,5,Engine,60,,,,NaT,
475,136,55,26,17,,0.0,5,Engine,41,,,,NaT,
475,173,32,15,18,,0.0,64,Handling,40,,,,NaT,
475,110,51,9,19,,0.0,10,Electrical,35,,,,NaT,
475,117,4,2,20,,0.0,5,Engine,33,,,,NaT,
475,163,4,1,21,,0.0,20,Spun off,21,,,,NaT,
475,205,25,20,22,,0.0,37,Throttle,21,,,,NaT,
475,196,37,22,23,,0.0,5,Engine,21,,,,NaT,
475,192,56,19,24,,0.0,69,Fuel system,18,,,,NaT,
475,118,53,13,25,,0.0,44,Oil leak,15,,,,NaT,
475,172,27,21,26,,0.0,64,Handling,4,,,,NaT,
475,195,57,0,27,,0.0,81,Did not qualify,0,,,,NaT,
475,170,53,0,28,,0.0,81,Did not qualify,0,,,,NaT,
475,158,27,0,29,,0.0,81,Did not qualify,0,,,,NaT,
475,90,32,0,30,,0.0,81,Did not qualify,0,,,,NaT,
475,208,37,0,31,,0.0,97,Did not prequalify,0,,,,NaT,
476,182,1,5,1,,9.0,1,Finished,76,,,,NaT,
476,202,6,4,2,,6.0,1,Finished,76,,,,NaT,
476,175,6,13,3,,4.0,1,Finished,76,,,,NaT,
476,173,32,7,4,,3.0,1,Finished,76,,,,NaT,
476,206,3,10,5,,2.0,1,Finished,76,,,,NaT,
476,117,4,8,6,,1.0,1,Finished,76,,,,NaT,
476,152,51,14,7,,0.0,11,+1 Lap,75,,,,NaT,
476,205,25,17,8,,0.0,11,+1 Lap,75,,,,NaT,
476,184,21,26,9,,0.0,12,+2 Laps,74,,,,NaT,
476,200,37,25,10,,0.0,13,+3 Laps,73,,,,NaT,
476,110,51,11,11,,0.0,10,Electrical,66,,,,NaT,
476,158,27,24,12,,0.0,5,Engine,60,,,,NaT,
476,176,21,22,13,,0.0,5,Engine,59,,,,NaT,
476,177,3,1,14,,0.0,69,Fuel system,50,,,,NaT,
476,105,25,9,15,,0.0,5,Engine,44,,,,NaT,
476,172,27,20,16,,0.0,6,Gearbox,41,,,,NaT,
476,118,53,16,17,,0.0,86,Halfshaft,40,,,,NaT,
476,95,32,23,18,,0.0,100,Driver unwell,29,,,,NaT,
476,137,34,3,19,,0.0,69,Fuel system,9,,,,NaT,
476,195,57,19,20,,0.0,5,Engine,3,,,,NaT,
476,197,45,18,21,,0.0,4,Collision,2,,,,NaT,
476,192,56,21,22,,0.0,4,Collision,2,,,,NaT,
476,187,1,12,23,,0.0,20,Spun off,2,,,,NaT,
476,119,34,2,24,,0.0,4,Collision,0,,,,NaT,
476,163,4,6,25,,0.0,4,Collision,0,,,,NaT,
476,170,53,15,26,,0.0,4,Collision,0,,,,NaT,
476,181,54,0,27,,0.0,81,Did not qualify,0,,,,NaT,
476,136,55,0,28,,0.0,81,Did not qualify,0,,,,NaT,
476,194,54,0,29,,0.0,81,Did not qualify,0,,,,NaT,
476,196,37,0,30,,0.0,81,Did not qualify,0,,,,NaT,
477,163,4,1,1,,9.0,1,Finished,54,,,,NaT,
477,117,4,2,2,,6.0,1,Finished,54,,,,NaT,
477,202,6,3,3,,4.0,1,Finished,54,,,,NaT,
477,175,6,5,4,,3.0,1,Finished,54,,,,NaT,
477,177,3,10,5,,2.0,1,Finished,54,,,,NaT,
477,105,25,15,6,,1.0,1,Finished,54,,,,NaT,
477,206,3,11,7,,0.0,11,+1 Lap,53,,,,NaT,
477,182,1,9,8,,0.0,11,+1 Lap,53,,,,NaT,
477,152,51,8,9,,0.0,11,+1 Lap,53,,,,NaT,
477,205,25,23,10,,0.0,11,+1 Lap,53,,,,NaT,
477,181,54,18,11,,0.0,12,+2 Laps,52,,,,NaT,
477,209,32,24,12,,0.0,12,+2 Laps,52,,,,NaT,
477,176,21,20,13,,0.0,12,+2 Laps,52,,,,NaT,
477,172,27,16,14,,0.0,13,+3 Laps,51,,,,NaT,
477,118,53,14,15,,0.0,14,+4 Laps,50,,,,NaT,
477,158,27,19,16,,0.0,15,+5 Laps,49,,,,NaT,
477,110,51,7,17,,0.0,20,Spun off,25,,,,NaT,
477,137,34,6,18,,0.0,5,Engine,23,,,,NaT,
477,173,32,13,19,,0.0,69,Fuel system,17,,,,NaT,
477,187,1,12,20,,0.0,10,Electrical,13,,,,NaT,
477,200,37,26,21,,0.0,20,Spun off,10,,,,NaT,
477,184,21,25,22,,0.0,4,Collision,10,,,,NaT,
477,119,34,4,23,,0.0,5,Engine,8,,,,NaT,
477,194,54,22,24,,0.0,20,Spun off,2,,,,NaT,
477,197,45,17,25,,0.0,86,Halfshaft,0,,,,NaT,
477,170,53,21,26,,0.0,10,Electrical,0,,,,NaT,
477,136,55,0,27,,0.0,81,Did not qualify,0,,,,NaT,
477,195,57,0,28,,0.0,81,Did not qualify,0,,,,NaT,
477,196,37,0,29,,0.0,81,Did not qualify,0,,,,NaT,
478,175,6,5,1,,9.0,1,Finished,45,,,,NaT,
478,163,4,3,2,,6.0,1,Finished,45,,,,NaT,
478,177,3,9,3,,4.0,11,+1 Lap,44,,,,NaT,
478,105,25,7,4,,3.0,11,+1 Lap,44,,,,NaT,
